random_id,condition,feature1,feature2,exemplar,target1,target2,exemplar_label,target1_choice,target2_choice,chosen_target,correct,chosen_feature,trial_index,time_elapsed,rt
kem2zxokj9,mfbg,gene,line,z,mbd,sd,kïmy,kïmy,qïru,mbd,Y,gene,42,483787,6581
kem2zxokj9,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,503592,11219
5dxw45dc3x,mfgb,gend,gcr,fz,mz,fb,øqoç,aweh,øqoç,fb,N,gcr,22,435285,25766
5dxw45dc3x,mfgb,gend,line,mf,mbs,dd,rymsvå,rymsvå,kvurdå,mbs,Y,gend,26,463165,19329
5dxw45dc3x,mfgb,gene,gcr,fzs,mzs,bs,awupav,awupav,etupol,mzs,Y,gene,30,481773,10050
5dxw45dc3x,mfgb,line,gcr,mf,ss,mzs,kïmy,qïru,kïmy,mzs,N,gcr,34,499021,8674
5dxw45dc3x,mfgb,gene,line,z,fzd,dd,šïenö,šïenö,cöhido,fzd,Y,gene,38,513086,5488
5dxw45dc3x,mfgb,gene,gend,fbs,fbd,fb,goviku,goviku,kawuka,fbd,Y,gene,42,534645,12273
5dxw45dc3x,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,581678,38461
bkc6tdwowd,mfgb,gene,gend,bd,bs,fzd,aweh,aweh,øqoç,bs,Y,gene,22,296033,43746
bkc6tdwowd,mfgb,line,gcr,fm,dd,fz,qïru,qïru,kïmy,dd,Y,line,26,400299,95053
bkc6tdwowd,mfgb,gene,gcr,fb,mb,bs,goviku,goviku,kawuka,mb,Y,gene,30,432897,23909
bkc6tdwowd,mfgb,gene,line,z,fbd,mm,awupav,etupol,awupav,mm,N,line,34,539392,97858
bkc6tdwowd,mfgb,gend,line,mz,mm,mzs,šïenö,šïenö,cöhido,mm,Y,gend,38,565751,17547
bkc6tdwowd,mfgb,gend,gcr,fz,mz,fb,kvurdå,kvurdå,rymsvå,mz,Y,gend,42,590403,15976
bkc6tdwowd,mfgb,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,617736,18629
k3bzjan0hj,mfbg,gene,line,d,bd,dd,šïenö,cöhido,šïenö,dd,N,line,22,527955,7299
k3bzjan0hj,mfbg,line,gcr,mz,fzd,mm,kvurdå,kvurdå,rymsvå,fzd,Y,line,26,541439,4908
k3bzjan0hj,mfbg,gene,gcr,zs,bs,mzs,øqoç,aweh,øqoç,mzs,N,gcr,30,556166,6155
k3bzjan0hj,mfbg,gend,gcr,fb,mb,fz,etupol,awupav,etupol,fz,N,gcr,34,573781,9050
k3bzjan0hj,mfbg,gene,gend,fzd,fbs,fz,goviku,kawuka,goviku,fz,N,gend,38,591468,9106
k3bzjan0hj,mfbg,gend,line,mm,mbd,ds,qïru,kïmy,qïru,ds,N,line,42,605997,5963
k3bzjan0hj,mfbg,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,621602,7043
77sthtbvuk,fmbg,gene,gend,zs,zd,mb,rymsvå,rymsvå,kvurdå,zd,Y,gene,22,175740,46756
77sthtbvuk,fmbg,gend,line,mm,mz,ds,šïenö,šïenö,cöhido,mz,Y,gend,26,191421,7090
77sthtbvuk,fmbg,gene,gcr,mb,fb,mzs,øqoç,aweh,øqoç,mzs,N,gcr,30,208355,8339
77sthtbvuk,fmbg,gend,gcr,fb,mb,fz,goviku,goviku,kawuka,mb,Y,gend,34,222790,5867
77sthtbvuk,fmbg,gene,line,s,zs,ff,kïmy,qïru,kïmy,ff,N,line,38,237713,6354
77sthtbvuk,fmbg,line,gcr,fb,mbs,ff,awupav,etupol,awupav,ff,N,gcr,42,258575,12284
77sthtbvuk,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,292036,24889
p8k794p1cx,mfgb,gene,line,b,fbs,ds,kawuka,kawuka,goviku,fbs,Y,gene,22,627281,16883
p8k794p1cx,mfgb,gene,gcr,fz,mz,fzd,šïenö,šïenö,cöhido,mz,Y,gene,26,643325,7487
p8k794p1cx,mfgb,gend,gcr,zd,bd,zs,kïmy,qïru,kïmy,zs,N,gcr,30,677309,25403
p8k794p1cx,mfgb,gend,line,mm,mzd,ds,awupav,awupav,etupol,mzd,Y,gend,34,699435,13584
p8k794p1cx,mfgb,gene,gend,mbd,mbs,mz,kvurdå,kvurdå,rymsvå,mbs,Y,gene,38,722457,14468
p8k794p1cx,mfgb,line,gcr,sd,mm,fz,aweh,øqoç,aweh,fz,N,gcr,42,753189,22189
p8k794p1cx,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,768623,6879
ltgs2q6uuj,fmgb,gend,gcr,fz,mz,fb,qïru,qïru,kïmy,mz,Y,gend,22,153337,26313
ltgs2q6uuj,fmgb,gene,line,z,fbd,dd,rymsvå,rymsvå,kvurdå,fbd,Y,gene,26,352557,190642
ltgs2q6uuj,fmgb,gend,line,mb,mf,mbd,øqoç,aweh,øqoç,mbd,N,line,30,376620,15485
ltgs2q6uuj,fmgb,line,gcr,dd,fm,mzd,etupol,awupav,etupol,mzd,N,gcr,34,413858,28694
ltgs2q6uuj,fmgb,gene,gcr,mbd,fzd,zd,šïenö,šïenö,cöhido,fzd,Y,gene,38,436988,14495
ltgs2q6uuj,fmgb,gene,gend,bd,bs,fzd,kawuka,kawuka,goviku,bs,Y,gene,42,464490,18942
ltgs2q6uuj,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,484056,11007
8j21gql2a2,fmbg,gend,line,fz,fm,fzs,šïenö,cöhido,šïenö,fzs,N,line,22,42205,6809
8j21gql2a2,fmbg,line,gcr,fzd,mz,sd,etupol,etupol,awupav,mz,Y,line,26,58910,8130
8j21gql2a2,fmbg,gene,gcr,bs,zs,fbs,kïmy,kïmy,qïru,zs,Y,gene,30,76526,9045
8j21gql2a2,fmbg,gend,gcr,fzd,mzd,fzs,aweh,aweh,øqoç,mzd,Y,gend,34,97800,12703
8j21gql2a2,fmbg,gene,gend,mbd,mzs,mz,rymsvå,kvurdå,rymsvå,mz,N,gend,38,114913,8553
8j21gql2a2,fmbg,gene,line,b,mzs,ff,goviku,goviku,kawuka,mzs,Y,gene,42,131397,7243
8j21gql2a2,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,146415,6464
6fgt5k3yo4,fmbg,gene,line,s,bs,ds,rymsvå,rymsvå,kvurdå,bs,Y,gene,22,209797,48948
6fgt5k3yo4,fmbg,line,gcr,dd,fm,zd,kawuka,goviku,kawuka,zd,N,gcr,26,245308,26925
6fgt5k3yo4,fmbg,gene,gend,bs,bd,fzs,øqoç,øqoç,aweh,bd,Y,gene,30,271005,17095
6fgt5k3yo4,fmbg,gene,gcr,fb,mb,fbs,awupav,awupav,etupol,mb,Y,gene,34,288997,9410
6fgt5k3yo4,fmbg,gend,gcr,fz,mz,fb,qïru,qïru,kïmy,mz,Y,gend,38,303246,5638
6fgt5k3yo4,fmbg,gend,line,fz,fm,fbs,cöhido,šïenö,cöhido,fbs,N,line,42,339685,27835
6fgt5k3yo4,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,376189,27878
nxlxqz3pca,fmgb,gene,line,z,fbd,dd,aweh,aweh,øqoç,fbd,Y,gene,22,155863,22400
nxlxqz3pca,fmgb,gend,gcr,mb,ff,mm,kïmy,qïru,kïmy,mm,N,gcr,26,178135,13723
nxlxqz3pca,fmgb,gene,gcr,fm,mm,sd,šïenö,šïenö,cöhido,mm,Y,gene,30,198919,12214
nxlxqz3pca,fmgb,gend,line,ff,fb,sd,etupol,etupol,awupav,fb,Y,gend,34,218615,11125
nxlxqz3pca,fmgb,gene,gend,ss,sd,ff,kawuka,kawuka,goviku,sd,Y,gene,38,234015,6857
nxlxqz3pca,fmgb,line,gcr,ff,ds,fbs,kvurdå,rymsvå,kvurdå,fbs,N,gcr,42,255711,13138
nxlxqz3pca,fmgb,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,320143,55869
9ygtwe5j85,fmbg,gend,line,fm,bd,ss,øqoç,øqoç,aweh,bd,Y,gend,22,448971,124428
9ygtwe5j85,fmbg,gene,gend,ff,fm,f,kawuka,kawuka,goviku,fm,Y,gene,26,542119,84500
9ygtwe5j85,fmbg,gene,line,z,mzd,fm,kvurdå,rymsvå,kvurdå,fm,N,line,30,602032,51239
9ygtwe5j85,fmbg,gene,gcr,zs,bs,mzs,qïru,qïru,kïmy,bs,Y,gene,34,623413,12713
9ygtwe5j85,fmbg,line,gcr,fbd,mz,sd,etupol,etupol,awupav,mz,Y,line,38,655745,23649
9ygtwe5j85,fmbg,gend,gcr,fzd,mzd,fzs,šïenö,cöhido,šïenö,fzs,N,gcr,42,681701,17299
9ygtwe5j85,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,701951,11578
fx635s9h4n,mfgb,line,gcr,mz,fbd,mm,kvurdå,rymsvå,kvurdå,mm,N,gcr,22,216789,82063
fx635s9h4n,mfgb,gene,gend,mzd,mzs,mz,aweh,aweh,øqoç,mzs,Y,gene,26,242931,17565
fx635s9h4n,mfgb,gene,gcr,mbd,fzd,zd,goviku,goviku,kawuka,fzd,Y,gene,30,262287,10777
fx635s9h4n,mfgb,gene,line,z,fzd,mm,cöhido,šïenö,cöhido,mm,N,line,34,294302,23419
fx635s9h4n,mfgb,gend,gcr,fb,mf,fm,kïmy,qïru,kïmy,fm,N,gcr,38,318469,15574
fx635s9h4n,mfgb,gend,line,mbd,mm,mb,awupav,awupav,etupol,mm,Y,gend,42,351184,24112
fx635s9h4n,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,366600,6808
vg5qgsv6gf,mfbg,gend,line,fb,ff,bd,etupol,awupav,etupol,bd,N,line,22,701561,187602
vg5qgsv6gf,mfbg,gene,gend,fbs,fbd,fb,šïenö,šïenö,cöhido,fbd,Y,gene,26,729101,18983
vg5qgsv6gf,mfbg,gene,line,z,mzd,sd,øqoç,øqoç,aweh,mzd,Y,gene,30,776311,38659
vg5qgsv6gf,mfbg,gene,gcr,fz,mz,bd,kïmy,kïmy,qïru,mz,Y,gene,34,801483,16612
vg5qgsv6gf,mfbg,gend,gcr,fb,mf,fm,kvurdå,kvurdå,rymsvå,mf,Y,gend,38,837038,26989
vg5qgsv6gf,mfbg,line,gcr,mm,sd,mbd,kawuka,goviku,kawuka,mbd,N,gcr,42,862045,16456
vg5qgsv6gf,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,948022,77422
1zmxya90n0,fmgb,gene,gcr,fbd,mbd,bd,šïenö,šïenö,cöhido,mbd,Y,gene,22,321639,11197
1zmxya90n0,fmgb,line,gcr,mb,fbs,mf,øqoç,aweh,øqoç,mf,N,gcr,26,354321,24124
1zmxya90n0,fmgb,gend,line,mb,mf,mbd,etupol,etupol,awupav,mf,Y,gend,30,374656,11782
1zmxya90n0,fmgb,gene,gend,zs,zd,mbs,kïmy,kïmy,qïru,zd,Y,gene,34,389089,5875
1zmxya90n0,fmgb,gene,line,z,fbd,mm,kawuka,kawuka,goviku,fbd,Y,gene,38,403256,5612
1zmxya90n0,fmgb,gend,gcr,ss,ds,sd,rymsvå,kvurdå,rymsvå,sd,N,gcr,42,422422,10608
1zmxya90n0,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,439555,8882
wh34bvfgh3,fmgb,gend,line,mz,mm,mzs,qïru,kïmy,qïru,mzs,N,line,22,400602,29001
wh34bvfgh3,fmgb,gend,gcr,fz,mz,fb,kawuka,kawuka,goviku,mz,Y,gend,26,420579,11361
wh34bvfgh3,fmgb,gene,gcr,mz,fz,mbd,øqoç,øqoç,aweh,fz,Y,gene,30,442150,12970
wh34bvfgh3,fmgb,line,gcr,ds,ff,mb,cöhido,šïenö,cöhido,mb,N,gcr,34,482047,31291
wh34bvfgh3,fmgb,gene,line,d,zd,fm,kvurdå,kvurdå,rymsvå,zd,Y,gene,38,512620,21951
wh34bvfgh3,fmgb,gene,gend,zd,zs,mz,awupav,awupav,etupol,zs,Y,gene,42,539712,18515
wh34bvfgh3,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,566686,18387
5gjowb82vw,mfbg,gend,gcr,fbs,mzs,fbd,qïru,kïmy,qïru,fbd,N,gcr,22,722266,77434
5gjowb82vw,mfbg,gend,line,mbd,mm,mb,goviku,kawuka,goviku,mb,N,line,26,751112,20247
5gjowb82vw,mfbg,gene,gend,fzd,fbs,fz,etupol,awupav,etupol,fz,N,gend,30,775800,16087
5gjowb82vw,mfbg,gene,line,s,bs,mf,šïenö,šïenö,cöhido,bs,Y,gene,34,810864,26458
5gjowb82vw,mfbg,line,gcr,dd,fm,mzd,kvurdå,rymsvå,kvurdå,mzd,N,gcr,38,846768,27310
5gjowb82vw,mfbg,gene,gcr,mf,ff,ds,aweh,øqoç,aweh,ds,N,gcr,42,869824,14474
5gjowb82vw,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,895096,16636
1f92qo8w57,fmgb,gene,gcr,bd,zd,fzd,goviku,goviku,kawuka,zd,Y,gene,22,251311,45962
1f92qo8w57,fmgb,gene,line,z,mbd,sd,aweh,aweh,øqoç,mbd,Y,gene,26,272727,12857
1f92qo8w57,fmgb,gene,gend,bs,bd,fzs,cöhido,cöhido,šïenö,bd,Y,gene,30,293375,12062
1f92qo8w57,fmgb,line,gcr,mf,ss,mzs,etupol,awupav,etupol,mzs,N,gcr,34,326966,25017
1f92qo8w57,fmgb,gend,line,fz,fm,fbs,kvurdå,kvurdå,rymsvå,fm,Y,gend,38,351951,16423
1f92qo8w57,fmgb,gend,gcr,mb,ff,mm,kïmy,kïmy,qïru,ff,Y,gend,42,399726,39187
1f92qo8w57,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,439095,30810
gbgvwr0okx,mfgb,gene,gcr,fbs,mzs,bs,cöhido,cöhido,šïenö,mzs,Y,gene,22,315850,19065
gbgvwr0okx,mfgb,gene,line,b,fbs,mf,etupol,etupol,awupav,fbs,Y,gene,26,336800,12372
gbgvwr0okx,mfgb,gend,gcr,sd,dd,ss,øqoç,øqoç,aweh,dd,Y,gend,30,361147,15775
gbgvwr0okx,mfgb,gend,line,mm,mz,ds,kvurdå,rymsvå,kvurdå,ds,N,line,34,387268,17528
gbgvwr0okx,mfgb,gene,gend,fzd,fbs,fz,kawuka,kawuka,goviku,fbs,Y,gene,38,403363,7520
gbgvwr0okx,mfgb,line,gcr,fzs,mb,ff,kïmy,kïmy,qïru,mb,Y,line,42,434401,22452
gbgvwr0okx,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,451928,8928
8qt5e0hp88,fmgb,gene,line,s,zs,ss,etupol,etupol,awupav,zs,Y,gene,22,335545,52328
8qt5e0hp88,fmgb,gend,gcr,mz,fm,mf,kïmy,qïru,kïmy,mf,N,gcr,26,377216,33039
8qt5e0hp88,fmgb,gene,gcr,mbs,fzs,zs,goviku,goviku,kawuka,fzs,Y,gene,30,401632,15817
8qt5e0hp88,fmgb,gene,gend,mbs,mzd,mb,kvurdå,rymsvå,kvurdå,mb,N,gend,34,475106,64886
8qt5e0hp88,fmgb,gend,line,mm,mzd,ds,cöhido,cöhido,šïenö,mzd,Y,gend,38,513380,29603
8qt5e0hp88,fmgb,line,gcr,mz,fzd,mm,aweh,øqoç,aweh,mm,N,gcr,42,534892,12890
8qt5e0hp88,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,567626,24075
m93svjkxza,mfbg,gend,line,mm,mz,ds,kïmy,qïru,kïmy,ds,N,line,22,322718,51163
m93svjkxza,mfbg,line,gcr,ff,ds,fbs,goviku,goviku,kawuka,ds,Y,line,26,351784,20482
m93svjkxza,mfbg,gend,gcr,ss,ds,sd,kvurdå,kvurdå,rymsvå,ds,Y,gend,30,396378,36007
m93svjkxza,mfbg,gene,line,b,mzs,ss,awupav,awupav,etupol,mzs,Y,gene,34,434878,29932
m93svjkxza,mfbg,gene,gcr,mbs,fzs,mb,øqoç,øqoç,aweh,fzs,Y,gene,38,548938,105472
m93svjkxza,mfbg,gene,gend,zd,zs,mbd,cöhido,cöhido,šïenö,zs,Y,gene,42,591730,34186
m93svjkxza,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,612848,12513
yg1rb8wzq8,fmgb,gend,line,mf,mbs,dd,kawuka,kawuka,goviku,mbs,Y,gend,22,265534,128971
yg1rb8wzq8,fmgb,gend,gcr,fb,mb,fz,etupol,awupav,etupol,fz,N,gcr,26,313054,38888
yg1rb8wzq8,fmgb,line,gcr,mz,fzd,mm,aweh,aweh,øqoç,fzd,Y,line,30,353998,32289
yg1rb8wzq8,fmgb,gene,line,b,mzs,ff,kvurdå,kvurdå,rymsvå,mzs,Y,gene,34,385126,22514
yg1rb8wzq8,fmgb,gene,gend,dd,ds,mm,šïenö,cöhido,šïenö,mm,N,gend,38,408654,14866
yg1rb8wzq8,fmgb,gene,gcr,dd,sd,mm,qïru,kïmy,qïru,mm,N,gcr,42,432022,14752
yg1rb8wzq8,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,468454,27791
wov7fzrpty,mfbg,gend,gcr,fbd,mzd,fbs,awupav,awupav,etupol,mzd,Y,gend,22,359098,25355
wov7fzrpty,mfbg,gene,gcr,zs,bs,mzs,rymsvå,kvurdå,rymsvå,mzs,N,gcr,26,391118,23465
wov7fzrpty,mfbg,line,gcr,fbs,mb,ff,cöhido,cöhido,šïenö,mb,Y,line,30,425306,25644
wov7fzrpty,mfbg,gene,line,b,fzs,ds,qïru,kïmy,qïru,ds,N,line,34,453962,20113
wov7fzrpty,mfbg,gend,line,mm,mz,ds,goviku,goviku,kawuka,mz,Y,gend,38,473587,11084
wov7fzrpty,mfbg,gene,gend,mzd,mbs,mz,aweh,øqoç,aweh,mz,N,gend,42,512311,30133
wov7fzrpty,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,626646,105781
norezgxm48,fmgb,line,gcr,fbs,mb,ff,aweh,aweh,øqoç,mb,Y,line,22,336538,167995
norezgxm48,fmgb,gend,line,ff,fbs,sd,awupav,awupav,etupol,fbs,Y,gend,26,388858,43722
norezgxm48,fmgb,gene,line,s,bs,ds,šïenö,šïenö,cöhido,bs,Y,gene,30,413350,15896
norezgxm48,fmgb,gene,gend,sd,ss,fm,kïmy,kïmy,qïru,ss,Y,gene,34,452069,30170
norezgxm48,fmgb,gend,gcr,fz,mz,fb,goviku,goviku,kawuka,mz,Y,gend,38,476134,15493
norezgxm48,fmgb,gene,gcr,mzs,fbs,zs,rymsvå,rymsvå,kvurdå,fbs,Y,gene,42,500415,15685
norezgxm48,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,528554,19558
yv4zurlaso,mfgb,gene,line,z,mbd,fm,etupol,awupav,etupol,fm,N,line,22,669387,442014
yv4zurlaso,mfgb,line,gcr,fm,dd,fz,goviku,kawuka,goviku,fz,N,gcr,26,701074,23082
yv4zurlaso,mfgb,gene,gend,mbs,mzd,mb,rymsvå,kvurdå,rymsvå,mb,N,gend,30,734422,24780
yv4zurlaso,mfgb,gend,gcr,fbd,mzd,fbs,øqoç,øqoç,aweh,mzd,Y,gend,34,833420,90408
yv4zurlaso,mfgb,gend,line,ff,fzs,sd,kïmy,qïru,kïmy,sd,N,line,38,860654,18639
yv4zurlaso,mfgb,gene,gcr,fb,mb,bs,šïenö,šïenö,cöhido,mb,Y,gene,42,877861,8636
yv4zurlaso,mfgb,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,935225,48756
navcqfl49f,fmgb,gene,line,z,mzd,sd,kvurdå,kvurdå,rymsvå,mzd,Y,gene,22,806436,26550
navcqfl49f,fmgb,gend,line,mf,mbs,dd,etupol,etupol,awupav,mbs,Y,gend,26,890933,75922
navcqfl49f,fmgb,gene,gend,mbd,mbs,mz,aweh,øqoç,aweh,mz,N,gend,30,931517,31993
navcqfl49f,fmgb,line,gcr,ds,ff,mzs,šïenö,cöhido,šïenö,mzs,N,gcr,34,960932,20830
navcqfl49f,fmgb,gene,gcr,fb,mb,fbs,kïmy,kïmy,qïru,mb,Y,gene,38,992197,22685
navcqfl49f,fmgb,gend,gcr,mb,ff,mm,goviku,kawuka,goviku,mm,N,gcr,42,1049469,48707
navcqfl49f,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,1096604,38566
cmpdk28hz4,mfbg,gene,gend,mzd,mbs,mz,rymsvå,rymsvå,kvurdå,mbs,Y,gene,22,277033,58805
cmpdk28hz4,mfbg,line,gcr,fm,dd,fzd,øqoç,øqoç,aweh,dd,Y,line,26,322978,37330
cmpdk28hz4,mfbg,gene,gcr,fz,mz,bd,kïmy,kïmy,qïru,mz,Y,gene,30,391549,59959
cmpdk28hz4,mfbg,gend,line,mf,mbs,dd,awupav,etupol,awupav,dd,N,line,34,410083,9934
cmpdk28hz4,mfbg,gene,line,z,mbd,sd,cöhido,šïenö,cöhido,sd,N,line,38,448309,29598
cmpdk28hz4,mfbg,gend,gcr,zd,bd,zs,goviku,goviku,kawuka,bd,Y,gend,42,468315,11388
cmpdk28hz4,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,483607,6666
1f76b52sjo,fmgb,gend,gcr,bd,zd,bs,kawuka,kawuka,goviku,zd,Y,gend,22,413010,42887
1f76b52sjo,fmgb,gene,line,d,zd,sd,kvurdå,kvurdå,rymsvå,zd,Y,gene,26,466881,45260
1f76b52sjo,fmgb,gend,line,bd,fm,fzs,etupol,awupav,etupol,fzs,N,line,30,546384,70923
1f76b52sjo,fmgb,gene,gcr,fb,mb,bs,cöhido,cöhido,šïenö,mb,Y,gene,34,576550,21590
1f76b52sjo,fmgb,line,gcr,fbs,mb,ss,øqoç,øqoç,aweh,mb,Y,line,38,617360,32251
1f76b52sjo,fmgb,gene,gend,fbs,fbd,fb,qïru,qïru,kïmy,fbd,Y,gene,42,639727,13769
1f76b52sjo,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,708135,59826
6l9yof0fr2,mfbg,gend,gcr,fzs,mzs,fzd,qïru,qïru,kïmy,mzs,Y,gend,22,456017,62417
6l9yof0fr2,mfbg,gene,line,d,bd,mm,šïenö,šïenö,cöhido,bd,Y,gene,26,539904,75296
6l9yof0fr2,mfbg,gend,line,mm,mz,ds,rymsvå,kvurdå,rymsvå,ds,N,line,30,602623,54132
6l9yof0fr2,mfbg,line,gcr,dd,fm,mzd,kawuka,goviku,kawuka,mzd,N,gcr,34,628511,17305
6l9yof0fr2,mfbg,gene,gcr,mzs,fzs,zs,aweh,aweh,øqoç,fzs,Y,gene,38,655655,18566
6l9yof0fr2,mfbg,gene,gend,mz,mb,mzd,awupav,awupav,etupol,mb,Y,gene,42,678430,14209
6l9yof0fr2,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,699542,12538
bcuacugjby,fmbg,gene,gend,zd,zs,mz,awupav,etupol,awupav,mz,N,gend,22,42115,11624
bcuacugjby,fmbg,gene,gcr,mzs,fzs,zs,kvurdå,kvurdå,rymsvå,fzs,Y,gene,26,56942,6220
bcuacugjby,fmbg,line,gcr,mf,ss,zs,kïmy,qïru,kïmy,zs,N,gcr,30,77921,12383
bcuacugjby,fmbg,gene,line,d,zd,sd,šïenö,šïenö,cöhido,zd,Y,gene,34,93982,7474
bcuacugjby,fmbg,gend,line,mb,mf,mbd,aweh,øqoç,aweh,mbd,N,line,38,111721,9174
bcuacugjby,fmbg,gend,gcr,fzd,mzd,fzs,goviku,goviku,kawuka,mzd,Y,gend,42,126391,6129
bcuacugjby,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,144879,9921
7v72njtgd6,mfgb,gend,line,fb,ff,fbd,rymsvå,rymsvå,kvurdå,ff,Y,gend,22,395147,84683
7v72njtgd6,mfgb,gend,gcr,fbd,mzd,fbs,cöhido,šïenö,cöhido,fbs,N,gcr,26,416619,12858
7v72njtgd6,mfgb,gene,line,b,fbs,ds,etupol,awupav,etupol,ds,N,line,30,458906,33687
7v72njtgd6,mfgb,line,gcr,fzd,zd,sd,aweh,aweh,øqoç,zd,Y,line,34,547171,79658
7v72njtgd6,mfgb,gene,gcr,zd,bd,mzd,goviku,goviku,kawuka,bd,Y,gene,38,570962,15191
7v72njtgd6,mfgb,gene,gend,zs,zd,mbs,qïru,qïru,kïmy,zd,Y,gene,42,591714,12148
7v72njtgd6,mfgb,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,644502,44183
up6t7s4mvk,fmgb,gene,gcr,mbs,fbs,zs,øqoç,øqoç,aweh,fbs,Y,gene,22,269904,41794
up6t7s4mvk,fmgb,gend,line,fz,fm,fzs,awupav,awupav,etupol,fm,Y,gend,26,303975,25453
up6t7s4mvk,fmgb,line,gcr,fbd,mz,fm,kawuka,kawuka,goviku,mz,Y,line,30,339800,27235
up6t7s4mvk,fmgb,gend,gcr,fz,mm,ff,rymsvå,rymsvå,kvurdå,mm,Y,gend,34,360128,11717
up6t7s4mvk,fmgb,gene,line,b,fbs,ds,šïenö,šïenö,cöhido,fbs,Y,gene,38,379731,10997
up6t7s4mvk,fmgb,gene,gend,mzs,mbd,mb,kïmy,qïru,kïmy,mb,N,gend,42,398420,10098
up6t7s4mvk,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,418325,11276
km3xc7pcud,fmbg,gene,gcr,fbd,mbd,bd,etupol,etupol,awupav,mbd,Y,gene,22,375620,69527
km3xc7pcud,fmbg,gene,gend,mzs,mzd,mb,cöhido,šïenö,cöhido,mb,N,gend,26,461850,77640
km3xc7pcud,fmbg,line,gcr,fm,dd,fbd,kvurdå,kvurdå,rymsvå,dd,Y,line,30,493954,23533
km3xc7pcud,fmbg,gene,line,d,zd,fm,aweh,øqoç,aweh,fm,N,line,34,535504,32972
km3xc7pcud,fmbg,gend,gcr,fb,mb,fz,qïru,kïmy,qïru,fz,N,gcr,38,725706,181627
km3xc7pcud,fmbg,gend,line,mm,mbd,ds,kawuka,kawuka,goviku,mbd,Y,gend,42,756932,22651
km3xc7pcud,fmbg,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,796285,30675
uskuotvaph,mfbg,gend,line,fb,ff,bd,aweh,øqoç,aweh,bd,N,line,22,525055,66549
uskuotvaph,mfbg,gene,gcr,fm,mm,sd,etupol,etupol,awupav,mm,Y,gene,26,542391,8716
uskuotvaph,mfbg,gend,gcr,fzs,mzs,fzd,goviku,goviku,kawuka,mzs,Y,gend,30,572959,21952
uskuotvaph,mfbg,gene,gend,ds,dd,mf,šïenö,šïenö,cöhido,dd,Y,gene,34,591935,10290
uskuotvaph,mfbg,gene,line,b,mbs,ff,rymsvå,rymsvå,kvurdå,mbs,Y,gene,38,618591,18049
uskuotvaph,mfbg,line,gcr,mb,fzs,mf,kïmy,kïmy,qïru,fzs,Y,line,42,646558,19362
uskuotvaph,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,676662,21482
a14qmegxm1,fmgb,gend,gcr,fz,mz,fb,kvurdå,kvurdå,rymsvå,mz,Y,gend,22,275853,54203
a14qmegxm1,fmgb,gene,line,b,fbs,ds,awupav,awupav,etupol,fbs,Y,gene,26,379332,94915
