random_id,condition,feature1,feature2,exemplar,target1,target2,exemplar_label,target1_choice,target2_choice,chosen_target,correct,chosen_feature,trial_index,time_elapsed,rt
dpjqfuq290,mfbg,gend,line,fm,fz,ss,rymsvå,kvurdå,rymsvå,ss,N,line,22,155639,32674
dpjqfuq290,mfbg,gene,line,s,bs,ds,etupol,etupol,awupav,bs,Y,gene,26,184434,20179
dpjqfuq290,mfbg,line,gcr,ds,ff,zs,goviku,kawuka,goviku,zs,N,gcr,30,206247,13232
dpjqfuq290,mfbg,gene,gcr,bs,zd,fzs,šïenö,šïenö,cöhido,zd,Y,gene,34,225844,10967
dpjqfuq290,mfbg,gend,gcr,mz,fm,mf,aweh,aweh,øqoç,fm,Y,gend,38,247696,13287
dpjqfuq290,mfbg,gene,gend,bd,bs,fzd,qïru,qïru,kïmy,bs,Y,gene,42,264170,7916
dpjqfuq290,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,280684,7946
1n6hkh92g1,fmgb,gend,gcr,fbs,mzs,fbd,kïmy,kïmy,qïru,mzs,Y,gend,22,343645,25059
1n6hkh92g1,fmgb,gene,gend,fzd,fbs,fz,rymsvå,rymsvå,kvurdå,fbs,Y,gene,26,375053,22844
1n6hkh92g1,fmgb,gend,line,fb,ff,fzd,øqoç,aweh,øqoç,fzd,N,line,30,425661,42047
1n6hkh92g1,fmgb,gene,line,z,fzd,dd,awupav,etupol,awupav,dd,N,line,34,496700,62481
1n6hkh92g1,fmgb,gene,gcr,fb,mb,bs,kawuka,kawuka,goviku,mb,Y,gene,38,545666,40409
1n6hkh92g1,fmgb,line,gcr,fb,mbs,ff,cöhido,cöhido,šïenö,mbs,Y,line,42,565341,11111
1n6hkh92g1,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,582257,8337
vll4s2sr5o,mfbg,gene,line,b,mzs,ff,etupol,etupol,awupav,mzs,Y,gene,22,678948,48255
vll4s2sr5o,mfbg,gene,gcr,mz,fz,mzd,šïenö,šïenö,cöhido,fz,Y,gene,26,710612,23113
vll4s2sr5o,mfbg,gend,line,mz,mm,mzs,øqoç,øqoç,aweh,mm,Y,gend,30,742692,23548
vll4s2sr5o,mfbg,gend,gcr,ss,ds,sd,rymsvå,rymsvå,kvurdå,ds,Y,gend,34,763965,12726
vll4s2sr5o,mfbg,line,gcr,fzd,mz,fm,qïru,qïru,kïmy,mz,Y,line,38,789581,17082
vll4s2sr5o,mfbg,gene,gend,fbs,fbd,fb,goviku,goviku,kawuka,fbd,Y,gene,42,813493,15349
vll4s2sr5o,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,839685,17660
epd8m5tavo,mfbg,line,gcr,mm,sd,mzd,awupav,awupav,etupol,sd,Y,line,22,201365,25285
epd8m5tavo,mfbg,gend,line,zs,mf,zd,cöhido,cöhido,šïenö,mf,Y,gend,26,231944,22021
epd8m5tavo,mfbg,gene,line,z,fzd,dd,rymsvå,kvurdå,rymsvå,dd,N,line,30,331176,90665
epd8m5tavo,mfbg,gene,gend,zd,zs,mzd,kawuka,goviku,kawuka,mzd,N,gend,34,350056,10325
epd8m5tavo,mfbg,gend,gcr,fb,mf,fm,aweh,øqoç,aweh,fm,N,gcr,38,367240,8620
epd8m5tavo,mfbg,gene,gcr,mzs,fzs,zs,kïmy,kïmy,qïru,fzs,Y,gene,42,380799,5004
epd8m5tavo,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,409863,20504
j8luw96rbc,fmbg,gene,gend,mz,mb,mzd,qïru,qïru,kïmy,mb,Y,gene,22,246040,37123
j8luw96rbc,fmbg,gene,line,z,mbd,fm,šïenö,šïenö,cöhido,mbd,Y,gene,26,273344,18756
j8luw96rbc,fmbg,gene,gcr,bs,zs,fbs,goviku,goviku,kawuka,zs,Y,gene,30,294534,12653
j8luw96rbc,fmbg,line,gcr,mzd,bd,dd,awupav,awupav,etupol,bd,Y,line,34,384696,81623
j8luw96rbc,fmbg,gend,line,mm,mz,ds,rymsvå,rymsvå,kvurdå,mz,Y,gend,38,404560,11324
j8luw96rbc,fmbg,gend,gcr,mb,ff,mm,øqoç,øqoç,aweh,ff,Y,gend,42,430960,17863
j8luw96rbc,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,456174,16675
29h1tokmdf,mfbg,gend,line,zs,mf,zd,etupol,etupol,awupav,mf,Y,gend,22,262294,50004
29h1tokmdf,mfbg,gene,line,d,bd,mm,kvurdå,rymsvå,kvurdå,mm,N,line,26,281633,10715
29h1tokmdf,mfbg,gene,gend,bs,bd,fbs,cöhido,cöhido,šïenö,bd,Y,gene,30,297256,7003
29h1tokmdf,mfbg,gend,gcr,fz,mm,ff,qïru,kïmy,qïru,ff,N,gcr,34,314717,8847
29h1tokmdf,mfbg,gene,gcr,mbs,fzs,mb,øqoç,aweh,øqoç,mb,N,gcr,38,339824,16484
29h1tokmdf,mfbg,line,gcr,mz,fbd,mm,goviku,kawuka,goviku,mm,N,gcr,42,356980,8488
29h1tokmdf,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,373237,7621
fnrn20haa3,mfbg,line,gcr,mz,fbd,mm,aweh,øqoç,aweh,mm,N,gcr,22,134028,38124
fnrn20haa3,mfbg,gend,line,ff,fzs,sd,rymsvå,kvurdå,rymsvå,sd,N,line,26,153444,10830
fnrn20haa3,mfbg,gend,gcr,fzd,mzd,fzs,awupav,awupav,etupol,mzd,Y,gend,30,170214,8222
fnrn20haa3,mfbg,gene,gcr,fz,mz,fbd,kïmy,kïmy,qïru,mz,Y,gene,34,186419,7643
fnrn20haa3,mfbg,gene,line,z,fzd,mm,kawuka,kawuka,goviku,fzd,Y,gene,38,202084,7097
fnrn20haa3,mfbg,gene,gend,mz,mb,mzd,cöhido,cöhido,šïenö,mb,Y,gene,42,215960,5316
fnrn20haa3,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,232913,8411
hqyxry18cu,fmbg,gene,line,z,mzd,fm,awupav,awupav,etupol,mzd,Y,gene,22,277072,32314
hqyxry18cu,fmbg,gene,gend,ds,dd,mf,goviku,kawuka,goviku,mf,N,gend,26,316233,30620
hqyxry18cu,fmbg,line,gcr,mf,ss,mbs,šïenö,cöhido,šïenö,mbs,N,gcr,30,389460,64698
hqyxry18cu,fmbg,gend,gcr,fbd,mzd,fbs,rymsvå,rymsvå,kvurdå,mzd,Y,gend,34,404857,6864
hqyxry18cu,fmbg,gend,line,mm,mzd,ds,kïmy,kïmy,qïru,mzd,Y,gend,38,418001,4600
hqyxry18cu,fmbg,gene,gcr,mz,fz,mzd,øqoç,øqoç,aweh,fz,Y,gene,42,448567,22044
hqyxry18cu,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,463143,6038
tw5a5n3pff,mfbg,gend,gcr,mb,ff,mm,awupav,etupol,awupav,mm,N,gcr,22,166896,21630
tw5a5n3pff,mfbg,line,gcr,fzd,mz,fm,rymsvå,kvurdå,rymsvå,fm,N,gcr,26,184642,9211
tw5a5n3pff,mfbg,gene,gend,dd,ds,mm,aweh,øqoç,aweh,mm,N,gend,30,207292,14126
tw5a5n3pff,mfbg,gene,gcr,fz,mz,fbd,šïenö,cöhido,šïenö,fbd,N,gcr,34,225934,10105
tw5a5n3pff,mfbg,gend,line,fb,ff,fbd,qïru,qïru,kïmy,ff,Y,gend,38,242579,8120
tw5a5n3pff,mfbg,gene,line,z,fbd,dd,goviku,goviku,kawuka,fbd,Y,gene,42,258842,7717
tw5a5n3pff,mfbg,attn,NA,zs,bs,mbs,nephew,cousin,nephew,mbs,N,NA,46,278855,11478
9bz99uglss,mfgb,gene,gend,mzs,mzd,mb,goviku,goviku,kawuka,mzd,Y,gene,22,1341866,19719
9bz99uglss,mfgb,gene,line,b,mbs,ff,rymsvå,rymsvå,kvurdå,mbs,Y,gene,26,1374741,24329
9bz99uglss,mfgb,gend,line,zs,mf,zd,cöhido,šïenö,cöhido,zd,N,line,30,1388079,4805
9bz99uglss,mfgb,gene,gcr,mzd,fzd,zd,qïru,qïru,kïmy,fzd,Y,gene,34,1401200,4591
9bz99uglss,mfgb,line,gcr,ff,ds,fzs,aweh,øqoç,aweh,fzs,N,gcr,38,1428391,18658
9bz99uglss,mfgb,gend,gcr,bd,zd,bs,awupav,awupav,etupol,zd,Y,gend,42,1448195,11273
9bz99uglss,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,1460781,4055
02zwbuobhg,mfbg,gene,gcr,mz,fz,mbd,cöhido,cöhido,šïenö,fz,Y,gene,22,136423,17831
02zwbuobhg,mfbg,gene,gend,mzs,mzd,mb,qïru,qïru,kïmy,mzd,Y,gene,26,154158,9167
02zwbuobhg,mfbg,gend,line,fm,fzd,ss,awupav,awupav,etupol,fzd,Y,gend,30,179173,16448
02zwbuobhg,mfbg,line,gcr,mzd,bd,dd,aweh,aweh,øqoç,bd,Y,line,34,209097,21360
02zwbuobhg,mfbg,gend,gcr,sd,dd,ss,kawuka,kawuka,goviku,dd,Y,gend,38,226901,9226
02zwbuobhg,mfbg,gene,line,z,fzd,mm,kvurdå,kvurdå,rymsvå,fzd,Y,gene,42,252326,16851
02zwbuobhg,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,277967,17072
mpegd1fpd4,mfbg,gene,gcr,fbd,mbd,bd,awupav,awupav,etupol,mbd,Y,gene,22,241010,15435
mpegd1fpd4,mfbg,gene,gend,dd,ds,mm,aweh,aweh,øqoç,ds,Y,gene,26,257739,8144
mpegd1fpd4,mfbg,gend,line,fm,fzd,ss,qïru,qïru,kïmy,fzd,Y,gend,30,284997,18664
mpegd1fpd4,mfbg,gene,line,b,mbs,ss,goviku,goviku,kawuka,mbs,Y,gene,34,314564,20982
mpegd1fpd4,mfbg,line,gcr,ds,ff,mb,kvurdå,rymsvå,kvurdå,mb,N,gcr,38,333619,10462
mpegd1fpd4,mfbg,gend,gcr,fb,mf,fm,cöhido,cöhido,šïenö,mf,Y,gend,42,354379,12164
mpegd1fpd4,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,372481,9502
renmbw66yu,mfgb,gene,gend,zd,zs,mzd,kïmy,kïmy,qïru,zs,Y,gene,22,235763,20937
renmbw66yu,mfgb,line,gcr,fz,zd,fm,šïenö,cöhido,šïenö,fm,N,gcr,26,250360,6035
renmbw66yu,mfgb,gene,line,z,mzd,sd,etupol,etupol,awupav,mzd,Y,gene,30,276653,17761
renmbw66yu,mfgb,gend,line,fm,fzd,ss,kvurdå,kvurdå,rymsvå,fzd,Y,gend,34,292333,7141
renmbw66yu,mfgb,gend,gcr,mb,ff,mm,kawuka,kawuka,goviku,ff,Y,gend,38,304518,3645
renmbw66yu,mfgb,gene,gcr,fb,mb,fbs,øqoç,øqoç,aweh,mb,Y,gene,42,320834,7785
renmbw66yu,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,332588,3230
gu18mtgn8u,mfbg,gene,gcr,mbs,fzs,mb,kawuka,kawuka,goviku,fzs,Y,gene,22,122784,12134
gu18mtgn8u,mfbg,gene,line,b,mzs,ff,kïmy,kïmy,qïru,mzs,Y,gene,26,142887,11538
gu18mtgn8u,mfbg,gend,line,bd,fm,fbs,kvurdå,kvurdå,rymsvå,fm,Y,gend,30,160071,8646
gu18mtgn8u,mfbg,gend,gcr,fb,mf,fm,cöhido,šïenö,cöhido,fm,N,gcr,34,176008,7377
gu18mtgn8u,mfbg,line,gcr,fzs,zs,ss,etupol,etupol,awupav,zs,Y,line,38,190327,5765
gu18mtgn8u,mfbg,gene,gend,mbd,mzs,mz,aweh,øqoç,aweh,mz,N,gend,42,204383,5501
gu18mtgn8u,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,222463,9516
813a238x3z,fmgb,gend,line,mbd,mm,mb,øqoç,øqoç,aweh,mm,Y,gend,22,228016,117172
813a238x3z,fmgb,line,gcr,mzd,bd,dd,šïenö,šïenö,cöhido,bd,Y,line,26,249211,12542
813a238x3z,fmgb,gene,line,d,zd,sd,kïmy,kïmy,qïru,zd,Y,gene,30,280322,22522
813a238x3z,fmgb,gend,gcr,fzs,mzs,fzd,kawuka,kawuka,goviku,mzs,Y,gend,34,300130,11129
813a238x3z,fmgb,gene,gend,fzs,fzd,fb,etupol,etupol,awupav,fzd,Y,gene,38,338140,29370
813a238x3z,fmgb,gene,gcr,fm,mm,sd,kvurdå,kvurdå,rymsvå,mm,Y,gene,42,355454,8620
813a238x3z,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,378510,14390
d6fzx158ty,fmbg,gene,gcr,mf,ff,ds,etupol,awupav,etupol,ds,N,gcr,22,1057108,31533
d6fzx158ty,fmbg,gene,line,s,bs,mf,rymsvå,kvurdå,rymsvå,mf,N,line,26,1082545,16893
d6fzx158ty,fmbg,gend,gcr,bd,zd,bs,aweh,aweh,øqoç,zd,Y,gend,30,1162198,71114
d6fzx158ty,fmbg,gene,gend,ds,dd,mf,qïru,qïru,kïmy,dd,Y,gene,34,1180506,9760
d6fzx158ty,fmbg,gend,line,mm,mzd,ds,kawuka,kawuka,goviku,mzd,Y,gend,38,1197897,8846
d6fzx158ty,fmbg,line,gcr,dd,fm,mzd,cöhido,šïenö,cöhido,mzd,N,gcr,42,1212368,5921
d6fzx158ty,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,1253932,33012
xlafndrjsm,mfgb,gend,gcr,fz,mz,fb,kïmy,kïmy,qïru,mz,Y,gend,22,203638,43310
xlafndrjsm,mfgb,line,gcr,sd,mm,fz,etupol,etupol,awupav,mm,Y,line,26,350462,138258
xlafndrjsm,mfgb,gene,line,b,mzs,ss,kvurdå,kvurdå,rymsvå,mzs,Y,gene,30,381710,22704
xlafndrjsm,mfgb,gene,gend,fzs,fzd,fb,šïenö,šïenö,cöhido,fzd,Y,gene,34,401046,10771
xlafndrjsm,mfgb,gene,gcr,dd,sd,mm,goviku,goviku,kawuka,sd,Y,gene,38,421230,11641
xlafndrjsm,mfgb,gend,line,fb,ff,fzd,aweh,aweh,øqoç,ff,Y,gend,42,468757,38966
xlafndrjsm,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,493750,16430
m09sexwzyw,fmgb,gene,gcr,mz,fz,zd,cöhido,cöhido,šïenö,fz,Y,gene,22,328793,47170
m09sexwzyw,fmgb,gene,line,z,fbd,mm,kawuka,kawuka,goviku,fbd,Y,gene,26,351503,14078
m09sexwzyw,fmgb,gend,gcr,mb,ff,mm,kvurdå,kvurdå,rymsvå,ff,Y,gend,30,399227,39119
m09sexwzyw,fmgb,gend,line,ff,fbs,sd,qïru,qïru,kïmy,fbs,Y,gend,34,420961,13116
m09sexwzyw,fmgb,line,gcr,mzd,bd,dd,awupav,awupav,etupol,bd,Y,line,38,454879,25312
m09sexwzyw,fmgb,gene,gend,mzs,mbd,mb,øqoç,aweh,øqoç,mb,N,gend,42,472364,8882
m09sexwzyw,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,488931,7947
17x8bw57jn,mfbg,gend,gcr,mz,fm,mf,etupol,etupol,awupav,fm,Y,gend,22,221947,34920
17x8bw57jn,mfbg,line,gcr,mbd,bd,dd,qïru,qïru,kïmy,bd,Y,line,26,280616,50094
17x8bw57jn,mfbg,gend,line,fm,fz,ss,goviku,kawuka,goviku,ss,N,line,30,303113,13918
17x8bw57jn,mfbg,gene,line,z,fbd,dd,aweh,øqoç,aweh,dd,N,line,34,329091,17395
17x8bw57jn,mfbg,gene,gcr,mbs,fzs,zs,rymsvå,rymsvå,kvurdå,fzs,Y,gene,38,355729,18059
17x8bw57jn,mfbg,gene,gend,ds,dd,mf,cöhido,šïenö,cöhido,mf,N,gend,42,375631,11324
17x8bw57jn,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,397665,13458
fkz4qut5lx,fmbg,gene,line,s,bs,mf,etupol,etupol,awupav,bs,Y,gene,22,142132,18582
fkz4qut5lx,fmbg,gend,gcr,bd,zd,bs,øqoç,øqoç,aweh,zd,Y,gend,26,168415,17685
fkz4qut5lx,fmbg,gene,gend,zd,zs,mzd,šïenö,šïenö,cöhido,zs,Y,gene,30,198269,21245
fkz4qut5lx,fmbg,gend,line,mf,mb,dd,goviku,goviku,kawuka,mb,Y,gend,34,230020,23161
fkz4qut5lx,fmbg,line,gcr,mf,ss,mbs,qïru,kïmy,qïru,mbs,N,gcr,38,256079,17497
fkz4qut5lx,fmbg,gene,gcr,bs,zd,fzs,rymsvå,rymsvå,kvurdå,zd,Y,gene,42,276069,11432
fkz4qut5lx,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,307293,22666
odb7zolt30,fmgb,gene,line,z,fzd,mm,šïenö,šïenö,cöhido,fzd,Y,gene,22,192251,27410
odb7zolt30,fmgb,line,gcr,mbd,fz,mm,etupol,awupav,etupol,mm,N,gcr,26,215667,14865
odb7zolt30,fmgb,gend,gcr,sd,dd,ss,kïmy,kïmy,qïru,dd,Y,gend,30,235233,11020
odb7zolt30,fmgb,gend,line,mz,mm,ds,aweh,aweh,øqoç,mm,Y,gend,34,282566,38784
odb7zolt30,fmgb,gene,gcr,zd,bd,mbd,rymsvå,kvurdå,rymsvå,mbd,N,gcr,38,358617,67500
odb7zolt30,fmgb,gene,gend,mbd,mbs,mz,kawuka,goviku,kawuka,mz,N,gend,42,378402,11226
odb7zolt30,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,395901,8937
mkyssb5cq1,fmgb,line,gcr,fb,mzs,ff,goviku,goviku,kawuka,mzs,Y,line,22,362308,37374
mkyssb5cq1,fmgb,gend,gcr,fb,mb,fz,etupol,etupol,awupav,mb,Y,gend,26,388744,17790
mkyssb5cq1,fmgb,gene,gcr,mbs,fbs,zs,aweh,aweh,øqoç,fbs,Y,gene,30,410505,13063
mkyssb5cq1,fmgb,gend,line,fz,fm,fbs,kvurdå,rymsvå,kvurdå,fbs,N,line,34,434114,14982
mkyssb5cq1,fmgb,gene,line,s,bs,mf,cöhido,šïenö,cöhido,mf,N,line,38,470333,27574
mkyssb5cq1,fmgb,gene,gend,dd,ds,mm,kïmy,kïmy,qïru,ds,Y,gene,42,490846,11845
mkyssb5cq1,fmgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,512804,13360
uefr1t21w0,mfbg,line,gcr,fzs,zs,ss,goviku,kawuka,goviku,ss,N,gcr,22,135985,25926
uefr1t21w0,mfbg,gene,gend,mm,mf,m,kïmy,qïru,kïmy,m,N,gend,26,175111,30570
uefr1t21w0,mfbg,gene,gcr,ds,ss,mf,øqoç,øqoç,aweh,ss,Y,gene,30,198021,14365
uefr1t21w0,mfbg,gene,line,b,mzs,ff,rymsvå,rymsvå,kvurdå,mzs,Y,gene,34,219715,13142
uefr1t21w0,mfbg,gend,line,ff,fzs,sd,awupav,awupav,etupol,fzs,Y,gend,38,240658,12402
uefr1t21w0,mfbg,gend,gcr,bd,zd,bs,šïenö,šïenö,cöhido,zd,Y,gend,42,300455,51187
uefr1t21w0,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,331648,22662
twwspllhdh,mfgb,gene,gcr,fz,mz,bd,cöhido,cöhido,šïenö,mz,Y,gene,22,167914,63696
twwspllhdh,mfgb,gend,gcr,fb,mb,fz,goviku,kawuka,goviku,fz,N,gcr,26,189596,13130
twwspllhdh,mfgb,gend,line,mz,mzd,mf,qïru,qïru,kïmy,mzd,Y,gend,30,211929,13780
twwspllhdh,mfgb,line,gcr,fm,dd,bd,etupol,awupav,etupol,bd,N,gcr,34,234979,14495
twwspllhdh,mfgb,gene,line,z,mzd,fm,øqoç,øqoç,aweh,mzd,Y,gene,38,275395,31860
twwspllhdh,mfgb,gene,gend,zs,zd,mb,kvurdå,kvurdå,rymsvå,zd,Y,gene,42,291495,7538
twwspllhdh,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,312993,12953
nas9of4fcn,fmbg,gene,gcr,mbd,fbd,zd,kvurdå,kvurdå,rymsvå,fbd,Y,gene,22,193458,48721
nas9of4fcn,fmbg,gene,line,s,zs,ff,etupol,etupol,awupav,zs,Y,gene,26,220474,18495
nas9of4fcn,fmbg,gene,gend,ds,dd,mf,øqoç,øqoç,aweh,dd,Y,gene,30,249458,20425
nas9of4fcn,fmbg,gend,gcr,fbs,mzs,fbd,kïmy,kïmy,qïru,mzs,Y,gend,34,286994,28991
nas9of4fcn,fmbg,gend,line,mz,mm,mbs,kawuka,kawuka,goviku,mm,Y,gend,38,323290,27758
nas9of4fcn,fmbg,line,gcr,sd,mm,fz,šïenö,šïenö,cöhido,mm,Y,line,42,349490,17659
nas9of4fcn,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,397346,39316
ejknubcxgm,mfbg,gend,line,mf,mbs,dd,kawuka,kawuka,goviku,mbs,Y,gend,22,83899,12636
ejknubcxgm,mfbg,gend,gcr,fb,mf,fm,šïenö,šïenö,cöhido,mf,Y,gend,26,105683,13258
ejknubcxgm,mfbg,gene,gend,mbd,mbs,mz,etupol,etupol,awupav,mbs,Y,gene,30,119527,5318
ejknubcxgm,mfbg,line,gcr,fbd,zd,sd,aweh,aweh,øqoç,zd,Y,line,34,142448,14386
ejknubcxgm,mfbg,gene,line,z,mbd,fm,qïru,qïru,kïmy,mbd,Y,gene,38,155356,4384
ejknubcxgm,mfbg,gene,gcr,mzs,fbs,zs,kvurdå,kvurdå,rymsvå,fbs,Y,gene,42,167494,3606
ejknubcxgm,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,180876,4845
8m4z90lma7,mfbg,gene,line,b,fzs,ds,qïru,qïru,kïmy,fzs,Y,gene,22,147900,19664
8m4z90lma7,mfbg,gend,gcr,fbs,mzs,fbd,etupol,etupol,awupav,mzs,Y,gend,26,169305,12747
8m4z90lma7,mfbg,gene,gcr,mz,fz,mzd,kvurdå,kvurdå,rymsvå,fz,Y,gene,30,189455,11551
8m4z90lma7,mfbg,line,gcr,fzs,mb,ss,aweh,aweh,øqoç,mb,Y,line,34,216565,17909
8m4z90lma7,mfbg,gene,gend,bd,bs,fzd,cöhido,cöhido,šïenö,bs,Y,gene,38,231729,6281
8m4z90lma7,mfbg,gend,line,fm,fzd,ss,goviku,goviku,kawuka,fzd,Y,gend,42,250193,9644
8m4z90lma7,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,269272,10440
cd1tnrgmff,fmbg,gene,line,z,fbd,dd,kawuka,kawuka,goviku,fbd,Y,gene,22,509000,44243
cd1tnrgmff,fmbg,gene,gcr,mz,fz,zd,rymsvå,rymsvå,kvurdå,fz,Y,gene,26,542614,25003
cd1tnrgmff,fmbg,gene,gend,fzd,fbs,fz,šïenö,cöhido,šïenö,fz,N,gend,30,565832,14502
cd1tnrgmff,fmbg,line,gcr,mm,sd,mz,etupol,awupav,etupol,mz,N,gcr,34,584517,10026
cd1tnrgmff,fmbg,gend,gcr,fbs,mzs,fbd,aweh,øqoç,aweh,fbd,N,gcr,38,614631,21478
cd1tnrgmff,fmbg,gend,line,fm,fbd,ss,qïru,qïru,kïmy,fbd,Y,gend,42,641547,18261
cd1tnrgmff,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,688811,38579
wg09y7ah1o,fmbg,gend,gcr,bd,zd,bs,kvurdå,rymsvå,kvurdå,bs,N,gcr,22,252516,29503
wg09y7ah1o,fmbg,gene,gcr,bs,zs,fbs,aweh,aweh,øqoç,zs,Y,gene,26,290491,29422
wg09y7ah1o,fmbg,line,gcr,mz,bd,mm,qïru,qïru,kïmy,bd,Y,line,30,329607,30575
wg09y7ah1o,fmbg,gend,line,mf,mb,dd,cöhido,šïenö,cöhido,dd,N,line,34,401795,63625
wg09y7ah1o,fmbg,gene,gend,bs,bd,fbs,kawuka,kawuka,goviku,bd,Y,gene,38,418962,8616
wg09y7ah1o,fmbg,gene,line,s,bs,ds,etupol,etupol,awupav,bs,Y,gene,42,439005,11503
wg09y7ah1o,fmbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,466112,18570
pw5lrev912,mfbg,gend,line,mf,mb,dd,qïru,qïru,kïmy,mb,Y,gend,22,226634,48923
pw5lrev912,mfbg,line,gcr,mz,fzd,mm,etupol,etupol,awupav,fzd,Y,line,26,258890,23714
pw5lrev912,mfbg,gene,gend,fzd,fbs,fz,rymsvå,rymsvå,kvurdå,fbs,Y,gene,30,283357,15931
pw5lrev912,mfbg,gend,gcr,zd,bd,zs,øqoç,øqoç,aweh,bd,Y,gend,34,305262,13367
pw5lrev912,mfbg,gene,line,d,zd,fm,cöhido,cöhido,šïenö,zd,Y,gene,38,338216,24418
pw5lrev912,mfbg,gene,gcr,mbs,fzs,mb,goviku,goviku,kawuka,fzs,Y,gene,42,353263,6512
pw5lrev912,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,381057,19261
jwxls9ljtb,mfbg,line,gcr,ss,mf,bs,kvurdå,rymsvå,kvurdå,bs,N,gcr,22,139004,17964
jwxls9ljtb,mfbg,gend,gcr,fb,mf,fm,goviku,goviku,kawuka,mf,Y,gend,26,208985,61440
jwxls9ljtb,mfbg,gene,gend,ff,fm,f,šïenö,šïenö,cöhido,fm,Y,gene,30,234634,17097
jwxls9ljtb,mfbg,gend,line,mz,mm,mzs,aweh,aweh,øqoç,mm,Y,gend,34,266339,23159
jwxls9ljtb,mfbg,gene,line,s,zs,ff,awupav,awupav,etupol,zs,Y,gene,38,286330,11446
jwxls9ljtb,mfbg,gene,gcr,mzs,fbs,zs,kïmy,kïmy,qïru,fbs,Y,gene,42,299848,4965
jwxls9ljtb,mfbg,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,318273,9875
evfjdxlj71,mfgb,gene,gcr,ds,ss,mf,kvurdå,kvurdå,rymsvå,ss,Y,gene,22,184809,21517
evfjdxlj71,mfgb,gene,line,b,mzs,ss,šïenö,šïenö,cöhido,mzs,Y,gene,26,204195,10653
evfjdxlj71,mfgb,gend,gcr,zd,bd,zs,qïru,qïru,kïmy,bd,Y,gend,30,221767,9017
evfjdxlj71,mfgb,gend,line,mb,mf,zd,aweh,øqoç,aweh,zd,N,line,34,240027,9672
evfjdxlj71,mfgb,line,gcr,mf,mb,ss,awupav,awupav,etupol,mb,Y,line,38,256641,8018
evfjdxlj71,mfgb,gene,gend,bd,bs,fzd,goviku,goviku,kawuka,bs,Y,gene,42,271519,6286
evfjdxlj71,mfgb,attn,NA,zs,bs,mbs,nephew,nephew,cousin,bs,Y,NA,46,293786,16943
kem2zxokj9,mfbg,gene,gcr,fm,mm,sd,awupav,awupav,etupol,mm,Y,gene,22,376473,25838
kem2zxokj9,mfbg,line,gcr,ff,ds,fzs,aweh,aweh,øqoç,ds,Y,line,26,420471,35442
kem2zxokj9,mfbg,gend,line,ff,bs,sd,goviku,goviku,kawuka,bs,Y,gend,30,438760,9720
kem2zxokj9,mfbg,gene,gend,zd,zs,mz,rymsvå,kvurdå,rymsvå,mz,N,gend,34,454560,7250
kem2zxokj9,mfbg,gend,gcr,bd,zd,bs,šïenö,šïenö,cöhido,zd,Y,gend,38,468655,5282
