language,code,gender,speaker_gender,side,generation,age,lineal,result,simulation
Nyawaygi,nyaw1247,0.023133899180612306,0.0,0.006562172642149519,0.7979083557572114,0.06486558386942075,0.10752998855060605,0.7373428453697201,n
Niuean,niue1239,0.026847884489196044,0.0,0.0,0.8220609486313912,2.714284072433635e-05,0.15106402403868824,0.85591113380017,n
Rade,rade1240,0.03592293504423039,0.0,0.15081199457234254,0.682947266963653,0.130317803419774,0.0,0.5211093398930373,n
Wagaya,waga1260,0.1354549047239859,0.0,0.143738793435561,0.6353928839908456,0.0,0.08541341784960743,0.39692371947883626,n
Pohnpeian,pohn1238,0.1257573484625981,0.0,0.067055973543853,0.562371800368755,0.0,0.2448148776247939,0.5291470703884483,n
Kawaiisu,kawa1283,0.16846672181485497,0.0,0.11060316158345823,0.42434150685978667,0.19765542430599253,0.09893318543590757,0.4837280971755419,n
Pampanga,pamp1243,0.06550035613529694,0.0,0.0,0.6788688260483804,0.0,0.25563081781632263,0.794640987309559,n
Iraya,iray1237,0.10031551356043529,0.0,0.0,0.6720717764623768,0.0,0.2276127099771879,0.6654426466233985,n
Avá-Canoeiro,avac1239,0.19883024091742685,0.0,0.41460957403265103,0.3865601850499221,0.0,0.0,0.17436952594624355,n
Polci,polc1243,0.007747563552101207,0.0,0.04796456855274258,0.7851399132070038,0.0,0.1591479546881525,0.7718420950604971,n
Northwest Sahaptin,yaki1237,0.0774941855591369,0.003166916604006625,0.15794320698616893,0.5783674413956442,0.0,0.18302824945504326,0.4073241542183474,n
Akhvakh,akhv1239,0.0596732984092729,0.0,0.005757822684158143,0.6846501959521982,0.002724737668084586,0.24719394528628624,0.7405723532170475,n
Mbere,mber1257,0.26158157358788353,3.400671603672808e-08,0.18626181121312255,0.5521565811922778,0.0,0.0,0.34046121315417155,n
Kuman,kuma1280,0.16337816678024694,0.043322814826035325,0.053529064438176344,0.5414739878126232,0.0,0.19829596614291828,0.24174382510856307,n
Maithili,mait1250,0.11737079160932601,0.0,0.16278509270430505,0.5507991540932422,0.0,0.1690449615931267,0.6802046052289887,n
Yir-Yoront,yiry1245,0.05060066498658675,0.0,0.30062298554147593,0.6001428880201711,0.019364176004824294,0.02926928544694189,0.4343594047581505,n
Wappo,wapp1239,0.22960593909123644,0.05834110205987805,0.034240411281935106,0.3073959228160507,0.37041662475089965,0.0,0.2329668500417136,n
Lengua,leng1262,0.046281935777293226,0.0,0.03146986509282423,0.8259993162179565,0.0,0.096248882911926,0.723451926463236,n
Vao,vaoo1237,0.09916411680356219,0.0,0.14030119108871494,0.7605346921077227,0.0,0.0,0.5614458632655588,n
Paicî,paic1239,0.14650214628205452,0.0,0.12130922393686314,0.6874791646941218,0.0,0.04470946508696051,0.47587342054927284,n
Wangkajunga,wang1288,0.13430043610895773,0.0,0.00855153972381114,0.5952734771581797,0.0020616553886520853,0.25981289162039933,0.6410215479796112,n
Avar,avar1256,0.03472110466330508,0.0,0.01623491705499709,0.7451815690867627,0.0009177862805125211,0.20294462291442272,0.739888004919639,n
Narrinyeri,narr1259,0.2854621638661127,0.0,0.043025709373140764,0.5608994369012666,0.01667938172482928,0.09393330813465066,0.8345345880602391,n
Wiyot,wiyo1248,0.05843415493556699,0.0,0.02600846522621901,0.786772501409961,0.0,0.12878487842825306,0.7971606435606358,n
Batak Toba,bata1289,0.1573644228146443,0.0,0.015916366436097115,0.5318111031699886,0.2949081075792701,0.0,0.554612654430658,n
Dehong,deho1238,0.04959894716636516,0.0,0.008197166916587442,0.5778731337250894,0.08865896472651152,0.2756717874654464,0.366567557526647,n
Cofán,cofa1242,0.0988816656846505,0.0,0.002040267708836731,0.5890692472186462,0.0,0.31000881938786656,0.663713561987727,n
Iyojwa'ja Chorote,iyoj1235,0.03205973125054363,0.0,0.0029695756393781653,0.6369287673660066,0.0,0.32804192574407165,0.7910709740717288,n
Maca,maca1260,0.014066732500284871,0.1052492968610471,0.0,0.6920982548792467,0.0,0.18858571575942135,0.8932769207447092,n
Nogai,noga1249,0.04722731218899851,0.0,0.0,0.7418098239153198,0.0,0.21096286389568164,0.699595352414387,n
Monumbo,nucl1458,0.09388807559092543,0.0,0.05945423694374165,0.7552829460632959,0.0,0.09137474140203694,0.5361186360316679,n
Huron-Wyandot,wyan1247,0.2194550940100863,0.0007905335658764274,0.1137399017215969,0.6660144707024404,0.0,0.0,0.48834745274481994,n
Wichí Lhamtés Güisnay,wich1264,0.14032596549739604,0.0,0.0,0.6457589223589435,0.0,0.21391511214366038,0.6655382696308101,n
Southern Kiwai,sout2949,0.07220999183137983,0.0,0.010710447864203528,0.7561780113106293,0.1606680820440858,0.00023346694970149503,0.7124730640257582,n
Bit,bitt1240,0.08615403377725664,0.0,0.007481101519247597,0.8404999869301157,0.0,0.06586487777338008,0.7305007895591202,n
Mairasi,nucl1594,0.01754987408066634,0.0,0.021725855448839714,0.5260924668323953,0.4346318036380986,0.0,0.562818063233449,n
Loniu,loni1238,0.02549998282442766,0.0,0.14141302349666443,0.7026735231841317,0.0,0.13041347049477636,0.7843853072969341,n
Gane,gane1237,0.14807243028027528,0.0,0.0,0.5531137786101106,0.0,0.2988137911096141,0.6400058745836992,n
Ingush,ingu1240,0.047675889784476615,0.0,0.012165176833188053,0.5213486160412264,0.001925612344043727,0.41688470499706504,0.6492342248447132,n
Huli,huli1244,0.07514404887089224,0.016232226116518318,0.05374743957421752,0.6736826378882144,0.0,0.1811936475501575,0.455751219993327,n
Asera,aser1237,0.12788789428220504,0.0,0.0,0.77338790792929,0.09872419778850497,0.0,0.6081774203050285,n
Umiray Dumaget Agta,umir1236,0.050930164512377064,0.0,0.0,0.8001009471454781,0.07609373830213023,0.0728751500400147,0.6432420132539749,n
Nivaclé,niva1238,0.06070427293627995,0.0,0.0,0.7147484354807979,0.0,0.22454729158292233,0.7860281806807997,n
Latin,lati1261,0.08340015502946303,0.0,0.029565138175472783,0.7071629802714025,0.0,0.1798717265236617,0.7701747755436278,n
Hiligaynon,hili1240,0.01357082095441352,0.0,0.0,0.6753624869406457,0.0,0.31106669210494076,0.7614292148348036,n
Tsonga,tson1249,0.005335819268386195,0.0,0.10400590880434113,0.6832826693702265,0.0,0.20737560255704615,0.2485649833560007,n
Afrikaans,afri1274,0.38299051972432374,0.0,0.0,0.34065952765522367,0.0,0.2763499526204525,0.5741013825649183,n
Bo-Ung,boun1245,0.40775432935486083,0.0,0.36872453671489486,0.22352113393024428,0.0,0.0,0.5886983627887008,n
Zuni,zuni1245,0.1518852225782495,0.0,0.04583129928006579,0.6266680052105452,0.0,0.1756154729311394,0.6392630674489684,n
Standard Lebanese Arabic,stan1323,0.08020878376488359,0.0,0.08237424035619467,0.5057013449757797,0.0,0.3317156309031421,0.6586904912670783,n
Buru (Indonesia),buru1303,0.061733192613728755,0.0,0.04803932776758007,0.885607781150036,0.00461969846865515,0.0,0.586308685437585,n
Southwestern Alaya-Athima,kunj1248,0.021028056947728847,0.0,0.06406463247446113,0.8843984992953704,0.0,0.03050881128243971,0.4787387775224893,n
Paakantyi,darl1243,0.03644656805516497,0.0,0.06716520695606616,0.6403792171576255,0.0,0.2560090078311433,0.49121850421704794,n
Riantana,rian1263,0.1715839522949735,0.0,0.0932023205980798,0.6999422868904895,0.035271440216457166,0.0,0.8024820161117898,n
Peoria,peor1238,0.1817583696655708,0.0,0.12921915412718368,0.6890224762072457,0.0,0.0,0.369671060748729,n
Nyoro,nyor1246,0.051826500242880165,0.0,0.2606084745244903,0.5620485692314517,0.0,0.12551645600117767,0.36023576554260556,n
Dharumbal,dhar1248,0.13133216033193568,0.0,0.3483652292585038,0.4849048592660219,0.0,0.03539775114353851,0.4534474597611476,n
Cotabato Manobo,cota1241,0.09161757949996834,0.0,0.0,0.8053930932990842,0.0,0.10298932720094757,0.6861711581707516,n
Budza,budz1238,0.012633668155695716,0.0,0.11746594863944512,0.8284727527021329,0.0,0.0414276305027262,0.949363475818145,n
Bafia,bafi1243,0.0813803425335593,0.0,0.030488288158621202,0.4504897350375635,0.43764163427025604,0.0,0.7566145810857179,n
Kui (India),kuii1252,0.33193545569703736,0.0,0.17995986850014672,0.4279917753294012,0.006645366042650375,0.05346753443076422,0.35869675711784244,n
Warta Thuntai,gunt1241,0.0,0.0,0.0,0.4127349201581509,0.5593000789828247,0.027965000859024477,0.9184870320895877,n
Madurese,nucl1460,0.002373110246367779,0.0,0.0,0.745503090071734,0.04666113139644668,0.20546266828545154,0.7177358239523789,n
Colombian Sign Language,colo1249,0.2152905320444077,0.0,0.0,0.5041544823724895,0.0,0.28055498558310277,0.727105075108935,n
Tuamotuan,tuam1242,0.11572443179296243,0.029208761094491394,0.0,0.7996143620835022,0.0,0.055452445029044,0.7092250521665846,n
Old English (ca. 450-1100),olde1238,0.17417361272933507,0.0,0.17477817367730758,0.3934873154134775,0.0,0.2575608981798798,0.45588994720871867,n
Tonga (Nyasa),tong1321,0.05843629157174741,0.0,0.037088575131762606,0.8363507183640972,0.0,0.06812441493239278,0.6799731581322979,n
Gimi (Eastern Highlands),gimi1243,0.10785327779638293,0.012932064961333383,0.01748000118844345,0.8123068749537605,0.0,0.04942778110007968,0.6121108209710222,n
Yami,yami1254,0.043672123751244386,0.0,0.36104842051440533,0.3767813577931183,0.008583753843139948,0.20991434409809193,0.6383087080465787,n
Roviana,rovi1238,0.06456004792156486,0.0,0.0,0.7100153805113082,0.0,0.22542457156712692,0.5813448408870759,n
Suzhou,suzh1234,0.19935280801432917,0.0,0.38067468670164667,0.27437960653443516,0.01713611135494368,0.12845678739464533,0.39950802036665767,n
Uab Meto,uabm1237,0.07659058154313937,0.0,0.030691353457464213,0.6554294857551333,0.0,0.23728857924426314,0.5522960679675867,n
Guajá,guaj1256,0.21770755153534938,0.15611578547656796,0.024853749961075342,0.6013229130270072,0.0,0.0,0.218722140115771,n
Mangareva,mang1401,0.07496604957090101,0.021448582181663435,0.0,0.8176406702286263,0.08594469801880932,0.0,0.6659200482055834,n
Kumyk,kumy1244,0.06440357412501732,0.0,0.0,0.7219398112825087,0.0,0.2136566145924739,0.7278637153061995,n
Bacanese Malay,baca1243,0.020206190846295033,0.0,0.0,0.632647252032162,0.0006940943997584845,0.34645246272178454,0.7278123143558064,n
Warázu,paus1244,0.20433531758014323,0.12274354252097473,0.06967055136651133,0.5074679185268911,0.0,0.09578267000547964,0.43924929481204544,n
Wulguru,wulg1239,0.06647981986335294,0.0,0.0,0.6065152521159979,0.0,0.32700492802064923,0.555378354074498,n
Ketengban,kete1254,0.17741394693805482,0.0,0.05027294273699359,0.7188748430324078,0.030945958477924494,0.022492308814619267,0.6590028875037646,n
Ponca,ponc1241,0.23869307454504915,0.0,0.05040715795975464,0.6996692793475935,0.004819342014584221,0.006411146133018491,0.4880515088953876,n
Western Dani,west2594,0.034225418600849364,0.0587845614542167,0.21160916086111886,0.6865784566675803,0.0,0.008802402416234867,0.409099004178082,n
Awiakay,awia1234,0.19434656489603463,0.030580391198487288,0.004275101833506482,0.7358465263361874,0.009557083462383454,0.025394332273400707,0.3947968116669145,n
Cornish,corn1251,0.17933516044105,0.0,0.0,0.5849431956099074,0.0,0.23572164394904255,0.6227341133776592,n
Nyamal,nyam1271,0.12161245690801384,0.0,0.046978661775866994,0.7411242885631788,0.0,0.09028459275294022,0.5760153130004717,n
Norwegian Bokmål,norw1259,0.31913106649682793,0.0,0.0,0.5123563714714141,0.0,0.16851256203175802,0.5066661150606717,n
Futuna-Aniwa,futu1245,0.036174335303174994,0.0012906794555365658,0.02406176872165147,0.7487574271969578,0.0,0.18971578932267918,0.629654796727403,n
Yurok,yuro1248,0.22648342475896863,0.09034732015003834,0.0,0.41036651416125475,0.0,0.2728027409297384,0.5347190271379909,n
Sinitic,sini1245,0.18286403041098048,0.0,0.1293915302396195,0.4681082726882116,0.0,0.21963616666118835,0.29587989867953823,n
Lau,lauu1247,0.1945107929178945,0.0,0.11279395963871944,0.37661340300800855,0.0,0.3160818444353776,0.279603091937898,n
Cree,cree1272,0.08216634647521599,0.0,0.06498973847726257,0.7766663852957985,0.0,0.07617752975172293,0.39891225570784417,n
Negerhollands,nege1244,0.027213340488514745,0.0,0.0,0.5423416970983566,0.0,0.43044496241312874,0.7785855140867379,n
North Saami,nort2671,0.04689000526049011,0.0,0.2771581542743096,0.3932862586321037,0.002101657779045933,0.28056392405405056,0.34698536815785147,n
Kilivila,kili1267,0.10311950987897972,0.0,0.10675176554320746,0.7901287245778129,0.0,0.0,0.37523964416134886,n
Duala,dual1243,0.07797232976763106,0.0,0.022091980331454906,0.6826390626949801,0.0,0.21729662720593396,0.5027676065898198,n
North Azerbaijani,nort2697,0.014335901605356333,0.0,0.01853018277158154,0.7008215699665371,0.0,0.26631234565652506,0.6929433205744364,n
Okanagan,okan1243,0.1703080905929738,0.0,0.05789015607016186,0.7111662889854248,0.007184929977976247,0.05345053437346338,0.49109828751831036,n
Aché,ache1246,0.05644561133921245,0.03542682363776681,0.009475731988777308,0.7419183861959787,0.0,0.15673344683826476,0.7032455304941254,n
Meta',meta1238,0.12365111804804718,0.10147761203830735,0.22862055394928002,0.39043635065861654,0.0,0.155814365305749,0.6165944134095023,n
Southeast Ambrym,sout2859,0.2910287633966196,0.0,0.026841830662907042,0.6821294059404734,0.0,0.0,0.21349396278965613,n
Tausug,taus1251,0.022802591337116918,0.0,0.0,0.7406210843960608,0.00792952833742953,0.22864679592939285,0.7607823695928018,n
Mbala,mbal1257,0.008344934247099343,0.0,0.017180441539725134,0.8135987137895994,0.0018974641438928095,0.15897844627968336,0.6721796205301489,n
Neverver,ling1265,0.11453706621034965,0.0,0.03198948558619426,0.5761759159266792,0.049482250965844084,0.22781528131093276,0.5544973900609103,n
Letemboi-Repanbitip,lete1241,0.14142449773932683,0.0,0.13877853599657142,0.7197969662641018,0.0,0.0,0.5629033622721136,n
Dhuwal-Dhuwala,dhuw1248,0.04684016227447089,0.0,0.2955512271503619,0.600324244200066,0.0,0.057284366375101176,0.48803560647952854,n
Ma'anyan,maan1238,0.02997110929482113,0.0,0.0,0.7590126295825128,0.0037932684723348668,0.20722299265033134,0.712604683520414,n
Palauan,pala1344,0.0,0.0,0.03178896363549833,0.48116847477076236,0.0,0.4870425615937392,0.5255508356195562,n
Tungag,tung1290,0.07372010770526588,0.0,0.032498750611295125,0.7975131521481418,0.0,0.09626798953529707,0.489702796281453,n
Nganasan,ngan1291,0.33438047059667514,0.0,0.0,0.20542582722419447,0.43138242655566544,0.028811275623464982,0.3952451239441543,n
Yaka-Pelende-Lonzo,yaka1269,0.10041744381199559,0.0,0.0328995596706912,0.6904682366439888,0.0,0.1762147598733244,0.565580557637431,n
Gogo,gogo1263,0.1059892181632351,0.001127866458943505,0.07002932472018583,0.6946301601155873,0.0,0.12822343054204832,0.3416719849966321,n
Acehnese,achi1257,0.21668252017814257,0.0,0.0,0.5539500929684713,0.1485045114110407,0.08086287544234533,0.5975217869656011,n
Guarayu,guar1292,0.20263318277134426,0.038589444578277336,0.11314188826825755,0.6456354843821208,0.0,0.0,0.291364265063313,n
Arikara,arik1262,0.15684672572630334,0.0,0.022906280930186748,0.7908729108213436,0.0,0.0293740825221664,0.42891052529244245,n
Ems-Weser Frisian,sate1242,0.29040117040514796,0.0,0.0,0.5258088153531885,0.0,0.18379001424166358,0.5666765160265823,n
Waropen,waro1242,0.016740745258918235,0.0,0.0,0.6007480903148461,0.0790657100730706,0.3034454543531651,0.6100652385498355,n
Northern Yukian,yuki1243,0.006440252711526615,0.0,0.14546565072214002,0.5790895346026693,0.053622351186984524,0.2153822107766794,0.5029819365771592,n
Southern Tepehuan,sout2975,0.03687570389870465,0.0,0.15628928991011148,0.4090112208282573,0.19243226925354295,0.2053915161093837,0.575258168706889,n
South Efate,sout2856,0.16388130124025554,0.0,0.038243329033080836,0.7767486053893811,0.008123699000240518,0.013003065337041994,0.6181871705707482,n
Merei,mere1242,0.0,0.10043607043329385,0.6151796852403595,0.030796732401091823,0.0,0.25358751192525497,0.430063034367226,n
Sarangani Blaan,sara1326,0.07308033639372456,0.0,0.0,0.8011971396772266,0.022245751035709683,0.10347677289333902,0.6693088911106396,n
Murriny Patha,murr1258,0.12630553991057816,0.0,0.04843756237311053,0.7861943391860887,0.0,0.03906255853022264,0.49921744482159114,n
Menui,menu1237,0.2123229057977083,0.0,0.0,0.6044843139639156,0.06607063265542411,0.11712214758295207,0.43666459882262404,n
Atayal,atay1247,0.0076270614958406455,0.0,0.0,0.3124314465461633,0.679941491957996,0.0,0.6660728897116923,n
Iau,iauu1242,0.09276594520201523,0.05915303420270053,0.003478320098496247,0.7313800908121144,0.11322260968467363,0.0,0.6001241646363966,n
Northern Tosk Albanian,tosk1239,0.12038437849106669,0.0,0.013131084034837556,0.680530936499269,0.0,0.18595360097482683,0.6787329687127657,n
Niuafo'ou,niua1240,0.11007916256437604,0.0,0.052559154301772555,0.8373616831338514,0.0,0.0,0.48507273742890433,n
Czech,czec1258,0.2744520930325578,0.0,0.0,0.5499273690969841,0.0,0.17562053787045814,0.6999568296348441,n
Lardil,lard1243,0.0,0.190882367685532,0.0666633731129836,0.5448081204040627,0.0,0.1976461387974218,0.3164265458546043,n
Marind,nucl1622,0.00900929901667673,0.0,0.12932242242383285,0.6831709428077133,0.0,0.17849733575177712,0.5034140071342589,n
Ket,kett1243,0.05576615837922317,0.0,0.0,0.5736894668499981,0.09895954733026568,0.271584827440513,0.7360102200978816,n
Luba-Lulua,luba1249,0.020754821127098456,0.0,0.007888087584614588,0.6522366910772429,0.0312506464757678,0.2878697537352763,0.7659199453459387,n
Tolaki,tola1247,0.0,0.0,0.0,0.7761632766018921,0.009126724399252804,0.2147099989988551,0.7006214590276516,n
North Northern Paiute,nort1551,0.12593704934703387,0.12861154390894475,0.10918069681138245,0.5197577114536436,0.0,0.11651299847899534,0.29607379847589355,n
Teko,emer1243,0.3574861527895596,0.0,0.17696923317629676,0.4316735571492401,0.0,0.03387105688490355,0.46669345067073087,n
Tucano,tuca1252,0.23796693174293512,0.01097265946699437,0.1696781066072192,0.5367187721126566,0.0420965161614272,0.002567013908767394,0.2267838262508909,n
Kartujarra,kart1247,0.2818646785098806,0.0,0.14083802369326046,0.4245613753666069,0.0,0.15273592243025205,0.3940782664507349,n
Ende (Papua New Guinea),ende1235,0.0882680844207677,0.0,0.0023566831859229143,0.6992328668935482,0.0,0.21014236549976117,0.6496327854510108,n
Bwaidoga,bwai1243,0.0,0.04405364998477517,0.5521292200620562,0.3209962630746041,0.0,0.08282086687856456,0.9302619271433649,n
Kei,keii1239,0.21403716917360782,3.5670084738570347e-08,0.003324386586545144,0.1884703704018097,0.5941680381679527,0.0,0.9806122219427726,n
Lelepa,lele1267,0.374013778829099,0.0,0.048398544022769746,0.5775876771481313,0.0,0.0,0.5456272507116827,n
Telugu,telu1262,0.25616014424502054,0.0,0.03583821941310011,0.5799513154671624,0.0,0.1280503208747169,0.3891259898154641,n
Muduapa,mudu1242,0.010917928735919296,0.0,0.1624577042425959,0.6131139442301281,0.0,0.21351042279135676,0.5488883601053725,n
Sawai,sawa1247,0.2657916549535257,0.0,0.0,0.47188963904427433,0.0,0.2623187060022,0.5650865729890036,n
Kazakh,kaza1248,0.11743226808113486,0.0,0.2378802921108915,0.5361780354402835,0.0,0.10850940436769012,0.543304485984419,n
Sukuma,suku1261,0.23007297392637943,0.0,0.21862033427297473,0.49081860905001146,0.04307706080164091,0.017411021948993636,0.41134316167319906,n
Bengali,beng1280,0.08130617485001546,0.0,0.11310393441107568,0.5566455264571795,0.004418600218115965,0.24452576406361362,0.6423848669465352,n
Assiniboine,assi1247,0.09228691489046495,0.0,0.08014673511156634,0.8275663499979687,0.0,0.0,0.4643794069362134,n
Skolt Saami,skol1241,0.11075388952567781,0.0,0.1295902142600866,0.5397351102253252,0.0,0.21992078598891052,0.42386053939067153,n
Tiale,tial1239,0.0,0.05331385248668691,0.3265400999568308,0.2200739559670295,0.0,0.40007209158945284,0.6611550860034967,n
Moronene,moro1287,0.0,0.0,0.0,0.5994327519860536,0.004286357377270522,0.39628089063667593,0.6595663428869339,n
Baruya,baru1267,0.3549851237592823,0.0,0.09265892470848786,0.551238845333371,0.0011171061988589639,0.0,0.4344163748162718,n
Kapingamarangi,kapi1249,0.029703713466737707,0.0,0.0004922638123470482,0.9698040227209153,0.0,0.0,0.8708032508912682,n
Haya,haya1250,0.06453378289433921,0.0,0.07826247984085524,0.700518028445085,0.0,0.15668570881972047,0.4580872909031499,n
Huasteca Nahuatl,huas1257,0.24999990599808417,0.0,0.0,0.4999999335297733,0.0,0.2500001604721425,0.9999999999999847,n
Waurá,waur1244,0.07947226884100904,0.0,0.022858240663017598,0.6483040772105155,0.0,0.2493654132854578,0.6674748728226624,n
Karruwali,karr1236,0.20147785989500852,0.0,0.43255736130307054,0.32270893867224487,0.0,0.043255840129676,0.8341400224095159,n
Arosi,aros1241,0.07365394411208626,0.0,0.1384073754217354,0.6400723951003771,0.0,0.14786628536580135,0.5584061756523577,n
Balangao,bala1310,0.06484110951630194,0.0,0.0,0.7685666598666431,0.030023845766067526,0.13656838485098746,0.626652494059284,n
Mangei,mang1407,0.14577376697299022,0.0,0.0,0.3653116316524503,0.26830203385342194,0.22061256752113756,0.3981177993834364,n
Numbami,numb1247,0.4618528041238304,0.0,0.0,0.509209647109494,0.005936225464120739,0.023001323302554725,0.47141668428762873,n
Mandan,mand1446,0.16853211643072702,0.00040319699350069695,0.0329704080467638,0.7980942785290084,0.0,0.0,0.6089402249186201,n
Landawe,land1259,0.06405021313395687,0.0,0.0,0.7753669551607031,0.0437553050205277,0.11682752668481221,0.6354516770810867,n
Nama (Papua New Guinea),nama1266,0.0,0.004812972446692053,0.08512858350499648,0.858996226305456,0.013435347963179209,0.03762686977967625,0.36739858888571775,n
West Kewa,west2599,0.06130231855034946,0.0,0.09481950003982133,0.7405110017412669,0.0,0.1033671796685622,0.48554678142562113,n
Bagvalal,bagv1239,0.0449985471767679,0.0,0.018305651350082774,0.6685008336246486,0.0013616442837808976,0.26683332356471967,0.7097602582086604,n
Herero,here1253,0.0382649109170594,0.0,0.0,0.5448532404661488,0.03672767990031231,0.38015416871647956,0.5672845737349801,n
Pima Bajo,pima1248,0.1238191407951527,0.0,0.23899893687141477,0.3604256413633355,0.14018981921026524,0.13656646175983186,0.4729383164778214,n
Sikaiana,sika1261,0.013444526491866325,0.0,0.013175857459482913,0.9697825831350527,0.0,0.003597032913598107,0.4932792557992106,n
Kaure-Narau,kaur1271,0.06970847283362401,0.0,0.1284441475084674,0.6997720961679703,0.0763191715212865,0.025756111968651536,0.352483326507561,n
Nehan,neha1247,0.03182830138949176,0.002909992761752156,0.0326732687537506,0.7918538995722347,0.0,0.14073453752277085,0.5067107793160982,n
Lozi,lozi1239,0.09537407468337146,0.0,0.036108350370291316,0.848399511739143,0.0074572378453290926,0.012660825361864985,0.7531220944569668,n
Thao,thao1240,0.009935655002235063,0.0,0.0007088859621871687,0.9405290074121475,0.0,0.04882645162343035,0.8472490011612249,n
Balinese,bali1278,0.034486674111737545,0.0,0.0,0.642778670220302,0.02635228949470744,0.29638236617325303,0.6563176508986638,n
O'du,oduu1239,0.06293302291217504,0.0,0.0,0.7626146631737508,0.0,0.17445231391407412,0.69691959882195,n
Hausa,haus1257,0.03408938035990539,0.0,0.029558088087686722,0.7043680632752528,0.0,0.23198446827715521,0.6778356324353976,n
Ninam,nina1238,0.1502688673648603,0.0,0.01569198096353923,0.6849670063570932,0.0,0.14907214531450733,0.608253931377529,n
Ngalkbun,ngal1292,0.131355310183464,0.0,0.3709705489604407,0.4976741408560952,0.0,0.0,0.4271975394368098,n
Kumbainggar,kumb1268,0.08990022080192878,0.0,0.06392808889567496,0.5688190260563901,0.0,0.2773526642460061,0.3917480105606862,n
Cheyenne,chey1247,0.2475608221346665,0.0,0.10796255073017604,0.6444766271351574,0.0,0.0,0.427551834256372,n
Kuvi,kuvi1243,0.12550145428779258,0.0,0.17944450870186435,0.6148132550017648,0.08024078200857845,0.0,0.30786694429970385,n
Mangole,mang1408,0.11397037711071177,0.0,0.0,0.5497305274270905,0.012312926725140828,0.32398616873705693,0.5260038603875348,n
South Saami,sout2674,0.08446145436149849,0.0,0.17789633395240875,0.5018316837639989,0.09640999757303936,0.13940053034905456,0.5135609018898518,n
Chipewyan,chip1261,0.07339668622632048,0.0,0.0,0.6221394562056453,0.0,0.3044638575680341,0.7108537296402038,n
Manam,mana1295,0.08170724381484497,0.0,0.15052036268523283,0.6210768436600793,0.0,0.14669554983984293,0.49391534750210087,n
Emau,emau1237,0.20247630993040322,0.0,0.12808995044074276,0.6120063893616969,0.0,0.05742735026715708,0.43906623951935525,n
Klon,kelo1247,0.05409040712504298,0.0,0.0,0.6945638651061193,0.25134572776883757,0.0,0.7925743790409141,n
Vera'a,vera1241,0.14644109533419766,0.0,0.015945437611960385,0.6880487523064152,0.0,0.14956471474742689,0.6275258950677278,n
Tanala,tana1285,0.07901034249811266,0.0006284238995084575,0.04464681651209693,0.7000945073418183,0.0,0.17561990974846356,0.6589594719408647,n
Makonde,mako1251,0.05696397327969935,0.0,0.0,0.8639256100024854,0.0,0.0791104167178154,0.7761125522784984,n
Rundi,rund1242,0.005046012474045843,0.019243049620890348,0.06937485059614984,0.765856250983011,0.0,0.14047983632590297,0.43340621831017384,n
Ekari,ekar1243,0.0983246398063293,0.016824110373559974,0.13402805050486669,0.7176013470772543,0.0,0.03322185223798963,0.3661754295015209,n
Kala Lagaw Ya,kala1377,0.037645376326674085,0.0,0.16046707033530003,0.7470416309260282,0.0,0.05484592241199773,0.5032347729047278,n
Tenharim-Parintintin-Diahoi,tenh1241,0.12201487397874419,0.0,0.07963299652916263,0.60832612401039,0.0,0.19002600548170318,0.4561055390303476,n
Kosraean,kosr1238,0.2822690665633664,0.0,0.0,0.6938322135755606,0.0238987198610731,0.0,0.6720678200903538,n
Tapirapé,tapi1254,0.1551401499167692,0.07880735580393647,0.18292717723234825,0.5831253170469459,0.0,0.0,0.34602025716137363,n
Mori Bawah,mori1268,0.038626051993526506,0.0,0.0,0.7374290014966763,0.008085847848075945,0.2158590986617213,0.672114631677068,n
Upper Michigan-Wisconsin Chippewa,uppe1274,0.1331305356495513,0.0,0.08431314303836908,0.713525120687718,0.0,0.06903120062436174,0.3846632744541192,n
Pashto,pash1269,0.12884156754599793,0.0,0.12749472202688747,0.5367280231010779,0.0,0.2069356873260367,0.5330428312825677,n
Samoan,samo1305,0.11895011421959162,0.0567031596512183,0.03925613836149208,0.7254987486419912,0.0,0.05959183912570688,0.4296522140473774,n
Auslan,aust1271,0.04570645487659065,0.0,0.0,0.7190866295301606,0.0,0.23520691559324877,0.6678902198966735,n
Olal,olal1237,0.03982553242726913,0.0953820182275738,0.07298440354502751,0.5849789581179139,0.0,0.20682908768221564,0.2761231739318049,n
Nimboran,nucl1633,0.1358860107248436,0.05515775172944303,0.08626114065356132,0.7055382776930157,0.01715681919913633,0.0,0.4597923495966376,n
Chepang,chep1245,0.10665283185246857,0.0,0.0,0.7149727283964228,0.13565186274455757,0.042722577006551035,0.7718234871711489,n
Tuscarora,tusc1257,0.05890129231445686,0.0,0.0801620524650095,0.8351623087560744,0.025774346464459252,0.0,0.6170940921681665,n
Mungaka,mung1266,0.16640281104087132,0.004161297340096969,0.1464196970852,0.5545781138020146,0.10193885392627022,0.02649922680554697,0.41415810847679785,n
Central Aymara,cent2142,0.020406908825021636,0.0,0.0,0.7401724039082936,0.012945911147772321,0.22647477611891248,0.8105568867187269,n
Meyah,meya1236,0.05368566704176338,0.0,0.005842115483632031,0.9383687240225462,0.0021034934520583293,0.0,0.7901049813230168,n
Mortlockese,mort1237,0.14895437930589664,0.0,0.0,0.34640670824448433,0.0,0.504638912449619,0.7638948320008234,n
