glottocode,family,language,generation,gender,lineal,gcr,seniority,speaker_gender,result
dehu1237,Austronesian,Dehu,0.9660400973788597,0.03395990262114046,0,0,0,0,0.781821620298245
dhar1248,Pama-Nyungan,Dharumbal,0.4849048592660219,0.13133216033193568,0.03539775114353851,0.3483652292585038,0,0,0.4534474597611476
dhar1248,Pama-Nyungan,Dharumbal,0.4849048592660219,0.13133216033193568,0.03539775114353851,0.3483652292585038,0,0,0.4534474597611476
dhuw1248,Pama-Nyungan,Dhuwal-Dhuwala,0.600324244200066,0.04684016227447089,0.05728436637510117,0.2955512271503619,0,0,0.48803560647952854
dhuw1249,Pama-Nyungan,Dhuwal,0.6748960692357105,0.02174864242610819,0.22081389593348497,0.08254139240469627,0,0,0.6175371234310145
dhuw1249,Pama-Nyungan,Dhuwal,0.6748960692357105,0.02174864242610819,0.22081389593348497,0.08254139240469627,0,0,0.6175371234310145
dier1241,Pama-Nyungan,Dieri,0.6837156555771077,0.06216462818574651,0.09610788745949818,0.1580118287776477,0,0,0.2827841065466442
dier1241,Pama-Nyungan,Dieri,0.6837156555771077,0.06216462818574651,0.09610788745949818,0.1580118287776477,0,0,0.2827841065466442
digo1243,Atlantic-Congo,Digo,0.7372921540583609,0.0172535022568516,0.18334309425633685,0.03593488124985622,0.02617636817859445,0,0.5278294701111356
ding1239,Atlantic-Congo,Ding,0.6654564113859153,0.00501313520034261,0.31823525694736937,0.00976653501394056,0.00152866145243212,0,0.6915586513688159
djam1256,Pama-Nyungan,Djambarrpuyngu,0.47478788501595454,0.067603163494424,0.22952870573048076,0.22207063794644816,0.00600960781269265,0,0.4479059962625025
djin1251,NA,Jingulu,0.2899703999116977,0.5233560178350352,0,0.1866735822532671,0,0,0.7310268515380127
djin1253,Pama-Nyungan,Djinang,0.4191306064285458,0.04425665175628939,0.10992911550621924,0.4266836263089455,0,0,0.4264260340102597
djin1253,Pama-Nyungan,Djinang,0.4191306064285458,0.04425665175628939,0.10992911550621924,0.4266836263089455,0,0,0.4264260340102597
dobu1241,Austronesian,Dobu,0.4356062041315526,0.06905359826895179,0.22647339483858012,0.26886680276091546,0,0,0.47368508907719464
dogr1252,NA,Dogrib,0.7358237688468635,0.14628023158555858,0.03155262273250933,0.00782956925615159,0,0.07851380757891688,0.441845086340429
dogr1252,NA,Dogrib,0.7358237688468635,0.14628023158555858,0.03155262273250933,0.00782956925615159,0,0.07851380757891688,0.441845086340429
dond1249,Austronesian,Dondo,0.6799534382594614,0.01249231355255498,0.27103365319703776,0,0.03652059499094602,0,0.7837485634917497
dout1240,Lakes Plain,Doutai,0.6636243608759238,0.09600331463321492,0.01080387681287121,0.07410750617491303,0.14080008603137378,0.01466085547170328,0.4526309201687505
dual1243,Atlantic-Congo,Duala,0.6826390626949801,0.07797232976763106,0.21729662720593396,0.0220919803314549,0,0,0.5027676065898198
duma1253,Atlantic-Congo,Duma,0.15235407678449142,0.3315830201511874,0.00821598428095047,0.5078469016084428,0,1.7174927831562294e-8,0.9042194055508256
duna1248,NA,Duna,0.7436484863566396,0.06449748668323464,0.06650273675763338,0.12103595856691526,0,0.00431533163557714,0.36930749435252985
dupa1235,Austronesian,Dupaninan Agta,0.7205672299861892,0.0171161481755155,0.1531151831744328,0,0.10920143866386244,0,0.6784705118895149
dutc1256,Indo-European,Dutch,0.35297288082399786,0.3672496317486468,0.2797774874273554,0,0,0,0.5632269863081065
duun1241,Pama-Nyungan,Duungidjawu,0.4571705904936168,0.14758254572173263,0.141619290130112,0.2536275736545386,0,0,0.4171294926956804
dyir1250,Pama-Nyungan,Dyirbal,0.47634167331206984,0.25352217206178934,0.13243519523168443,0.03405760141789204,0.10364335797656436,0,0.4348782259525255
dzon1239,Sino-Tibetan,Dzongkha,0.8079758318832387,0.08401788946157795,0.07356795096401413,0.01991405114157354,0.01452427654959566,0,0.5279470404168678
dzon1239,Sino-Tibetan,Dzongkha,0.8079758318832387,0.08401788946157795,0.07356795096401413,0.01991405114157354,0.01452427654959566,0,0.5279470404168678
east1436,Indo-European,Eastern Pahari,0.7151840043202408,0.11525688805264296,0.12415292961360784,0.04540617801350843,0,0,0.7081289567157991
east2295,Indo-European,Eastern Yiddish,0.632491192103572,0.05532740005341115,0.30607486462305594,0.00610654321996101,0,0,0.7354532523951376
east2328,Uralic,Eastern Mari,0.6522130271679851,0.2521778580312631,0.07954895069141063,0.01606016410934122,0,0,0.5952855766444866
east2443,Austronesian,East Ambae,0.7375550759003571,0.1535020775909644,0,0.10894284650867854,0,0,0.5727816885762256
east2447,Austronesian,East Futuna,0.7243614738506667,0.08170612217968903,0.17680610806905855,0.01712629590058566,0,0,0.6382142331679992
east2447,Austronesian,East Futuna,0.7243614738506667,0.08170612217968903,0.17680610806905855,0.01712629590058566,0,0,0.6382142331679992
east2516,Nuclear Trans New Guinea,East Kewa,0.8253687380084682,0.13741665029942648,0.02218899546683569,0.01323543339541319,0,0.00179018282985646,0.4349273628279189
east2516,Nuclear Trans New Guinea,East Kewa,0.8253687380084682,0.13741665029942648,0.02218899546683569,0.01323543339541319,0,0.00179018282985646,0.4349273628279189
east2555,Tupian,Eastern Bolivian Guaraní,0.72727997785533,0.03821446737648626,0.21739526661640124,0.00209750191045321,0,0.01501278624132935,0.7184122842317681
edop1238,Lakes Plain,Edopi,0.8641735161842754,0.02641441513995551,0,0.0500350212570196,0.03937671486077818,0.02000033255797126,0.47722835391330554
eipo1242,Nuclear Trans New Guinea,Eipomek,0.49018931154443734,0.41993595832545866,0.01629138460017709,0.07358334552992699,0,0,0.37430446971424897
ekar1243,Nuclear Trans New Guinea,Ekari,0.7176013470772543,0.0983246398063293,0.03322185223798963,0.13402805050486669,0,0.01682411037355997,0.3661754295015209
ekon1238,Atlantic-Congo,Ekonda Mongo,0.7958029588507922,0.04525581474320436,0.10405382816044272,0.05488739824556075,0,0,0.5665389083039154
elam1244,NA,Elamite,0.4491293344245213,0.02937150120210786,0.521499164373371,0,0,0,0.81552561807284
elna1235,Uto-Aztecan,El Nayar Cora,0.38465828979478234,0.15552708844626914,0.05588947474265306,0.00325298473609157,0.40067216228020386,0,0.6279293881929371
emae1237,Austronesian,Emae,0.8620928225944761,0.0353818377676593,0.08194863409034471,0.02057670554751987,0,0,0.9122262635399336
emau1237,Austronesian,Emau,0.6120063893616969,0.2024763099304032,0.05742735026715708,0.12808995044074276,0,0,0.4390662395193553
emer1243,Tupian,Teko,0.4316735571492401,0.3574861527895596,0.03387105688490355,0.17696923317629676,0,0,0.46669345067073087
enap1235,Cariban,Panare,0.5956232558898732,0.30811100645597905,0.02076042498304914,0.07550531267109864,0,0,0.5372775806586101
ende1235,NA,Ende (Papua New Guinea),0.6992328668935482,0.0882680844207677,0.21014236549976115,0.00235668318592291,0,0,0.6496327854510108
epen1239,NA,Epena,0.5216053908259339,0.06004286817540906,0,0.01326610679750555,0.40508563420115146,0,0.8319123896035827
erav1244,Nuclear Trans New Guinea,Erave,0.749739619178912,0.08976773927357554,0.0741121514675942,0.08638049007991842,0,0,0.5005559148607874
erzy1239,Uralic,Erzya,0.5910741970479488,0.07790266895073679,0.2752936266207996,0.00682256197617585,0.04890694540433897,0,0.5783411316651206
erzy1239,Uralic,Erzya,0.5910741970479488,0.07790266895073679,0.2752936266207996,0.00682256197617585,0.04890694540433897,0,0.5783411316651206
esto1258,Uralic,Estonian,0.5748269117330032,0.26103238998833433,0,0.12915858370274785,0.0349821145759146,0,0.6214122681756097
eude1234,Uto-Aztecan,Eudeve,0.47727574538511663,0.00122727013977746,0,0.19742044883347917,0.3240765356416267,0,0.6827711915936819
eyak1241,NA,Eyak,0.6992518970367402,0.03193157777026045,0.17597795550491913,0.08863079615361968,0.00420777353446056,0,0.5638566867500981
fang1246,Atlantic-Congo,Fang (Equatorial Guinea),0.5814414587741289,0.11116038582318888,0.2149054451785768,0.06443237103625778,0,0.0280603391878477,0.4793482550844317
fass1245,Baibai-Fas,Momu-Fas,0.6080605724683347,0.09644870439836097,0.23184583839327896,0.06364488474002541,0,0,0.22648456502929093
fefe1239,Atlantic-Congo,Fe'fe',0.4451042436202911,0.1798916645086382,0.35003769518708466,0.02496639668398615,0,0,0.6409147942748389
fiji1243,Austronesian,Fijian,0.9147497348565484,0.05749079643317621,0,0.02622213763955581,0,0.00153733107071952,0.486267515186002
finn1318,Uralic,Finnish,0.5699869018809836,0.4059092517478434,0,0.02410384637117303,0,0,0.6420484232843036
fipa1238,Atlantic-Congo,Fipa,0.8014571383873615,0.07014952183106013,0.06670280244473616,0.06169053733684226,0,0,0.5882735221709446
flin1247,Pama-Nyungan,Flinders Island,0.31181064855966867,0.2900633840351908,0.1358048333013898,0.26232113410375085,0,0,0.7408164739960391
foii1241,East Kutubu,Foi,0.8201535396790213,0.07211369063038935,0.03634727881920817,0.02901976699741086,0,0.04236572387397032,0.4253699250752941
ford1242,Austronesian,Fordata,0.17969291799993847,0.08450260657431699,0.11590680816241608,0,0.6198976672633285,0,0.8679099485865422
fore1265,Uralic,Forest Enets,0.25757997410262984,0.2830496843684272,0.04375776461625407,0,0.415612576912689,0,0.40013482933152006
fore1270,Nuclear Trans New Guinea,Fore,0.9117998447610676,0.03623235302493746,0,0.05196780221399497,0,0,0.5073722543501968
fort1240,Austronesian,Kiai,0.8473368036267499,0.02428784291205547,0.12025811905444678,0.00811723440674787,0,0,0.6203213136729496
fris1239,Indo-European,Frisian,0.3541911942227249,0.374344422966137,0.27146438281113816,0,0,0,0.5636470726606063
futu1245,Austronesian,Futuna-Aniwa,0.7487574271969578,0.03617433530317499,0.1897157893226792,0.02406176872165147,0,0.00129067945553656,0.629654796727403
gada1258,Austronesian,Ga'dang,0.7177798891587925,0.02073759678044277,0.2614825140607647,0,0,0,0.7452002684554686
gale1259,North Halmahera,Galela,0.7954265273996829,0.04555446482744384,0,0.00771870415977199,0.15130030361310123,0,0.5972578484912503
gali1262,Cariban,Galibi Carib,0.4016708817656278,0.26915912668658853,0.09220637160701138,0.18020132017573104,0,0.05676229976504118,0.2677336165235793
gami1243,Pama-Nyungan,Yuwaalaraay-Gamilaraay,0.6700028832608869,0.08828411760999466,0.22289255853842097,0.01882044059069753,0,0,0.5257990517302884
gand1255,Atlantic-Congo,Ganda,0.6401077809299888,0.08085541237569914,0.12579034306548695,0.15324646362882496,0,0,0.49485922368831703
gane1237,Austronesian,Gane,0.5531137786101106,0.14807243028027528,0.2988137911096141,0,0,0,0.6400058745836992
gang1267,NA,Ganggalida,0.7017995328610968,0.09328810906865008,0,0.20491235807025324,0,0,0.317629030023833
gang1267,NA,Ganggalida,0.7017995328610968,0.09328810906865008,0,0.20491235807025324,0,0,0.317629030023833
gayo1244,Austronesian,Gayo,0.7076244616623136,0.08461558121229296,0.1211015438090714,0.06317377516215998,0.0234846381541621,0,0.55966099123876
gela1263,Austronesian,Gela,0.8110122851087807,0.00217381163689842,0.18640715158242133,0,4.0675167189956e-4,0,0.8559080014790256
ghod1238,Nakh-Daghestanian,Godoberi,0.7430523017476729,0.03461177961145056,0.21943027632021625,9.9595167876704e-4,0.00190969064189323,0,0.7440784213740662
giga1238,Nakh-Daghestanian,Gigatl,0.6724558991918148,0.09252560922907511,0.23461514574247697,4.0334583663303e-4,0,0,0.6921720540787002
gilb1244,Austronesian,Gilbertese,0.841095349931148,0.13787493971378575,0,0.02102971035506634,0,0,0.7556596784285888
gimi1243,Nuclear Trans New Guinea,Gimi (Eastern Highlands),0.8123068749537605,0.10785327779638292,0.04942778110007968,0.01748000118844345,0,0.01293206496133338,0.6121108209710222
giry1241,Atlantic-Congo,Giryama,0.5261814270018456,0.06434809345865129,0.07339203390981766,0.33607844562968553,0,0,0.379409848343306
gogo1263,Atlantic-Congo,Gogo,0.6946301601155873,0.1059892181632351,0.12822343054204832,0.07002932472018583,0,0.0011278664589435,0.3416719849966321
gond1265,Dravidian,Gondi,0.7354950410103865,0.2353902738495345,0,0,0.02911468514007885,0,0.6792017126721384
goth1244,Indo-European,Gothic,0.5272660647927208,0.02169133245081016,0.4510426027564691,0,0,0,0.7921142649151115
gras1239,Uralic,Meadow Mari,0.592542692276296,0.18239837375681833,0.0251953192967687,0.03170307085176015,0.16816054381835674,0,0.5185666793165271
gras1249,Koiarian,Grass Koiari,0.7576784310202106,0.05232242079839593,0.1636383254161287,0.02636082276526478,0,0,0.597681982323285
gros1243,Algic,Gros Ventre,0.7113069811923817,0.1701294306336637,0.02224345696564902,0.09632013120830564,0,0,0.3989326620203465
guaj1256,Tupian,Guajá,0.6013229130270072,0.21770755153534935,0,0.02485374996107534,0,0.15611578547656796,0.218722140115771
guar1292,Tupian,Guarayu,0.6456354843821208,0.20263318277134423,0,0.11314188826825756,0,0.03858944457827733,0.291364265063313
gugu1255,Pama-Nyungan,Guugu Yimidhirr,0.3500132548185282,0.21346116379323196,0.11978477789101329,0.19132317821497047,0.12541762528225608,0,0.23954931494063608
gugu1255,Pama-Nyungan,Guugu Yimidhirr,0.3500132548185282,0.21346116379323196,0.11978477789101329,0.19132317821497047,0.12541762528225608,0,0.23954931494063608
guja1252,Indo-European,Gujarati,0.6415026281608653,0.1048254518657513,0.11544635101379593,0.13822556895958743,0,0,0.7073315162552203
guja1252,Indo-European,Gujarati,0.6415026281608653,0.1048254518657513,0.11544635101379593,0.13822556895958743,0,0,0.7073315162552203
guma1253,Pama-Nyungan,Gumatj,0.5279435535525123,0.11722050330987949,0.02100500658708932,0.3282723737144551,0.0055585628360638,0,0.4918943315871702
gunt1241,NA,Warta Thuntai,0.4127349201581509,0,0.02796500085902447,0,0.5593000789828247,0,0.9184870320895876
gunw1252,NA,Bininj Kun-Wok,0.6955849254594615,0.04071384724726705,0,0.2637012272932714,0,0,0.5721947653398789
guny1241,Pama-Nyungan,Gunya,0.5784385189427234,0.16329857920012836,0,0.25826290185714823,0,0,0.5826343348019672
gupa1247,Pama-Nyungan,Gupapuyngu,0.4971032548878719,0.12785383145495358,0.13473881116059816,0.22841408778894573,0.01189001470763055,0,0.34609747619171305
guri1247,Pama-Nyungan,Gurindji,0.5706726395972721,0.07638070307065879,0.3029877952362106,0.04449416591156471,0.0054646961842938,0,0.4891556084983795
gusi1247,Atlantic-Congo,Gusii,0.6113845679158728,0.00963401751334005,0.2815656977282861,0.09741571684250104,0,0,0.5239576535746292
gwic1235,NA,Gwich'in,0.5201976918573263,0.13744511416849933,0.09546578880385669,0.24689140517031768,0,0,0.2611253233534568
gwic1235,NA,Gwich'in,0.5201976918573263,0.13744511416849933,0.09546578880385669,0.24689140517031768,0,0,0.2611253233534568
gwii1239,NA,/Gwi,0.867244710018847,0.0336177374195792,0,0,0.0991375525615738,0,0.6124559297780559
haaa1252,Atlantic-Congo,Ha,0.902057120879488,0.02258188647400153,0,0.05888229409807121,0,0.01647869854843927,0.4315579680631776
hano1246,Austronesian,Hano,0.7030739328802456,0.08207587767188118,0,0.13795759164238106,0,0.07689259780549229,0.3001405687303904
hano1246,Austronesian,Hano,0.7030739328802456,0.08207587767188118,0,0.13795759164238106,0,0.07689259780549229,0.3001405687303904
hano1246,Austronesian,Hano,0.7030739328802456,0.08207587767188118,0,0.13795759164238106,0,0.07689259780549229,0.3001405687303904
hanu1241,Austronesian,Hanunoo,0.645621917294293,0.08102372505104846,0.2701840487956502,0,0.00317030885900833,0,0.6716610394064262
hare1243,NA,Slaveyic,0.5162836375065185,0.2871575219984936,0.05549920520389919,0.14105963529108878,0,0,0.38688641685805225
haus1257,Afro-Asiatic,Hausa,0.7043680632752528,0.03408938035990539,0.2319844682771552,0.02955808808768672,0,0,0.6778356324353976
hawa1245,Austronesian,Hawaiian,0.6292038788497568,0.19939093972315608,0.1663076625311577,0,0,0.00509751889592939,0.6586909336259867
hawa1245,Austronesian,Hawaiian,0.6292038788497568,0.19939093972315608,0.1663076625311577,0,0,0.00509751889592939,0.6586909336259867
hawa1245,Austronesian,Hawaiian,0.6292038788497568,0.19939093972315608,0.1663076625311577,0,0,0.00509751889592939,0.6586909336259867
haya1250,Atlantic-Congo,Haya,0.700518028445085,0.06453378289433921,0.1566857088197205,0.07826247984085524,0,0,0.4580872909031499
hehe1240,Atlantic-Congo,Hehe,0.7814691207686947,0.02722332258507934,0.16167698108449047,0,0.02963057556173532,0,0.69027067734286
here1253,Atlantic-Congo,Herero,0.5448532404661488,0.0382649109170594,0.3801541687164795,0,0.03672767990031231,0,0.5672845737349801
hewa1241,Sepik,Hewa,0.8389713475085592,0.11623985690797124,0,0.04478879558346965,0,0,0.48692586785058434
hida1246,NA,Hidatsa,0.5675188590302541,0.2740191211619624,0,0.1584620198077836,0,0,0.40395993486404747
hidd1238,Nakh-Daghestanian,Hid,0.6376579781816131,0.04301322138524881,0.29253680109329744,0.02393108101659043,0.0028609183232503,0,0.6748081460030904
high1278,Uto-Aztecan,Highland Puebla Nahuatl,0.654658839756011,0.04079304404913905,0.2996909982882879,0.00485711790656216,0,0,0.8476970549502557
hili1240,Austronesian,Hiligaynon,0.6753624869406457,0.01357082095441352,0.31106669210494076,0,0,0,0.7614292148348036
hind1269,Indo-European,Hindi,0.6806231904382759,0.12107895532255618,0.10037964326475406,0.09791821097441392,0,0,0.7344233136744456
hind1269,Indo-European,Hindi,0.6806231904382759,0.12107895532255618,0.10037964326475406,0.09791821097441392,0,0,0.7344233136744456
hinu1240,Nakh-Daghestanian,Hinuq,0.7224940732389936,0.05514874488493033,0.21453576306467637,0.00782141881139973,0,0,0.7497088197340234
hitt1242,Indo-European,Hittite,0.4580752350302624,0.03268146532558309,0.5061115096186839,0.00313179002547055,0,0,0.7291115726422902
hiww1237,Austronesian,Hiw,0.81778653395689,0.02639260568840301,0,0.04999395968282362,0,0.10582690067188336,0.646200565695531
homs1234,Indo-European,Western Armenian,0.7099684394418373,0.06732519648452026,0.22136058204481696,0.00134578202882544,0,0,0.7207453305401175
hopi1249,Uto-Aztecan,Hopi,0.7489281238490775,0.08428353064550896,0.10303907141340186,0.03157653778848778,0.03217273630352393,0,0.6461938821913654
hopi1249,Uto-Aztecan,Hopi,0.7489281238490775,0.08428353064550896,0.10303907141340186,0.03157653778848778,0.03217273630352393,0,0.6461938821913654
huar1255,Uto-Aztecan,Huarijio,0.3198177680676132,0.08351918157982213,0.18753866473617536,0.21215099030951468,0.1969733953068746,0,0.2856781849596945
huas1257,Uto-Aztecan,Huasteca Nahuatl,0.4999999335297733,0.24999990599808417,0.2500001604721425,0,0,0,0.9999999999999848
huic1243,Uto-Aztecan,Huichol,0.2094892881879039,0.04131969020818156,0.16091081756706793,0.09507614524081838,0.4932040587960282,0,0.7237992641309259
huli1244,Nuclear Trans New Guinea,Huli,0.6736826378882144,0.07514404887089224,0.1811936475501575,0.05374743957421752,0,0.01623222611651831,0.455751219993327
hung1274,Uralic,Hungarian,0.639262859442846,0.06383863223358235,0.29689850832357156,0,0,0,0.6900254207234716
hung1274,Uralic,Hungarian,0.639262859442846,0.06383863223358235,0.29689850832357156,0,0,0,0.6900254207234716
hunz1247,Nakh-Daghestanian,Hunzib,0.7392356314144183,0.0367795914367564,0.20958087082809007,0.01440390632073528,0,0,0.7290867409010924
hunz1248,Isolate,Hunza,0.6872329367110972,0.04438271230159103,0,0.02785282313842761,0.240531527848884,0,0.7631621937260908
hupa1239,NA,Hupa-Chilula,0.4701724911232792,0.13827663561515602,0.04125903101231808,0.3502918422492467,0,0,0.352430415009566
iauu1242,Lakes Plain,Iau,0.7313800908121144,0.09276594520201524,0,0.00347832009849624,0.11322260968467364,0.05915303420270053,0.6001241646363966
ibal1244,Austronesian,Ibaloi,0.69867074264767,0.00567629360186976,0.29565296375046024,0,0,0,0.7640861203975529
iban1264,Austronesian,Iban,0.6933104168608369,0.1490057943928672,0.1576837887462959,0,0,0,0.7114725014606567
iban1267,Austronesian,Ibanag,0.7365072439264887,0.00881276506385107,0.25467999100966016,0,0,0,0.8333179528957108
icar1234,Nakh-Daghestanian,Icari,0.7389521356322083,0.04100896985084891,0.21977903451852585,0,2.5985999841698e-4,0,0.7937532910337615
icel1247,Indo-European,Icelandic,0.6942476711059252,0.07765215242534958,0.18658766743659144,0.04151250903213382,0,0,0.7066757443483656
idaa1241,Austronesian,Ida'an,0.552856814020256,0.03594064344090937,0.4054063712604026,0,0.00579617127843196,0,0.5856287713713902
ifug1247,Austronesian,Ifugaw,0.9293350000723776,0,0.07051764041066315,1.4735951695912e-4,0,0,0.809219664818589
igna1246,Arawakan,Ignaciano,0.6105230976695649,0.00791972997695381,0.36891784302082126,0,0.01263932933265987,0,0.7574767283719039
iliu1237,Austronesian,Ili'uun,0.4666649317524813,0.028942254599918,0.45749310877524063,0.04689970487236002,0,0,0.3115563582112969
ilok1237,Austronesian,Iloko,0.762367279006804,0.05958787875847322,0.17804484223472286,0,0,0,0.7897362578977501
imbo1238,Nuclear Trans New Guinea,Imbongu,0.8287960875836745,0.17120391241632535,0,0,0,0,0.7546301313809671
inan1242,NA,Inanwatan,0.6892210732187924,0.16119223263573682,0.127023804409946,0.01723980705336884,0.00532308268215582,0,0.5675894159811756
indo1316,Austronesian,Indonesian,0.7293514857827023,0.0488267187801748,0.22182179543712296,0,0,0,0.7135177346177444
indo1317,Austronesian,Indonesian Bajau,0.667869183114416,0.00488366846881789,0.30171848815161073,0,0.02552866026515533,0,0.7643013555957847
ingr1248,Uralic,Ingrian,0.7044786336459422,0.0351376277888093,0.24238561554696095,0.01799812301828751,0,0,0.7713209699864625
ingu1240,Nakh-Daghestanian,Ingush,0.5213486160412264,0.04767588978447661,0.41688470499706504,0.01216517683318805,0.00192561234404372,0,0.6492342248447132
inxo1238,Nakh-Daghestanian,Inxokvari,0.7243223034094528,0.04595053939324685,0.219393567218863,0.01033358997843728,0,0,0.7296393250612057
iowa1245,NA,Iowa-Oto,0.8504218165633826,0.13036576508388353,0,0.01921241835273398,0,0,0.556711470942105
iray1237,Austronesian,Iraya,0.6720717764623768,0.10031551356043528,0.2276127099771879,0,0,0,0.6654426466233985
iris1253,Indo-European,Irish,0.7272294915358206,0.0556828134671941,0.1847042014205443,0.03238349357644091,0,0,0.6552496719200682
isir1237,Greater Kwerba,Isirawa,0.4615246637409565,0.02454398522657584,0,0.15087828552703783,0.36305306550542976,0,0.4113596028670514
isna1241,Austronesian,Isnag,0.7440564977609265,0.02671541634151706,0.22922808589755636,0,0,0,0.8252865374915801
ital1282,Indo-European,Italian,0.6208692596507752,0.11939564028723164,0.25973510006199313,0,0,0,0.6787117006696365
iton1250,NA,Itonama,0.5980413186213229,0.06074799593119279,0.34121068544748423,0,0,0,0.7626398600183619
ivat1242,Austronesian,Itbayat,0.7172715500444999,0.0121407332919693,0.262488165162286,0,0.00809955150124482,0,0.8005008584885289
iwam1256,Sepik,Iwam,0.6204166847489337,0,0.03661321974885916,0.25323547918742373,0.08973461631478338,0,0.5268785366803226
iyoj1235,NA,Iyojwa'ja Chorote,0.6369287673660066,0.03205973125054363,0.32804192574407165,0.00296957563937816,0,0,0.7910709740717288
jama1262,Indo-European,Jamaican Creole English,0.7447577937089098,0.06974712964825164,0.18549507664283868,0,0,0,0.7273115582191523
japa1256,NA,Japanesic,0.6653239659699891,0.22009486993833244,0.0551777617767459,0.01569815086261475,0.04370525145231779,0,0.44076326248601905
jaru1254,Pama-Nyungan,Jaru,0.5948029974708071,0.17075867273547352,0.04485296318786744,0.17576353276257073,0,0.0138218338432813,0.245888673651671
java1254,Austronesian,Javanese,0.6183242425419796,0.05422218379842897,0.28899330162424297,0,0.03846027203534834,0,0.7291131647320828
jeha1242,Austroasiatic,Jehai,0.24307491055443017,0.18562531806548804,0,0,0.5712997713800817,0,0.5493386358488462
jica1244,NA,Jicarilla Apache,0.5382624564819531,0.389246269091187,0,0.07249127442685986,0,0,0.33206602787975037
jing1260,Sino-Tibetan,Jingpho,0.3808380079939962,0.02538637301946892,0,0.1779812253369068,0.24582648964048012,0.16996790400914796,0.3591562669435332
jude1256,Indo-European,Judeo-Tat,0.7089659374567513,0.02222264374449073,0.2412025289177744,0.02760888988098356,0,0,0.6863147125491759
juho1239,Kxa,"!Kung, Southeastern Ju, or Ju'hoan",0.2734590634870983,0.11673740345560787,0,0,0.6098035330572938,0,0.7285134781494111
juru1256,Tupian,Jurúna,0.6136705494745675,0.1772649950555777,0,0.0851641893227264,0,0.12390026614712836,0.3020715628298596
kaba1285,Austronesian,Kabaena,0.8735817879070152,0.05767689472376455,0,0,0.06874131736922022,0,0.6204566629753857
kada1242,Dravidian,Kadar,0.4399910538096416,0.32392295726144527,0.02874469762015144,0.01918654488078533,0.1881547464279764,0,0.4732329496482063
kada1286,Austronesian,Kadai,0.43200729731248816,0.28326746144305776,0.2135703388082073,0,0.0711549024362468,0,0.45272437375472896
kagu1239,Atlantic-Congo,Kagulu,0.8162897583895977,0.03464457601850018,0.07253378531711212,0.03068294751602669,0.04584893275876343,0,0.729553542883271
kaiw1246,Tupian,Kaiwá,0.6059526242924936,0.12823003876349698,0,0.17622224744351375,0,0.08959508950049569,0.3899149817517321
kala1377,Pama-Nyungan,Kala Lagaw Ya,0.7470416309260282,0.03764537632667408,0.05484592241199773,0.16046707033530003,0,0,0.5032347729047278
kala1397,Nuclear Trans New Guinea,Kalam,0.5598802591572826,0.29739265251396246,0.11675996597395027,0.02596712235480474,0,0,0.48110798129745624
kala1399,NA,Kalaallisut,0.6728339409141397,0.09595773132135728,0.06180457100635986,0.1694037567581432,0,0,0.3400677537477485
kalk1246,Pama-Nyungan,Kalkutung,0.6898345414974952,0.16268288907544207,0.04380840721149499,0.10367416221556774,0,0,0.4191879829392858
kama1365,NA,Kamang,0.9055135003812466,0.02371456546010398,0.01155228389695716,0.0592196502616923,0,0,0.5827728891677184
kama1370,Nuclear Trans New Guinea,Kamano,0.5992417352453235,0.02786837573772904,0.1389753039318385,0.23391458508510896,0,0,0.5315962053981045
kama1373,Tupian,Kamayurá,0.7628811669928143,0.01121817425622607,0.1821083458156763,0.0280435792114959,0,0.01574873372378736,0.5972212541786732
kamb1297,Atlantic-Congo,Kamba (Kenya),0.7837163285208171,0.02748281683854345,0.16778887137136303,0.01828631463382903,0.00272566863544739,0,0.7319420382929915
kamb1299,Austronesian,Kambera,0.7959051018415729,0.09193110089139128,0,0.1002837789355803,0,0.01188001833145555,0.38941050385018583
kank1243,Austronesian,Kankanaey,0.66125127666129635,0.02682428079986413,0.30652818603557647,0,0.00539625650326307,0,0.7889390731195923
kans1243,NA,Kansa,0.5977064497804371,0.2642973805425357,0,0.1379961696770272,0,0,0.4071405348284188
kanu1280,NA,Kanum,0.09466162456744608,0.14501890787207722,0,0.28701134472324635,0.4733081228372304,0,1
kaon1241,Atlantic-Congo,Kaonde,0.7074186788491862,0.07403156010719752,0.13326762000798337,0.04885674986660379,0.03642539116902899,0,0.5086082985361955
kapi1249,Austronesian,Kapingamarangi,0.9698040227209151,0.0297037134667377,0,4.9226381234704e-4,0,0,0.8708032508912682
kapi1249,Austronesian,Kapingamarangi,0.9698040227209151,0.0297037134667377,0,4.9226381234704e-4,0,0,0.8708032508912682
kara1476,Pama-Nyungan,Karadjeri,0.4602561593757299,0.034435131820666993,0.3369149549226023,0.16839375388100083,0,0,0.3752154898985377
kara1499,NA,Kalamang,0.750374960549951,0.08754385330646974,0.13040819508978904,0,0.0316729910537903,0,0.5996989151478791
kare1337,Sino-Tibetan,Karenic,0.6798971348528398,0.2440959597768944,0.07255175775785759,0,0.00345514761240835,0,0.7260504377139152
kari1304,Pama-Nyungan,Kariyarra,0.4652396287489428,0.3373900553491993,0.11638775723582306,0.08098255866603483,0,0,0.21087727977145335
kari1311,Tupian,Karitiâna,0.4525506275019167,0.02472724028450931,0.13058309195112203,0.2107743608552758,0.18136467940717632,0,0.47755182763006637
