glottocode,family,language,generation,gender,lineal,gcr,seniority,speaker_gender,result
bign1238,Austronesian,Big Nambas,0.6201467272348636,0.06956422606501796,0.16267843933596587,0.1434167104208401,0,0.00419389694331237,0.4976876347874288
biha1245,Indo-European,Bihari,0.5310038554503979,0.1161544524024882,0.14027835826833035,0.18754373264136345,0.02501960123742019,0,0.5860953460038054
bila1255,Atlantic-Congo,Bila,0.744889663343421,0.00785399617896412,0.24725634047761497,0,0,0,0.499429265885428
bilb1241,Austronesian,Bilibil,0.8857032219740674,0.0732280364608345,0,0.04106874156509816,0,0,0.32053025494100656
bilu1245,Bilua,Bilua,0.8173100880210625,0.07375680511806433,0,0.0652000627696536,0.04373304409121958,0,0.7412739430216222
bind1236,Pama-Nyungan,Bindal-Mount Elliot,0.25778066262771526,0.12072013453727076,0.3642460727979598,0.2572531300370542,0,0,0.7227416406158628
binj1250,Atlantic-Congo,Binja,0.03999999723751529,0.4000000024021606,0,0.4000000024021606,0,0.15999999795816347,1
bino1237,Austronesian,Binongan Itneg,0.7978998647739847,0.05479471827954058,0.14730541694647484,0,0,0,0.7556897998871591
binu1244,Austronesian,Talaandig-Binukid,0.5794156317307189,0.2609370158042278,0.1596473524650533,0,0,0,0.6989258838095564
birh1242,Austroasiatic,Birhor,0.36693959539617466,0.0977994515722101,0.19334904945697137,0.00501562359863204,0.33689627997601185,0,0.31827582880864336
biri1256,Pama-Nyungan,Biri,0.628375986752216,0.12997598327423576,0.1963485702573095,0.04529945971623867,0,0,0.4454599397866881
bitt1240,Austroasiatic,Bit,0.8404999869301157,0.08615403377725664,0.06586487777338008,0.00748110151924759,0,0,0.7305007895591202
blag1240,NA,Blagar,0.9569059289011342,0.04309407109886577,0,0,0,0,0.3791285990776909
bloo1239,Algic,Blood,0.49772843157275953,0.14998640330450605,0.29381841267425396,0.05846675244848053,0,0,0.42763999989498613
boan1243,Austronesian,Boano (Sulawesi),0.6795354913122386,0.00456355169406789,0.3089104915723678,0,0.00699046542132581,0,0.7856694007704165
bont1247,Austronesian,Bontok,0.7502644315696883,0.04991349173608574,0.19376959968523905,0,0.00605247700898693,0,0.6180420577038364
boun1245,Nuclear Trans New Guinea,Bo-Ung,0.22352113393024428,0.4077543293548608,0,0.36872453671489486,0,0,0.5886983627887008
bret1244,Indo-European,Breton,0.6172468668164617,0.10295061484431484,0.2798025183392235,0,0,0,0.7930281934747422
broo1239,Austronesian,Brooke's Point Palawano,0.8129982376434058,0,0.1870017623565942,0,0,0,0.8755232957181267
brul1239,NA,Brulé,0.8031824377810673,0.10581300203141215,0,0.09100456018752044,0,0,0.5245052607262908
budu1248,Nakh-Daghestanian,Budukh,0.7855417392554024,0.01967494687925839,0.1833477929438054,0.01143552092153371,0,0,0.7736207156292083
budz1238,Atlantic-Congo,Budza,0.8284727527021329,0.01263366815569571,0.0414276305027262,0.11746594863944512,0,0,0.949363475818145
buhi1245,Austronesian,Buhid,0.6629102401326704,0.05735454344668001,0.27552968015147666,0,0.00420553626917297,0,0.7345691126531306
buin1247,NA,Buin,0.6812380000121495,0.07600049858616668,0.13208616538816914,0.11067533601351465,0,0,0.5335107949497528
buka1261,Austronesian,Bukat,0.7998837814358284,0.03301229849298647,0.1671039200711851,0,0,0,0.6209287862197159
buku1249,Atlantic-Congo,Bukusu,0.6363864026200569,0.13871359118725823,0.1700596434304565,0.01658364732397977,0.02981345045430412,0.00844326498394453,0.4940363614456464
bulg1262,Indo-European,Bulgarian,0.6757609118021324,0.14769652727148788,0.16650848203648907,0.01003407888989076,0,0,0.749670644077493
buli1256,Austronesian,Buli,0.4464106241977179,0.24874877784194585,0.3048405979603363,0,0,0,0.5667448201879
bung1264,Pama-Nyungan,Bunganditj,0.5371838726802177,0.06485697468842827,0.30578667258640185,0.09217248004495215,0,0,0.5723287154200296
bung1269,Austronesian,Bungku,0.7046598227075256,0.00656797068715437,0.28792666557848073,0,8.4554102683935e-4,0,0.6991032426116808
bunu1267,Austronesian,Bunun,0.5737525592918677,0.0149696374685137,0.3728771630788562,0.02240754343892404,0.01599309672183831,0,0.7318642914844067
burm1266,Sino-Tibetan,Burmish,0.6818591628591814,0.16240134839721085,0.1068780337483325,0,0.04886145499527529,0,0.46619343959790216
buru1303,Austronesian,Buru (Indonesia),0.885607781150036,0.06173319261372875,0,0.04803932776758007,0.00461969846865515,0,0.586308685437585
bush1247,Atlantic-Congo,Bushoong,0.4100371388067232,0.3941125214117123,0.15035750636204476,0.04549283341951966,0,0,0.41388440173226687
butm1237,Austronesian,Farafi,0.6233427671718069,0.22320598951331383,0.03322049307357788,0.1202307502413014,0,0,0.6341482728089178
bwai1243,Austronesian,Bwaidoga,0.3209962630746041,0,0.08282086687856456,0.5521292200620562,0,0.04405364998477517,0.9302619271433648
cahu1264,Uto-Aztecan,Cahuilla,0.6273193570963415,0.0732145948910238,0.24928514600624496,0.02254362391012906,0.02763727809626081,0,0.4117592611703321
carn1240,Austroasiatic,Car Nicobarese,0.6151355465957734,0.1572820282699284,0,0.16521706439699563,0.06236536073730257,0,0.52971193094145
caro1242,Austronesian,Carolinian,0.7792200112684473,0.10389698704128572,0,0,0.1168830016902671,0,0.9898267954640748
casi1235,Austronesian,Casiguran-Nagtipunan Agta,0.786879841817172,0.03123154245066269,0.18033729793799025,0,0.00155131779417512,0,0.7029396169551159
cayu1261,NA,Cayuga,0.7593435072448105,0.16478786379623667,0,0.062901002783376,0.0121392910985779,8.2833507699886e-4,0.6783190949481872
cayu1262,NA,Cayubaba,0.5796570651262848,0.03623297077223598,0.3789166875727053,0.00519327652877393,0,0,0.764999712634169
cebu1242,Austronesian,Cebuano,0.7191132197635882,0.04394674411277267,0.23694003612363904,0,0,0,0.7129840755018125
cent1972,Indo-European,Central Kurdish,0.4695964624156953,0.0590782784897738,0.33066322925487707,0.14066202983965395,0,0,0.41996240477998703
cent2084,Austronesian,Central Cagayan Agta,0.6990510039002549,0.03566131932668764,0.2652876767730573,0,0,0,0.7370112279048473
cent2089,Austronesian,Central Subanen,0.808346131112768,0,0.06951527266033154,0.12213859622690051,0,0,0.6699246647260175
cent2090,Austronesian,Central Tagbanwa,0.7134485636751052,0.09194356967682198,0.19460786664807272,0,0,0,0.7603463481575197
cent2092,Austronesian,Central Sama,0.7481865583845223,0.01126449926028921,0.24054894235518856,0,0,0,0.815347078950666
cent2101,Austronesian,Central Melanau,0.7521284212155133,0.0837621310212849,0.16410944776320183,0,0,0,0.7113667917625948
cent2131,Uto-Aztecan,Central Tarahumara,0.5947059745053305,0.1329944003963274,0.11643184906089642,0.1402880497419328,0.01557972629551288,0,0.42711616566721927
cent2142,NA,Central Aymara,0.7401724039082936,0.02040690882502163,0.22647477611891248,0,0.01294591114777232,0,0.8105568867187269
chac1249,NA,Cha'palaa,0.63741876741529635,0.09961796175902168,0.19555292866135696,0.05542601776619866,0.01198432439812635,0,0.5839024853897989
cham1309,Nakh-Daghestanian,Chamalal,0.7172490773061214,0.05357530249610567,0.214990285097006,0.01108010484332254,0.0031052302574443,0,0.7018854162313888
cham1312,Austronesian,Chamorro,0.5175857744256267,0.18908418348196385,0.29333004209240937,0,0,0,0.7972969009163599
chav1241,Indo-European,Chavacano,0.5452250420849913,0.18768068410084332,0.265470783359374,0,0.00162349045479123,0,0.8271913057705693
chek1238,Austronesian,Cheke Holo,0.7655792999800117,0.06234532241278213,0.00784765025200708,0.16422772735519903,0,0,0.4856565926159407
chem1251,Uto-Aztecan,Chemehuevi,0.4807392542566646,0.2300616411606408,0.2684834927862233,0.02071561179647141,0,0,0.6148192340243159
chen1255,Dravidian,Chenchu,0.47806014060923013,0.21613823018078,0.0996204219227408,0.08972623270846695,0.11645497457878222,0,0.40024878760479815
chep1245,Sino-Tibetan,Chepang,0.7149727283964228,0.10665283185246856,0.04272257700655103,0,0.13565186274455757,0,0.7718234871711489
cher1273,NA,Cherokee,0.8347684818802218,0.112339351558161,0,0.05289216656161717,0,0,0.548290894146465
cher1273,NA,Cherokee,0.8347684818802218,0.112339351558161,0,0.05289216656161717,0,0,0.548290894146465
chey1247,Algic,Cheyenne,0.6444766271351574,0.24756082213466651,0,0.10796255073017604,0,0,0.427551834256372
chib1270,NA,Chibcha,0.7026652085133013,0.04436435704190337,0.1795009558949225,0.07346947854987286,0,0,0.5477196432503589
chib1270,NA,Chibcha,0.7026652085133013,0.04436435704190337,0.1795009558949225,0.07346947854987286,0,0,0.5477196432503589
chic1270,NA,Chickasaw,0.7227794062497215,0.20235986859758243,0,0.07486072515269618,0,0,0.5383555876136088
chih1238,Uto-Aztecan,Chihuahua Pima Bajo,0.17106930987139948,0,0.14585966933496114,0.20768285499144945,0.47538816580218984,0,0.5966881120203308
chim1301,NA,Chimariko,0.7040316497236232,0.01027839922228741,0.26094858542541316,0.02474136562867632,0,0,0.6373560364524393
chip1261,NA,Chipewyan,0.6221394562056453,0.07339668622632048,0.3044638575680341,0,0,0,0.7108537296402038
chip1262,NA,Chipaya,0.36367120561763666,0.05304136546056563,0,0.01872868408056029,0.5645587448412374,0,0.7200955022498627
chir1284,Nakh-Daghestanian,Chirag,0.6308216573577301,0.03622612961226135,0.33145247240235065,0,0.00149974062765784,0,0.7529674763538681
choc1276,NA,Choctaw,0.7243930818632909,0.21540307541274,0,0.06020384272396913,0,0,0.5554535020755611
choc1276,NA,Choctaw,0.7243930818632909,0.21540307541274,0,0.06020384272396913,0,0,0.5554535020755611
chok1245,Atlantic-Congo,Chokwe,0.7623483462823173,0.12850375601162933,0.1037784390038819,0.00536945870217148,0,0,0.49142207464580046
chur1257,Indo-European,Church Slavic,0.6258305642520522,0.11411493151441685,0.2600545042335309,0,0,0,0.7587060710915647
chuu1238,Austronesian,Chuukese,0.7589726189233268,0.13527504120131156,0.08443868627491143,0.02131365360045034,0,0,0.46134099864471895
cint1239,Tupian,Cinta Larga,0.4934824010811372,0.3956261253361245,0,0,0,0.11089147358273828,0.25540577071688514
clas1250,Uto-Aztecan,Classical Nahuatl,0.6949232479095085,0.1966837838620024,0.10839296822848896,0,0,0,0.5086926729630097
coca1259,Tupian,Cocama-Cocamilla,0.627855519756531,0.28203194998994724,0.05032797524061575,0,0,0.03978455501290605,0.5562336818310787
coco1261,NA,Cocopa,0.6153911698587895,0.06589357098798276,0.08735149202192613,0.03279553871711278,0.1985682284141886,0,0.4973702136946895
cofa1242,NA,Cofán,0.5890692472186462,0.0988816656846505,0.31000881938786656,0.00204026770883673,0,0,0.663713561987727
cogu1240,NA,Cogui,0.7076195774797642,0.16543034537393816,0.12578803118176113,0,0.00116204596453644,0,0.7050504824575432
colo1249,NA,Colombian Sign Language,0.5041544823724895,0.2152905320444077,0.28055498558310277,0,0,0,0.727105075108935
coma1245,Uto-Aztecan,Comanche,0.5253152031310926,0.13086512488960844,0.1090863833373233,0.17176254322655915,0,0.06297074541541652,0.4555745206318629
comm1246,Algic,Common Delaware,0.731330359506021,0.1896664652895963,0.03686077491184572,0.04214240029253693,0,0,0.5047621275002374
copp1244,Eskimo-Aleut,Copper Inuit,0.5528483996844139,0.2795296366114642,0.1676219637041219,0,0,0,0.6149464852711083
corn1251,Indo-European,Cornish,0.5849431956099074,0.17933516044105,0.23572164394904255,0,0,0,0.6227341133776592
cota1241,Austronesian,Cotabato Manobo,0.8053930932990842,0.09161757949996834,0.10298932720094756,0,0,0,0.6861711581707516
cree1270,NA,Creek,0.6655081382023255,0.23918033975823424,0,0.09054680505652692,0,0.00476471698291333,0.33369316603546306
cree1272,Algic,Cree,0.7766663852957985,0.08216634647521599,0.07617752975172293,0.06498973847726257,0,0,0.39891225570784417
crow1244,NA,Crow,0.5188116292851123,0.4076838725467945,0,0.07350449816809321,0,0,0.4535473172331818
cruz1243,NA,Cruzeño,0.3805458459293267,0.07303890773458882,0,0.01438003947332031,0.5320352068627642,0,0.5969083196903116
cube1242,NA,Cubeo,0.7414172297327222,0.23282313680558983,0,0.02575963346168798,0,0,0.4826265848947439
cupe1243,Uto-Aztecan,Cupeño,0.6490970273918787,0.05858148507034928,0.20326290759327487,0.05141563734647394,0.01721436390080901,0.02042857869721413,0.38560319167188095
cusc1236,NA,Cusco Quechua,0.5517099112916791,0.09314254277995232,0.2855354012454568,0.01558656455135022,0,0.05402558013156152,0.5725525766479462
czec1258,Indo-European,Czech,0.5499273690969841,0.2744520930325578,0.17562053787045814,0,0,0,0.6999568296348441
dadi1250,Teberan,Dadibi,0.8260383271020508,0.15686460893565005,0,0.01709706396229911,0,0,0.28191798674248136
daka1243,Austronesian,Dakaka,0.7600904146023674,0.12399484637259632,0,0.05998159290535781,0,0.05593314611967852,0.2541499200758894
dako1258,NA,Dakota,0.803377340528434,0.10223630198248122,0,0.09438635748908462,0,0,0.5246747995671251
dako1258,NA,Dakota,0.803377340528434,0.10223630198248122,0,0.09438635748908462,0,0,0.5246747995671251
dako1258,NA,Dakota,0.803377340528434,0.10223630198248122,0,0.09438635748908462,0,0,0.5246747995671251
dako1258,NA,Dakota,0.803377340528434,0.10223630198248122,0,0.09438635748908462,0,0,0.5246747995671251
damp1237,Austronesian,Dampelas,0.7312117257915927,0.01082795112993046,0.2519960863142564,0,0.00596423676422054,0,0.7763701246479056
dand1238,Dravidian,Dandami Maria,0.5580196552689042,0.18730130836426712,0.22612952733364075,0.02422704537521854,0.00432246365796938,0,0.4922519291837745
dani1285,Indo-European,Danish,0.7007465344617113,0.083178152022716,0.2006530450160478,0.01542226849952485,0,0,0.7194014887261335
dari1249,Indo-European,Dari,0.4439549777903926,0.2164349032223406,0.2138925788016081,0.12571754018565862,0,0,0.6099007844329962
darl1243,Pama-Nyungan,Paakantyi,0.6403792171576255,0.03644656805516497,0.2560090078311433,0.06716520695606616,0,0,0.49121850421704794
dege1248,NA,Degexit'an,0.4057300369529322,0.2985334585513608,0.2233030567253569,0.07243344777035005,0,0,0.721441260298673
deho1238,Tai-Kadai,Dehong,0.5778731337250894,0.04959894716636516,0.2756717874654464,0.00819716691658744,0.08865896472651152,0,0.366567557526647
