random_id,block,system,true_value,simulated_mean,simulated_sd,z
xxzu4htn68,5,3,1.0,1.7360016900000002,0.35476532633791025,-2.0746156271736833
xxzu4htn68,3,4,0.99168,1.17249398,0.1257508292265287,-1.4378750511003
xxzu4htn68,4,5,1.29248,1.58617361,0.20269701789929684,-1.4489291112605889
xxzu4htn68,8,6,1.79249,1.6746150800000004,0.2541760904534366,0.4637529823899525
xxzu4htn68,2,7,1.79249,1.6786108400000004,0.25073990968989035,0.45417245360279024
9drp8p96ut,7,0,1.26827,1.26827,0.0,
9drp8p96ut,3,1,0.33333,1.48560961,0.2708383724429532,-4.254491708861177
9drp8p96ut,6,2,0.33333,1.4689037700000003,0.28769218845232325,-3.9471831894670615
9drp8p96ut,1,3,1.6666699999999999,1.48498203,0.2837166269082217,0.6403853449828772
9drp8p96ut,2,4,1.31669,1.1455853599999999,0.3728011010725027,0.45897031824142454
9drp8p96ut,5,5,0.33333,1.1485354399999999,0.37024385487514355,-2.2018068072322485
9drp8p96ut,8,6,0.33333,1.1672192799999999,0.3530467831348723,-2.361979544454408
9drp8p96ut,4,7,0.33333,1.1544355999999998,0.3650041047230017,-2.2495790852081767
rxzy9xwpkp,7,0,1.26827,1.26827,0.0,
rxzy9xwpkp,4,1,0.33333,1.47592335,0.28178146494948436,-4.054891794266295
rxzy9xwpkp,3,2,1.95915,1.6555672600000002,0.3332750639734279,0.9109074539828292
rxzy9xwpkp,8,3,2.33333,1.72800178,0.34739260449847176,1.7424902319780473
rxzy9xwpkp,1,4,0.33333,1.1524688799999998,0.36676955204752965,-2.2333884463066
rxzy9xwpkp,5,5,1.12582,1.322964,0.2072604376720265,-0.951189731211342
rxzy9xwpkp,2,6,1.1880000000000002,1.46269047,0.2706424708375962,-1.0149569989879113
rxzy9xwpkp,6,7,1.27043,1.24158637,0.03904943041483573,0.7386440645505952
3efko77scp,7,0,0.33333,1.6762547999999997,0.45752450402678974,-2.9351975428213706
3efko77scp,3,1,1.6666699999999999,1.4667924700000001,0.3065889987201091,0.6519396678759232
3efko77scp,6,2,2.33333,1.7460015899999999,0.3619921990485043,1.622489135245985
3efko77scp,1,3,1.0,1.73933494,0.3633892217790677,-2.0345538493970485
3efko77scp,4,4,1.54086,1.33790544,0.20746977408192832,0.9782367619480548
3efko77scp,8,5,1.12582,1.33500016,0.20751335925374628,-1.0080322575483713
3efko77scp,5,6,1.79249,1.6819406400000003,0.24779082063141558,0.4461398518246154
3efko77scp,2,7,1.12582,1.34122576,0.20737011643248496,-1.038750248617096
0q8bzdvgxy,6,0,1.0,2.07976272,0.4136900460071544,-2.6100766272276386
0q8bzdvgxy,7,1,1.0,1.7320016699999998,0.3592544867337235,-2.0375574892751542
0q8bzdvgxy,2,2,1.72957,1.59105157,0.22437695675945665,0.6173469504201301
0q8bzdvgxy,5,3,1.0,1.74933501,0.3493621529439042,-2.144866018501775
0q8bzdvgxy,3,4,0.33333,1.1642692,0.35588258964911446,-2.3348689263480735
0q8bzdvgxy,4,5,1.0,1.3810945000000006,0.17247179985362832,-2.209604702469761
0q8bzdvgxy,8,6,1.54086,1.3262843200000003,0.2074000187553935,1.0345981706639529
0q8bzdvgxy,1,7,1.48952,1.3204313599999997,0.11813177142390778,1.4313561708410958
so2ywkynjc,4,1,0.33333,1.46485462,0.30374944858329467,-3.7251906967321173
so2ywkynjc,8,2,0.33333,1.48591336,0.28642733208670984,-4.023999216845268
so2ywkynjc,6,3,1.0,1.0,0.0,
so2ywkynjc,7,4,1.54086,1.33209488,0.20751626460638106,1.0060181084889301
so2ywkynjc,5,5,0.33333,1.1554189599999998,0.36411418751775987,-2.257777884471755
so2ywkynjc,1,6,0.33333,1.15738568,0.3623197893360747,-2.27438772116208
so2ywkynjc,2,7,0.33333,1.16033576,0.35959123610069027,-2.299849598582618
q7mqc1mst0,8,0,1.3333300000000001,1.9151800000000005,0.23280749021455466,-2.499275257268438
q7mqc1mst0,5,1,1.6666699999999999,1.4704396100000001,0.2954865636206625,0.6640924297725934
q7mqc1mst0,4,2,1.50196,1.3223405200000002,0.4070261964362117,0.44129709972647746
q7mqc1mst0,2,3,1.6666699999999999,1.4802010600000002,0.2827331121805091,0.659522821935868
q7mqc1mst0,3,4,1.54086,1.33915056,0.20743863620957012,0.9723812481885865
q7mqc1mst0,1,5,1.54086,1.343716,0.2072604376720265,0.951189731211342
q7mqc1mst0,6,6,1.54086,1.32752944,0.20743863620957012,1.0284032131048015
q7mqc1mst0,7,7,1.79249,1.6839385200000003,0.24598276323882856,0.4412970997264765
fmxtqnjbuc,7,0,0.33333,1.6148039999999997,0.5277287357383527,-2.4282816402011376
fmxtqnjbuc,3,1,1.33334,1.6285041399999998,0.27467521358007607,-1.0745932847484638
fmxtqnjbuc,5,2,1.6666699999999999,1.47343311,0.28878722884474634,0.669132394715021
fmxtqnjbuc,4,3,1.41504,1.46628921,0.3064669891650255,-0.1672258736238747
fmxtqnjbuc,8,4,1.54086,1.3329249600000002,0.2075195849595849,1.0020020040060111
fmxtqnjbuc,6,5,1.54086,1.3362452800000002,0.20749966204339124,0.9860966422066352
fmxtqnjbuc,1,6,1.12582,1.32379408,0.20730032757174688,-0.9550109366396491
fmxtqnjbuc,2,7,0.33333,1.15541896,0.36411418751775987,-2.2577778844717558
m9q6e0oj7a,5,0,2.25019,1.90037845,0.35332733230829666,0.990049503712809
m9q6e0oj7a,1,1,1.6666699999999999,1.4737599300000002,0.2863559658280146,0.6736722576817608
m9q6e0oj7a,8,2,2.33333,1.7486681499999999,0.3734929377095068,1.5653893045087113
m9q6e0oj7a,4,3,2.33333,1.7226682899999999,0.36934873670418306,1.653347228013097
m9q6e0oj7a,2,4,1.79249,1.6832725600000003,0.24658872063062084,0.44291336489637184
m9q6e0oj7a,3,5,1.3962400000000001,1.4386309000000002,0.05972567356832397,-0.70976009925625
m9q6e0oj7a,6,6,1.79249,1.6832725600000003,0.24658872063062084,0.44291336489637184
m9q6e0oj7a,7,7,1.79249,1.6799427600000003,0.24956978727158138,0.45096500353837266
crh28aq5c9,2,0,2.25019,1.9003784499999998,0.3533273323082967,0.9900495037128095
crh28aq5c9,5,1,0.33333,1.46465212,0.29404720285849617,-3.8474167038563
crh28aq5c9,3,2,0.33333,1.49323071,0.24139644732347632,-4.804961808098645
crh28aq5c9,6,3,0.33333,1.4768807400000001,0.2920502629066654,-3.915595653360054
crh28aq5c9,4,4,1.0,1.3875226000000007,0.16660503077410363,-2.3259957889593066
crh28aq5c9,1,5,1.0,1.3985422000000005,0.15541803611280133,-2.56432399976243
crh28aq5c9,7,6,0.33333,1.16230248,0.35774712484581833,-2.317202354476699
crh28aq5c9,8,7,0.33333,1.15836904,0.36141523605166176,-2.2828009383701424
yfc8915946,1,0,2.3966,2.33541305,0.37847988608114636,0.161664997930382
yfc8915946,8,1,2.06291,1.65423438,0.33139605140347644,1.2331939933177882
yfc8915946,7,2,1.3962400000000001,1.6911282399999998,0.32829604879331464,-0.8982387728511849
yfc8915946,2,3,1.6037599999999999,1.52604794,0.29918415188969544,0.259746579185956
yfc8915946,4,4,1.52206,1.68518149,0.16650439879678833,-0.97968276621378
yfc8915946,6,5,1.3962400000000001,1.6328676599999998,0.29921937989529424,-0.7908166245207872
yfc8915946,5,6,1.4591500000000002,1.3852268500000007,0.16875183618727685,0.4380583445501672
yfc8915946,3,7,1.54086,1.3354152,0.20750962374058698,0.9900495037128095
6xbr38yopd,6,0,0.66666,1.4918062799999998,0.30181280190436194,-2.7339671305973003
6xbr38yopd,1,1,0.33333,1.4765278600000002,0.28699042953210196,-3.983400637658286
6xbr38yopd,4,2,1.6666699999999999,1.4763514199999999,0.2844265960478794,0.6691307446085754
6xbr38yopd,3,3,1.6666699999999999,1.4652305700000001,0.29173497357186207,0.6904877654320039
6xbr38yopd,8,4,0.33333,1.15640232,0.3632194276811437,-2.266047070374615
6xbr38yopd,7,5,0.33333,1.15148552,0.36764515125420816,-2.2253945610567474
6xbr38yopd,5,6,1.79249,1.6846044800000002,0.24537350197918598,0.43967877187142734
6xbr38yopd,2,7,1.45843,1.44659224,0.3160002127590777,0.03746124060057253
eeyykmwnln,7,0,0.33333,1.6372859999999996,0.504051587502708,-2.5869494955077275
eeyykmwnln,6,1,0.33333,1.49177305,0.2584279459172275,-4.4826539401084755
eeyykmwnln,8,2,0.33333,1.47134488,0.2907824018471296,-3.913630511238016
eeyykmwnln,5,3,0.33333,1.4895835700000002,0.25519207335094685,-4.530914909766377
eeyykmwnln,4,4,0.33333,1.1741027999999998,0.3462418798876877,-2.4282816402011385
eeyykmwnln,1,5,0.33333,1.1691859999999998,0.3511297529745948,-2.380476142847616
eeyykmwnln,2,6,0.33333,1.18491976,0.33498386088995746,-2.5421814583471773
eeyykmwnln,3,7,0.33333,1.1524688799999998,0.36676955204752965,-2.2333884463066
9enmmxzrqm,1,0,1.3333300000000001,1.9111300000000007,0.23698556918091018,-2.4381231397213017
9enmmxzrqm,7,1,1.33334,1.6255728999999997,0.2711071393489851,-1.0779240292297143
9enmmxzrqm,8,2,1.0,1.73600175,0.3471672821347621,-2.120020485439355
9enmmxzrqm,3,3,1.33334,1.6140632799999999,0.2669779332672302,-1.05148495444757
9enmmxzrqm,6,4,1.0,1.3843085500000007,0.16959424851508828,-2.266047070374618
9enmmxzrqm,5,5,1.3962400000000001,1.43939014,0.05998569940894574,-0.7193404498933758
9enmmxzrqm,4,6,1.27043,1.49111574,0.17721092994071333,-1.2453280397198487
l8kadkxbkr,2,1,2.33333,1.7273350999999997,0.3494227924357397,1.7342741032311033
l8kadkxbkr,1,2,1.0,1.74400164,0.3568637146005607,-2.0848340964918908
l8kadkxbkr,7,3,2.33333,1.7440016,0.3618110760646225,1.6288290740296218
l8kadkxbkr,5,4,1.79249,1.6939279200000004,0.23648238662292287,0.4167840210322271
l8kadkxbkr,8,5,1.79249,1.6792768000000005,0.2501564191016492,0.45256963785524973
l8kadkxbkr,6,6,1.79249,1.6819406400000003,0.24779082063141558,0.4461398518246154
l8kadkxbkr,4,7,1.3962400000000001,1.6017261900000002,0.2888258621096524,-0.71145356755479
4k1ad46eg9,2,0,0.33333,1.6252955999999996,0.5169360982719625,-2.499275257268434
4k1ad46eg9,4,1,1.6666699999999999,1.4800998100000002,0.2775628678805288,0.6721727276586035
4k1ad46eg9,6,2,1.6666699999999999,1.44807359,0.3200187184147387,0.683073824815156
4k1ad46eg9,5,3,1.6666699999999999,1.4870181400000002,0.2657489326156182,0.6760210031016374
4k1ad46eg9,1,4,1.12582,1.34081072,0.2073854834425051,-1.0366719812363492
4k1ad46eg9,3,5,1.54086,1.343716,0.2072604376720265,0.951189731211342
4k1ad46eg9,8,6,1.54086,1.33500016,0.20751335925374628,0.9920317455237927
4k1ad46eg9,7,7,1.54086,1.33707536,0.2074863790364813,0.982159122667852
chksbtwpa9,7,0,1.25019,1.25019,0.0,
chksbtwpa9,3,1,0.33333,1.45710621,0.3157208398518157,-3.5593982662894437
chksbtwpa9,1,2,1.6666699999999999,1.4828938,0.2858315931921452,0.642952718933556
chksbtwpa9,6,3,1.57123,1.44989788,0.2572271132200211,0.47169257735368514
chksbtwpa9,5,4,1.12582,1.3296046400000001,0.20748637903648126,-0.9821591226678531
chksbtwpa9,8,5,1.31669,1.15345224,0.36588921463167284,0.4461398518246167
chksbtwpa9,2,6,1.48952,1.2855776,0.28477929229886073,0.7161419580535131
chksbtwpa9,4,7,1.12582,1.3486964799999999,0.20695103025114317,-1.076952744470663
172k2sma4r,8,0,0.33333,1.6492763999999998,0.490535968759723,-2.6826705558967556
172k2sma4r,4,1,0.33333,1.4669167900000002,0.29462480807154695,-3.8475605547945544
172k2sma4r,5,2,1.6666699999999999,1.47803764,0.2873246715237492,0.6565129231668095
172k2sma4r,6,3,1.6666699999999999,1.47793639,0.28223777507000697,0.6687042864945556
172k2sma4r,7,4,0.33333,1.1465687199999999,0.3719532389857112,-2.1864004255417733
172k2sma4r,1,5,1.12582,1.32877456,0.2074697740819283,-0.9782367619480549
172k2sma4r,2,6,1.54086,1.33043472,0.20749966204339118,1.0140993866100705
172k2sma4r,3,7,0.33333,1.15345224,0.36588921463167284,-2.241449616998377
hq1zhqhwaa,1,0,0.33333,1.6417823999999996,0.4990598902478941,-2.6218344242212344
hq1zhqhwaa,8,1,0.33333,1.46445261,0.30836185642826813,-3.6681664298616785
hq1zhqhwaa,2,2,1.6666699999999999,1.47562259,0.2917718195645218,0.6547836260717156
hq1zhqhwaa,5,3,0.33333,1.48218804,0.27540559059495934,-4.171513140013314
hq1zhqhwaa,7,4,0.33333,1.14361864,0.37448331994542877,-2.1637509518930735
hq1zhqhwaa,3,5,1.54086,1.32213392,0.20721721494854997,1.0555401010206005
hq1zhqhwaa,4,6,0.33333,1.1672192799999999,0.3530467831348723,-2.361979544454408
hq1zhqhwaa,6,7,0.33333,1.16033576,0.35959123610069027,-2.299849598582618
srcyko4mfl,5,0,0.66666,1.47215994,0.3236468144870213,-2.488823939999884
srcyko4mfl,7,1,0.33333,1.45655382,0.3245858414031758,-3.4604831040822175
srcyko4mfl,2,2,2.0,1.60816084,0.32856087282708274,1.1925922786497458
srcyko4mfl,6,3,1.6666699999999999,1.4687303200000001,0.309390352520077,0.6397732779568651
srcyko4mfl,8,4,0.33333,1.16131912,0.35867171369488504,-2.308487367097908
srcyko4mfl,3,5,0.33333,1.16131912,0.35867171369488504,-2.308487367097908
srcyko4mfl,4,6,0.33333,1.15541896,0.3641141875177598,-2.2577778844717558
srcyko4mfl,1,7,1.54086,1.3412257599999997,0.20737011643248499,0.962695317119121
vfc66vqf8v,7,0,1.0,2.08471576,0.40810765367145757,-2.6579157490470346
vfc66vqf8v,8,1,1.33334,1.6130256799999998,0.26766279987427766,-1.0449180092690107
vfc66vqf8v,5,2,1.33334,1.6097987199999997,0.26285982607002084,-1.0517343944614663
vfc66vqf8v,6,3,0.33333,1.47265216,0.28100762583377403,-4.054417230206946
vfc66vqf8v,2,4,1.12582,1.32171888,0.20719435313238044,-0.9454836825347086
vfc66vqf8v,3,5,1.12582,1.3362452799999998,0.20749966204339118,-1.0140993866100696
vfc66vqf8v,1,6,1.12582,1.3233790399999998,0.2072807991008293,-0.9530986027504628
vfc66vqf8v,4,7,1.12582,1.34288592,0.20730032757174688,-1.0471084273847724
by11zvzmpo,6,0,1.3333300000000001,1.9300300000000006,0.21615182164395463,-2.7605596633966143
by11zvzmpo,8,1,1.33334,1.6129997199999997,0.2618999906451347,-1.0678111110699842
by11zvzmpo,5,2,1.6666699999999999,1.49909339,0.2394869484903256,0.6997317016913316
by11zvzmpo,1,3,1.57123,1.41923152,0.2796922751069281,0.5434489742052756
by11zvzmpo,3,4,0.83333,1.4902959200000003,0.29837582381981553,-2.20180680723225
by11zvzmpo,4,5,1.54086,1.33915056,0.20743863620957012,0.9723812481885865
by11zvzmpo,2,6,1.54086,1.3271144000000001,0.2074265949791395,1.030463813097331
by11zvzmpo,7,7,1.54086,1.3291896,0.20747849184876965,1.0202040612204066
wa2j69ws6s,5,0,0.33333,1.6073099999999998,0.5351786464350012,-2.380476142847616
wa2j69ws6s,2,1,0.33333,1.4804526900000001,0.28278697655207513,-4.056490521545492
wa2j69ws6s,7,2,0.33333,1.4742140600000002,0.29636062752180214,-3.8496478750912004
wa2j69ws6s,4,3,1.6666699999999999,1.4640736699999999,0.2963402622055111,0.6836611687260371
wa2j69ws6s,3,4,0.33333,1.1652525599999999,0.35494256262759805,-2.3438230508096156
wa2j69ws6s,8,5,0.33333,1.1750861599999998,0.34524759897739243,-2.438123139721298
wa2j69ws6s,6,6,0.33333,1.1613191200000001,0.35867171369488504,-2.308487367097909
wa2j69ws6s,1,7,1.48952,1.2741471999999998,0.2884143434369379,0.7467478816534366
