random_id,condition,block,system,relative1,relative2,relative1_term,relative2_term,distinction
n82s617h3t,mfbg,3,6,fbs,fbd,lobowaby,lobowaby,0
n82s617h3t,mfbg,3,6,fzs,fzd,lobowaby,lobowaby,0
n82s617h3t,mfbg,6,7,mbs,mbd,nžodo,vbāžo,1
n82s617h3t,mfbg,6,7,mzs,mzd,rbāranžā,vbāžo,1
n82s617h3t,mfbg,6,7,fbs,fbd,nžodo,vbāžo,1
n82s617h3t,mfbg,6,7,fzs,fzd,nžodo,vbāžo,1
so2ywkynjc,fmgb,4,1,mbs,mbd,töeqo,töeqo,0
so2ywkynjc,fmgb,4,1,mzs,mzd,töeqo,töeqo,0
so2ywkynjc,fmgb,4,1,fbs,fbd,tuumïhu,tuumïhu,0
so2ywkynjc,fmgb,4,1,fzs,fzd,tuumïhu,tuumïhu,0
so2ywkynjc,fmgb,8,2,mbs,mbd,azuf,azuf,0
so2ywkynjc,fmgb,8,2,mzs,mzd,agivud,agivud,0
so2ywkynjc,fmgb,8,2,fbs,fbd,azuf,azuf,0
so2ywkynjc,fmgb,8,2,fzs,fzd,agivud,agivud,0
so2ywkynjc,fmgb,6,3,mbs,mbd,nyumuo,nyumuo,0
so2ywkynjc,fmgb,6,3,mzs,mzd,nyumuo,nyumuo,0
so2ywkynjc,fmgb,6,3,fbs,fbd,nyumuo,nyumuo,0
so2ywkynjc,fmgb,6,3,fzs,fzd,nyumuo,nyumuo,0
so2ywkynjc,fmgb,7,4,mbs,mbd,morïky,bokokohï,1
so2ywkynjc,fmgb,7,4,mzs,mzd,morïky,bokokohï,1
so2ywkynjc,fmgb,7,4,fbs,fbd,morïky,bokokohï,1
so2ywkynjc,fmgb,7,4,fzs,fzd,morïky,bokokohï,1
so2ywkynjc,fmgb,5,5,mbs,mbd,ktot,ktot,0
so2ywkynjc,fmgb,5,5,mzs,mzd,ktot,ktot,0
so2ywkynjc,fmgb,5,5,fbs,fbd,ktot,ktot,0
so2ywkynjc,fmgb,5,5,fzs,fzd,ktåvrhus,ktåvrhus,0
so2ywkynjc,fmgb,1,6,mbs,mbd,uquçun,uquçun,0
so2ywkynjc,fmgb,1,6,mzs,mzd,aweh,aweh,0
so2ywkynjc,fmgb,1,6,fbs,fbd,aweh,aweh,0
so2ywkynjc,fmgb,1,6,fzs,fzd,aweh,aweh,0
so2ywkynjc,fmgb,2,7,mbs,mbd,popingi,popingi,0
so2ywkynjc,fmgb,2,7,mzs,mzd,kawuka,kawuka,0
so2ywkynjc,fmgb,2,7,fbs,fbd,popingi,popingi,0
so2ywkynjc,fmgb,2,7,fzs,fzd,popingi,popingi,0
kbnum3y523,fmgb,6,0,mbs,mbd,pygele,pygele,0
kbnum3y523,fmgb,6,0,mzs,mzd,pygele,pygele,0
kbnum3y523,fmgb,6,0,fbs,fbd,pygele,pygele,0
kbnum3y523,fmgb,6,0,fzs,fzd,pygele,pygele,0
kbnum3y523,fmgb,6,0,b,z,wupu,wupu,0
kbnum3y523,fmgb,2,1,mbs,mbd,agivud,agivud,0
kbnum3y523,fmgb,2,1,mzs,mzd,agivud,agivud,0
kbnum3y523,fmgb,2,1,fbs,fbd,awupav,awupav,0
kbnum3y523,fmgb,2,1,fzs,fzd,awupav,awupav,0
kbnum3y523,fmgb,1,2,mbs,mbd,ktot,ktot,0
kbnum3y523,fmgb,1,2,mzs,mzd,ktot,ktot,0
kbnum3y523,fmgb,1,2,fbs,fbd,tsåvvses,tsåvvses,0
kbnum3y523,fmgb,1,2,fzs,fzd,tsåvvses,tsåvvses,0
kbnum3y523,fmgb,7,3,mbs,mbd,męwaqïfe,kïmy,1
kbnum3y523,fmgb,7,3,mzs,mzd,męwaqïfe,kïmy,1
kbnum3y523,fmgb,7,3,fbs,fbd,męwaqïfe,kïmy,1
kbnum3y523,fmgb,7,3,fzs,fzd,męwaqïfe,kïmy,1
kbnum3y523,fmgb,8,4,mbs,mbd,canšuehu,canšuehu,0
kbnum3y523,fmgb,8,4,mzs,mzd,canšuehu,canšuehu,0
kbnum3y523,fmgb,8,4,fbs,fbd,šïïnö,šïïnö,0
kbnum3y523,fmgb,8,4,fzs,fzd,canšuehu,canšuehu,0
kbnum3y523,fmgb,4,5,mbs,mbd,baumiă,baumiă,0
kbnum3y523,fmgb,4,5,mzs,mzd,baumiă,baumiă,0
kbnum3y523,fmgb,4,5,fbs,fbd,baumiă,baumiă,0
kbnum3y523,fmgb,4,5,fzs,fzd,gêă,gêă,0
kbnum3y523,fmgb,5,6,mbs,mbd,vruži,vruži,0
kbnum3y523,fmgb,5,6,mzs,mzd,vbāžo,vbāžo,0
kbnum3y523,fmgb,5,6,fbs,fbd,vbāžo,vbāžo,0
kbnum3y523,fmgb,5,6,fzs,fzd,vbāžo,vbāžo,0
kbnum3y523,fmgb,3,7,mbs,mbd,uquçun,orinoçim,1
kbnum3y523,fmgb,3,7,mzs,mzd,orinoçim,orinoçim,0
kbnum3y523,fmgb,3,7,fbs,fbd,uquçun,uquçun,0
kbnum3y523,fmgb,3,7,fzs,fzd,uquçun,uquçun,0
fmxtqnjbuc,mfgb,7,0,mbs,mbd,orinoçim,orinoçim,0
fmxtqnjbuc,mfgb,7,0,mzs,mzd,orinoçim,orinoçim,0
fmxtqnjbuc,mfgb,7,0,fbs,fbd,orinoçim,orinoçim,0
fmxtqnjbuc,mfgb,7,0,fzs,fzd,orinoçim,orinoçim,0
