random_id,condition,block,system,relative1,relative2,relative1_term,relative2_term,distinction
fmxtqnjbuc,mfgb,7,0,b,z,içiqusem,içiqusem,0
fmxtqnjbuc,mfgb,3,1,mbs,mbd,hïlaki,bybï,1
fmxtqnjbuc,mfgb,3,1,mzs,mzd,hïlaki,bybï,1
fmxtqnjbuc,mfgb,3,1,fbs,fbd,bokokohï,bybï,1
fmxtqnjbuc,mfgb,3,1,fzs,fzd,bokokohï,bybï,1
fmxtqnjbuc,mfgb,5,2,mbs,mbd,etupol,etupol,0
fmxtqnjbuc,mfgb,5,2,mzs,mzd,etupol,etupol,0
fmxtqnjbuc,mfgb,5,2,fbs,fbd,ozatof,ozatof,0
fmxtqnjbuc,mfgb,5,2,fzs,fzd,ozatof,ozatof,0
fmxtqnjbuc,mfgb,4,3,mbs,mbd,vruži,ngcāžo,1
fmxtqnjbuc,mfgb,4,3,mzs,mzd,ngcāžo,vruži,1
fmxtqnjbuc,mfgb,4,3,fbs,fbd,ngcāžo,ngcāžo,0
fmxtqnjbuc,mfgb,4,3,fzs,fzd,vruži,vruži,0
fmxtqnjbuc,mfgb,8,4,mbs,mbd,tsåvvses,smêvskêv,1
fmxtqnjbuc,mfgb,8,4,mzs,mzd,tsåvvses,smêvskêv,1
fmxtqnjbuc,mfgb,8,4,fbs,fbd,tsåvvses,smêvskêv,1
fmxtqnjbuc,mfgb,8,4,fzs,fzd,smêvskêv,tsåvvses,1
fmxtqnjbuc,mfgb,6,5,mbs,mbd,beiguumu,cöahido,1
fmxtqnjbuc,mfgb,6,5,mzs,mzd,beiguumu,cöahido,1
fmxtqnjbuc,mfgb,6,5,fbs,fbd,beiguumu,cöahido,1
fmxtqnjbuc,mfgb,6,5,fzs,fzd,beiguumu,cöahido,1
fmxtqnjbuc,mfgb,1,6,mbs,mbd,powisunge,powisunge,0
fmxtqnjbuc,mfgb,1,6,mzs,mzd,powisunge,powisunge,0
fmxtqnjbuc,mfgb,1,6,fbs,fbd,lepego,lepego,0
fmxtqnjbuc,mfgb,1,6,fzs,fzd,lepego,lepego,0
fmxtqnjbuc,mfgb,2,7,mbs,mbd,huanăa,huanăa,0
fmxtqnjbuc,mfgb,2,7,mzs,mzd,gêă,gêă,0
fmxtqnjbuc,mfgb,2,7,fbs,fbd,huanăa,huanăa,0
fmxtqnjbuc,mfgb,2,7,fzs,fzd,huanăa,huanăa,0
3fs5m6cp2b,mfbg,6,0,mbs,mbd,ngcāžo,rbāranžā,1
3fs5m6cp2b,mfbg,6,0,mzs,mzd,ngcāžo,rbāranžā,1
3fs5m6cp2b,mfbg,6,0,fbs,fbd,ngcāžo,rbāranžā,1
3fs5m6cp2b,mfbg,6,0,fzs,fzd,ngcāžo,rbāranžā,1
3fs5m6cp2b,mfbg,6,0,b,z,žbodu,pžicā,1
3fs5m6cp2b,mfbg,7,1,mbs,mbd,goozăi,goozăi,0
3fs5m6cp2b,mfbg,7,1,mzs,mzd,goozăi,goozăi,0
3fs5m6cp2b,mfbg,7,1,fbs,fbd,huanăa,huanăa,0
3fs5m6cp2b,mfbg,7,1,fzs,fzd,huanăa,huanăa,0
3fs5m6cp2b,mfbg,2,2,mbs,mbd,smêvskêv,smêvskêv,0
3fs5m6cp2b,mfbg,2,2,mzs,mzd,smêvskêv,smêvskêv,0
3fs5m6cp2b,mfbg,2,2,fbs,fbd,svik,svik,0
3fs5m6cp2b,mfbg,2,2,fzs,fzd,svik,svik,0
3fs5m6cp2b,mfbg,3,3,mbs,mbd,içiqusem,aweh,1
3fs5m6cp2b,mfbg,3,3,mzs,mzd,içiqusem,aweh,1
3fs5m6cp2b,mfbg,3,3,fbs,fbd,içiqusem,aweh,1
3fs5m6cp2b,mfbg,3,3,fzs,fzd,içiqusem,aweh,1
3fs5m6cp2b,mfbg,4,4,mbs,mbd,męwaqïfe,męwaqïfe,0
3fs5m6cp2b,mfbg,4,4,mzs,mzd,męwaqïfe,męwaqïfe,0
3fs5m6cp2b,mfbg,4,4,fbs,fbd,kïmy,kïmy,0
3fs5m6cp2b,mfbg,4,4,fzs,fzd,męwaqïfe,męwaqïfe,0
3fs5m6cp2b,mfbg,1,5,mbs,mbd,awupav,awupav,0
3fs5m6cp2b,mfbg,1,5,mzs,mzd,awupav,awupav,0
3fs5m6cp2b,mfbg,1,5,fbs,fbd,awupav,awupav,0
3fs5m6cp2b,mfbg,1,5,fzs,fzd,ilug,ilug,0
3fs5m6cp2b,mfbg,8,6,mbs,mbd,pygele,ngapapu,1
3fs5m6cp2b,mfbg,8,6,mzs,mzd,luge,goviku,1
3fs5m6cp2b,mfbg,8,6,fbs,fbd,luge,goviku,1
3fs5m6cp2b,mfbg,8,6,fzs,fzd,luge,goviku,1
3fs5m6cp2b,mfbg,5,7,mbs,mbd,canšuehu,canšuehu,0
3fs5m6cp2b,mfbg,5,7,mzs,mzd,yaöpe,yaöpe,0
3fs5m6cp2b,mfbg,5,7,fbs,fbd,canšuehu,canšuehu,0
3fs5m6cp2b,mfbg,5,7,fzs,fzd,canšuehu,canšuehu,0
sspwqxgdcc,mfgb,4,0,mbs,mbd,idanuluf,idanuluf,0
sspwqxgdcc,mfgb,4,0,mzs,mzd,idanuluf,idanuluf,0
sspwqxgdcc,mfgb,4,0,fbs,fbd,idanuluf,idanuluf,0
sspwqxgdcc,mfgb,4,0,fzs,fzd,idanuluf,idanuluf,0
sspwqxgdcc,mfgb,4,0,b,z,ozatof,ozatof,0
sspwqxgdcc,mfgb,8,1,mbs,mbd,ngcāžo,ngcāžo,0
sspwqxgdcc,mfgb,8,1,mzs,mzd,ngcāžo,ngcāžo,0
sspwqxgdcc,mfgb,8,1,fbs,fbd,pžicā,pžicā,0
sspwqxgdcc,mfgb,8,1,fzs,fzd,pžicā,pžicā,0
sspwqxgdcc,mfgb,2,2,mbs,mbd,morïky,morïky,0
sspwqxgdcc,mfgb,2,2,mzs,mzd,męwaqïfe,męwaqïfe,0
sspwqxgdcc,mfgb,2,2,fbs,fbd,morïky,morïky,0
sspwqxgdcc,mfgb,2,2,fzs,fzd,męwaqïfe,męwaqïfe,0
sspwqxgdcc,mfgb,3,3,mbs,mbd,lawolu,lawolu,0
sspwqxgdcc,mfgb,3,3,mzs,mzd,goviku,goviku,0
sspwqxgdcc,mfgb,3,3,fbs,fbd,goviku,goviku,0
sspwqxgdcc,mfgb,3,3,fzs,fzd,lawolu,lawolu,0
sspwqxgdcc,mfgb,1,4,mbs,mbd,orinoçim,orinoçim,0
sspwqxgdcc,mfgb,1,4,mzs,mzd,orinoçim,orinoçim,0
sspwqxgdcc,mfgb,1,4,fbs,fbd,emøyeç,emøyeç,0
sspwqxgdcc,mfgb,1,4,fzs,fzd,orinoçim,orinoçim,0
sspwqxgdcc,mfgb,6,5,mbs,mbd,vrêd,vrêd,0
sspwqxgdcc,mfgb,6,5,mzs,mzd,vrêd,vrêd,0
sspwqxgdcc,mfgb,6,5,fbs,fbd,vrêd,vrêd,0
sspwqxgdcc,mfgb,6,5,fzs,fzd,tsåvvses,tsåvvses,0
sspwqxgdcc,mfgb,5,6,mbs,mbd,nyumuo,nyumuo,0
sspwqxgdcc,mfgb,5,6,mzs,mzd,baumiă,baumiă,0
sspwqxgdcc,mfgb,5,6,fbs,fbd,baumiă,baumiă,0
sspwqxgdcc,mfgb,5,6,fzs,fzd,baumiă,baumiă,0
sspwqxgdcc,mfgb,7,7,mbs,mbd,möïtu,möïtu,0
sspwqxgdcc,mfgb,7,7,mzs,mzd,nuubö,nuubö,0
sspwqxgdcc,mfgb,7,7,fbs,fbd,möïtu,möïtu,0
sspwqxgdcc,mfgb,7,7,fzs,fzd,möïtu,möïtu,0
m9q6e0oj7a,fmbg,5,0,mbs,mbd,ngcāžo,vruži,1
m9q6e0oj7a,fmbg,5,0,mzs,mzd,ngcāžo,vruži,1
m9q6e0oj7a,fmbg,5,0,fbs,fbd,ngcāžo,vruži,1
m9q6e0oj7a,fmbg,5,0,fzs,fzd,ngcāžo,vruži,1
m9q6e0oj7a,fmbg,5,0,b,z,ngcāžo,vruži,1
m9q6e0oj7a,fmbg,1,1,mbs,mbd,šaaqaude,yaöpe,1
m9q6e0oj7a,fmbg,1,1,mzs,mzd,šaaqaude,yaöpe,1
m9q6e0oj7a,fmbg,1,1,fbs,fbd,šaaqaude,yaöpe,1
m9q6e0oj7a,fmbg,1,1,fzs,fzd,šaaqaude,yaöpe,1
m9q6e0oj7a,fmbg,8,2,mbs,mbd,nyumuo,gêă,1
m9q6e0oj7a,fmbg,8,2,mzs,mzd,nyumuo,gêă,1
m9q6e0oj7a,fmbg,8,2,fbs,fbd,niuhiê,qăo,1
m9q6e0oj7a,fmbg,8,2,fzs,fzd,niuhiê,qăo,1
m9q6e0oj7a,fmbg,4,3,mbs,mbd,kïmy,qïru,1
m9q6e0oj7a,fmbg,4,3,mzs,mzd,męwaqïfe,morïky,1
m9q6e0oj7a,fmbg,4,3,fbs,fbd,kïmy,qïru,1
m9q6e0oj7a,fmbg,4,3,fzs,fzd,męwaqïfe,morïky,1
m9q6e0oj7a,fmbg,2,4,mbs,mbd,øqoç,emøyeç,1
m9q6e0oj7a,fmbg,2,4,mzs,mzd,uquçun,içiqusem,1
m9q6e0oj7a,fmbg,2,4,fbs,fbd,øqoç,emøyeç,1
m9q6e0oj7a,fmbg,2,4,fzs,fzd,uquçun,içiqusem,1
m9q6e0oj7a,fmbg,3,5,mbs,mbd,egezalat,ozatof,1
m9q6e0oj7a,fmbg,3,5,mzs,mzd,agivud,ozatof,1
m9q6e0oj7a,fmbg,3,5,fbs,fbd,egezalat,ozatof,1
m9q6e0oj7a,fmbg,3,5,fzs,fzd,agivud,otev,1
m9q6e0oj7a,fmbg,6,6,mbs,mbd,tsåvvses,ktåvrhus,1
m9q6e0oj7a,fmbg,6,6,mzs,mzd,tsåvvses,ktåvrhus,1
m9q6e0oj7a,fmbg,6,6,fbs,fbd,sfêvdok,rhåv,1
m9q6e0oj7a,fmbg,6,6,fzs,fzd,sfêvdok,rhåv,1
m9q6e0oj7a,fmbg,7,7,mbs,mbd,lepego,pygele,1
m9q6e0oj7a,fmbg,7,7,mzs,mzd,lepego,pygele,1
m9q6e0oj7a,fmbg,7,7,fbs,fbd,goviku,wupu,1
m9q6e0oj7a,fmbg,7,7,fzs,fzd,goviku,wupu,1
eeyykmwnln,fmbg,7,0,mbs,mbd,vrêd,vrêd,0
eeyykmwnln,fmbg,7,0,mzs,mzd,vrêd,vrêd,0
eeyykmwnln,fmbg,7,0,fbs,fbd,vrêd,vrêd,0
eeyykmwnln,fmbg,7,0,fzs,fzd,vrêd,vrêd,0
eeyykmwnln,fmbg,7,0,b,z,ktåvrhus,ktåvrhus,0
eeyykmwnln,fmbg,6,1,mbs,mbd,šaaqaude,šaaqaude,0
eeyykmwnln,fmbg,6,1,mzs,mzd,šaaqaude,šaaqaude,0
eeyykmwnln,fmbg,6,1,fbs,fbd,töeqo,töeqo,0
eeyykmwnln,fmbg,6,1,fzs,fzd,töeqo,töeqo,0
eeyykmwnln,fmbg,8,2,mbs,mbd,niuhiê,niuhiê,0
eeyykmwnln,fmbg,8,2,mzs,mzd,taobyo,taobyo,0
eeyykmwnln,fmbg,8,2,fbs,fbd,niuhiê,niuhiê,0
eeyykmwnln,fmbg,8,2,fzs,fzd,taobyo,taobyo,0
eeyykmwnln,fmbg,5,3,mbs,mbd,idanuluf,idanuluf,0
eeyykmwnln,fmbg,5,3,mzs,mzd,awupav,awupav,0
eeyykmwnln,fmbg,5,3,fbs,fbd,awupav,awupav,0
eeyykmwnln,fmbg,5,3,fzs,fzd,idanuluf,idanuluf,0
eeyykmwnln,fmbg,4,4,mbs,mbd,rbāranžā,rbāranžā,0
eeyykmwnln,fmbg,4,4,mzs,mzd,rbāranžā,rbāranžā,0
eeyykmwnln,fmbg,4,4,fbs,fbd,cžunge,cžunge,0
eeyykmwnln,fmbg,4,4,fzs,fzd,rbāranžā,rbāranžā,0
eeyykmwnln,fmbg,1,5,mbs,mbd,aweh,aweh,0
eeyykmwnln,fmbg,1,5,mzs,mzd,aweh,aweh,0
eeyykmwnln,fmbg,1,5,fbs,fbd,aweh,aweh,0
eeyykmwnln,fmbg,1,5,fzs,fzd,içiqusem,içiqusem,0
eeyykmwnln,fmbg,2,6,mbs,mbd,goviku,goviku,0
eeyykmwnln,fmbg,2,6,mzs,mzd,lawolu,lawolu,0
eeyykmwnln,fmbg,2,6,fbs,fbd,lawolu,lawolu,0
eeyykmwnln,fmbg,2,6,fzs,fzd,lawolu,lawolu,0
eeyykmwnln,fmbg,3,7,mbs,mbd,męwaqïfe,męwaqïfe,0
eeyykmwnln,fmbg,3,7,mzs,mzd,qïru,qïru,0
eeyykmwnln,fmbg,3,7,fbs,fbd,męwaqïfe,męwaqïfe,0
eeyykmwnln,fmbg,3,7,fzs,fzd,męwaqïfe,męwaqïfe,0
yfc8915946,mfgb,1,0,mbs,mbd,hïlaki,bokokohï,1
yfc8915946,mfgb,1,0,mzs,mzd,qïru,hïlaki,1
yfc8915946,mfgb,1,0,fbs,fbd,hïlaki,bokokohï,1
yfc8915946,mfgb,1,0,fzs,fzd,męwaqïfe,hïlaki,1
yfc8915946,mfgb,1,0,b,z,męwaqïfe,bokokohï,1
yfc8915946,mfgb,8,1,mbs,mbd,vbāžo,vruži,1
yfc8915946,mfgb,8,1,mzs,mzd,žbodu,ngcāžo,1
yfc8915946,mfgb,8,1,fbs,fbd,žbodu,ngcāžo,1
yfc8915946,mfgb,8,1,fzs,fzd,žbodu,vruži,1
yfc8915946,mfgb,7,2,mbs,mbd,sfêvdok,rhymsvåd,1
yfc8915946,mfgb,7,2,mzs,mzd,tsåvvses,rhymsvåd,1
yfc8915946,mfgb,7,2,fbs,fbd,sfêvdok,smêvskêv,1
yfc8915946,mfgb,7,2,fzs,fzd,tsåvvses,rhymsvåd,1
yfc8915946,mfgb,2,3,mbs,mbd,tuumïhu,tuumïhu,0
yfc8915946,mfgb,2,3,mzs,mzd,šïïnö,tuumïhu,1
yfc8915946,mfgb,2,3,fbs,fbd,šïïnö,nuubö,1
yfc8915946,mfgb,2,3,fzs,fzd,šïïnö,tuumïhu,1
yfc8915946,mfgb,4,4,mbs,mbd,awupav,agivud,1
yfc8915946,mfgb,4,4,mzs,mzd,otev,ozatof,1
yfc8915946,mfgb,4,4,fbs,fbd,awupav,awupav,0
yfc8915946,mfgb,4,4,fzs,fzd,ozatof,otev,1
yfc8915946,mfgb,6,5,mbs,mbd,hyonăo,goozăi,1
yfc8915946,mfgb,6,5,mzs,mzd,hyonăo,qăo,1
yfc8915946,mfgb,6,5,fbs,fbd,hyonăo,qăo,1
yfc8915946,mfgb,6,5,fzs,fzd,huanăa,goozăi,1
yfc8915946,mfgb,5,6,mbs,mbd,popingi,lepego,1
yfc8915946,mfgb,5,6,mzs,mzd,popingi,goviku,1
yfc8915946,mfgb,5,6,fbs,fbd,popingi,goviku,1
yfc8915946,mfgb,5,6,fzs,fzd,kawuka,goviku,1
yfc8915946,mfgb,3,7,mbs,mbd,aqinudød,orinoçim,1
yfc8915946,mfgb,3,7,mzs,mzd,aqinudød,orinoçim,1
yfc8915946,mfgb,3,7,fbs,fbd,aqinudød,orinoçim,1
yfc8915946,mfgb,3,7,fzs,fzd,aqinudød,orinoçim,1
l8kadkxbkr,mfbg,2,1,mbs,mbd,yaöpe,töeqo,1
l8kadkxbkr,mfbg,2,1,mzs,mzd,möïtu,nuubö,1
l8kadkxbkr,mfbg,2,1,fbs,fbd,yaöpe,töeqo,1
l8kadkxbkr,mfbg,2,1,fzs,fzd,möïtu,nuubö,1
l8kadkxbkr,mfbg,1,2,mbs,mbd,ilug,agivud,1
l8kadkxbkr,mfbg,1,2,mzs,mzd,ulywaf,egezalat,1
l8kadkxbkr,mfbg,1,2,fbs,fbd,ilug,agivud,1
l8kadkxbkr,mfbg,1,2,fzs,fzd,ulywaf,egezalat,1
l8kadkxbkr,mfbg,7,3,mbs,mbd,taobyo,gêă,1
l8kadkxbkr,mfbg,7,3,mzs,mzd,nyumuo,baumiă,1
l8kadkxbkr,mfbg,7,3,fbs,fbd,taobyo,gêă,1
l8kadkxbkr,mfbg,7,3,fzs,fzd,nyumuo,baumiă,1
l8kadkxbkr,mfbg,5,4,mbs,mbd,aweh,emøyeç,1
l8kadkxbkr,mfbg,5,4,mzs,mzd,orinoçim,ømenad,1
l8kadkxbkr,mfbg,5,4,fbs,fbd,aweh,emøyeç,1
l8kadkxbkr,mfbg,5,4,fzs,fzd,orinoçim,ømenad,1
l8kadkxbkr,mfbg,8,5,mbs,mbd,morïky,męwaqïfe,1
l8kadkxbkr,mfbg,8,5,mzs,mzd,morïky,męwaqïfe,1
l8kadkxbkr,mfbg,8,5,fbs,fbd,lobowaby,ryvïri,1
l8kadkxbkr,mfbg,8,5,fzs,fzd,lobowaby,ryvïri,1
l8kadkxbkr,mfbg,6,6,mbs,mbd,vropcāre,nžodo,1
l8kadkxbkr,mfbg,6,6,mzs,mzd,vbāžo,ngcāžo,1
l8kadkxbkr,mfbg,6,6,fbs,fbd,vropcāre,nžodo,1
l8kadkxbkr,mfbg,6,6,fzs,fzd,vbāžo,ngcāžo,1
l8kadkxbkr,mfbg,4,7,mbs,mbd,smêvskêv,rhåv,1
l8kadkxbkr,mfbg,4,7,mzs,mzd,ktot,rhymsvåd,1
l8kadkxbkr,mfbg,4,7,fbs,fbd,smêvskêv,rhåv,1
l8kadkxbkr,mfbg,4,7,fzs,fzd,ktot,rhåv,1
9r62k0regr,mfgb,2,0,mbs,mbd,lepego,popingi,1
9r62k0regr,mfgb,2,0,mzs,mzd,ngapapu,popingi,1
9r62k0regr,mfgb,2,0,fbs,fbd,lepego,popingi,1
9r62k0regr,mfgb,2,0,fzs,fzd,ngapapu,popingi,1
9r62k0regr,mfgb,2,0,b,z,kawuka,kawuka,0
9r62k0regr,mfgb,3,1,mbs,mbd,vrêd,rhymsvåd,1
9r62k0regr,mfgb,3,1,mzs,mzd,rhåv,rhymsvåd,1
9r62k0regr,mfgb,3,1,fbs,fbd,rhåv,rhymsvåd,1
9r62k0regr,mfgb,3,1,fzs,fzd,sfêvdok,rhymsvåd,1
9r62k0regr,mfgb,8,2,mbs,mbd,hïlaki,bokokohï,1
9r62k0regr,mfgb,8,2,mzs,mzd,morïky,męwaqïfe,1
9r62k0regr,mfgb,8,2,fbs,fbd,hïlaki,bokokohï,1
9r62k0regr,mfgb,8,2,fzs,fzd,morïky,męwaqïfe,1
9r62k0regr,mfgb,6,3,mbs,mbd,ulywaf,ilug,1
9r62k0regr,mfgb,6,3,mzs,mzd,azuf,ulywaf,1
9r62k0regr,mfgb,6,3,fbs,fbd,ulywaf,agivud,1
9r62k0regr,mfgb,6,3,fzs,fzd,azuf,ulywaf,1
9r62k0regr,mfgb,1,4,mbs,mbd,içiqusem,içiqusem,0
9r62k0regr,mfgb,1,4,mzs,mzd,ømenad,ømenad,0
9r62k0regr,mfgb,1,4,fbs,fbd,ømenad,ømenad,0
9r62k0regr,mfgb,1,4,fzs,fzd,içiqusem,içiqusem,0
9r62k0regr,mfgb,7,5,mbs,mbd,pžicā,pžicā,0
9r62k0regr,mfgb,7,5,mzs,mzd,ngcāžo,vbāžo,1
9r62k0regr,mfgb,7,5,fbs,fbd,pžicā,pžicā,0
9r62k0regr,mfgb,7,5,fzs,fzd,ngcāžo,vbāžo,1
9r62k0regr,mfgb,4,6,mbs,mbd,canšuehu,canšuehu,0
9r62k0regr,mfgb,4,6,mzs,mzd,šaaqaude,canšuehu,1
9r62k0regr,mfgb,4,6,fbs,fbd,canšuehu,beiguumu,1
9r62k0regr,mfgb,4,6,fzs,fzd,šaaqaude,canšuehu,1
9r62k0regr,mfgb,5,7,mbs,mbd,qăo,nyumuo,1
9r62k0regr,mfgb,5,7,mzs,mzd,hyonăo,qăo,1
9r62k0regr,mfgb,5,7,fbs,fbd,hyonăo,nyumuo,1
9r62k0regr,mfgb,5,7,fzs,fzd,qăo,niuhiê,1
0q8bzdvgxy,mfgb,6,0,mbs,mbd,šaaqaude,yaöpe,1
0q8bzdvgxy,mfgb,6,0,mzs,mzd,šaaqaude,yaöpe,1
0q8bzdvgxy,mfgb,6,0,fbs,fbd,šaaqaude,yaöpe,1
0q8bzdvgxy,mfgb,6,0,fzs,fzd,šaaqaude,yaöpe,1
0q8bzdvgxy,mfgb,6,0,b,z,möïtu,möïtu,0
0q8bzdvgxy,mfgb,7,1,mbs,mbd,vbāžo,rbāranžā,1
0q8bzdvgxy,mfgb,7,1,mzs,mzd,vbāžo,rbāranžā,1
0q8bzdvgxy,mfgb,7,1,fbs,fbd,byure,cžunge,1
0q8bzdvgxy,mfgb,7,1,fzs,fzd,byure,cžunge,1
0q8bzdvgxy,mfgb,2,2,mbs,mbd,baumiă,nyumuo,1
0q8bzdvgxy,mfgb,2,2,mzs,mzd,baumiă,nyumuo,1
0q8bzdvgxy,mfgb,2,2,fbs,fbd,baumiă,gêă,1
0q8bzdvgxy,mfgb,2,2,fzs,fzd,baumiă,nyumuo,1
0q8bzdvgxy,mfgb,5,3,mbs,mbd,morïky,hïlaki,1
0q8bzdvgxy,mfgb,5,3,mzs,mzd,ryvïri,zuvewu,1
0q8bzdvgxy,mfgb,5,3,fbs,fbd,ryvïri,zuvewu,1
0q8bzdvgxy,mfgb,5,3,fzs,fzd,morïky,hïlaki,1
0q8bzdvgxy,mfgb,3,4,mbs,mbd,içiqusem,içiqusem,0
0q8bzdvgxy,mfgb,3,4,mzs,mzd,içiqusem,içiqusem,0
0q8bzdvgxy,mfgb,3,4,fbs,fbd,emøyeç,emøyeç,0
0q8bzdvgxy,mfgb,3,4,fzs,fzd,içiqusem,içiqusem,0
0q8bzdvgxy,mfgb,4,5,mbs,mbd,awupav,etupol,1
0q8bzdvgxy,mfgb,4,5,mzs,mzd,awupav,etupol,1
0q8bzdvgxy,mfgb,4,5,fbs,fbd,awupav,etupol,1
0q8bzdvgxy,mfgb,4,5,fzs,fzd,ozatof,egezalat,1
0q8bzdvgxy,mfgb,8,6,mbs,mbd,kvurddåh,ktåvrhus,1
0q8bzdvgxy,mfgb,8,6,mzs,mzd,kvurddåh,ktåvrhus,1
0q8bzdvgxy,mfgb,8,6,fbs,fbd,kvurddåh,ktåvrhus,1
0q8bzdvgxy,mfgb,8,6,fzs,fzd,kvurddåh,ktåvrhus,1
0q8bzdvgxy,mfgb,1,7,mbs,mbd,ngapapu,wupu,1
0q8bzdvgxy,mfgb,1,7,mzs,mzd,ngapapu,wupu,1
0q8bzdvgxy,mfgb,1,7,fbs,fbd,ngapapu,ngapapu,0
0q8bzdvgxy,mfgb,1,7,fzs,fzd,wupu,ngapapu,1
wa2j69ws6s,fmbg,5,0,mbs,mbd,adeçim,adeçim,0
wa2j69ws6s,fmbg,5,0,mzs,mzd,adeçim,adeçim,0
wa2j69ws6s,fmbg,5,0,fbs,fbd,adeçim,adeçim,0
wa2j69ws6s,fmbg,5,0,fzs,fzd,adeçim,adeçim,0
wa2j69ws6s,fmbg,5,0,b,z,emøyeç,emøyeç,0
wa2j69ws6s,fmbg,2,1,mbs,mbd,morïky,morïky,0
wa2j69ws6s,fmbg,2,1,mzs,mzd,morïky,morïky,0
wa2j69ws6s,fmbg,2,1,fbs,fbd,bybï,bybï,0
wa2j69ws6s,fmbg,2,1,fzs,fzd,bybï,bybï,0
wa2j69ws6s,fmbg,7,2,mbs,mbd,sfêvdok,sfêvdok,0
wa2j69ws6s,fmbg,7,2,mzs,mzd,kvurddåh,kvurddåh,0
wa2j69ws6s,fmbg,7,2,fbs,fbd,sfêvdok,sfêvdok,0
wa2j69ws6s,fmbg,7,2,fzs,fzd,kvurddåh,kvurddåh,0
wa2j69ws6s,fmbg,4,3,mbs,mbd,gêă,gêă,0
wa2j69ws6s,fmbg,4,3,mzs,mzd,taobyo,taobyo,0
wa2j69ws6s,fmbg,4,3,fbs,fbd,gêă,gêă,0
wa2j69ws6s,fmbg,4,3,fzs,fzd,taobyo,taobyo,0
wa2j69ws6s,fmbg,3,4,mbs,mbd,šïïnö,šïïnö,0
wa2j69ws6s,fmbg,3,4,mzs,mzd,šïïnö,šïïnö,0
wa2j69ws6s,fmbg,3,4,fbs,fbd,tuumïhu,tuumïhu,0
wa2j69ws6s,fmbg,3,4,fzs,fzd,šïïnö,šïïnö,0
wa2j69ws6s,fmbg,8,5,mbs,mbd,žbodu,žbodu,0
wa2j69ws6s,fmbg,8,5,mzs,mzd,žbodu,žbodu,0
wa2j69ws6s,fmbg,8,5,fbs,fbd,žbodu,žbodu,0
wa2j69ws6s,fmbg,8,5,fzs,fzd,pžicā,pžicā,0
wa2j69ws6s,fmbg,6,6,mbs,mbd,awupav,awupav,0
wa2j69ws6s,fmbg,6,6,mzs,mzd,egezalat,egezalat,0
wa2j69ws6s,fmbg,6,6,fbs,fbd,egezalat,egezalat,0
wa2j69ws6s,fmbg,6,6,fzs,fzd,egezalat,egezalat,0
wa2j69ws6s,fmbg,1,7,mbs,mbd,luge,lepego,1
wa2j69ws6s,fmbg,1,7,mzs,mzd,luge,lepego,1
wa2j69ws6s,fmbg,1,7,fbs,fbd,luge,luge,0
wa2j69ws6s,fmbg,1,7,fzs,fzd,luge,lepego,1
rxzy9xwpkp,fmbg,7,0,mbs,mbd,baumiă,baumiă,0
rxzy9xwpkp,fmbg,7,0,mzs,mzd,baumiă,baumiă,0
rxzy9xwpkp,fmbg,7,0,fbs,fbd,baumiă,baumiă,0
rxzy9xwpkp,fmbg,7,0,fzs,fzd,baumiă,baumiă,0
rxzy9xwpkp,fmbg,7,0,b,z,nyumuo,baumiă,1
rxzy9xwpkp,fmbg,4,1,mbs,mbd,orinoçim,orinoçim,0
rxzy9xwpkp,fmbg,4,1,mzs,mzd,orinoçim,orinoçim,0
rxzy9xwpkp,fmbg,4,1,fbs,fbd,uquçun,uquçun,0
rxzy9xwpkp,fmbg,4,1,fzs,fzd,uquçun,uquçun,0
rxzy9xwpkp,fmbg,3,2,mbs,mbd,morïky,hïlaki,1
rxzy9xwpkp,fmbg,3,2,mzs,mzd,morïky,hïlaki,1
rxzy9xwpkp,fmbg,3,2,fbs,fbd,morïky,kïmy,1
rxzy9xwpkp,fmbg,3,2,fzs,fzd,hïlaki,kïmy,1
rxzy9xwpkp,fmbg,8,3,mbs,mbd,etupol,agivud,1
rxzy9xwpkp,fmbg,8,3,mzs,mzd,etupol,agivud,1
rxzy9xwpkp,fmbg,8,3,fbs,fbd,idanuluf,egezalat,1
rxzy9xwpkp,fmbg,8,3,fzs,fzd,idanuluf,egezalat,1
rxzy9xwpkp,fmbg,1,4,mbs,mbd,rhymsvåd,rhymsvåd,0
rxzy9xwpkp,fmbg,1,4,mzs,mzd,rhymsvåd,rhymsvåd,0
rxzy9xwpkp,fmbg,1,4,fbs,fbd,smêvskêv,smêvskêv,0
rxzy9xwpkp,fmbg,1,4,fzs,fzd,rhymsvåd,rhymsvåd,0
rxzy9xwpkp,fmbg,5,5,mbs,mbd,pžicā,vropcāre,1
rxzy9xwpkp,fmbg,5,5,mzs,mzd,vropcāre,vropcāre,0
rxzy9xwpkp,fmbg,5,5,fbs,fbd,pžicā,vropcāre,1
rxzy9xwpkp,fmbg,5,5,fzs,fzd,pžicā,pžicā,0
rxzy9xwpkp,fmbg,2,6,mbs,mbd,luge,luge,0
rxzy9xwpkp,fmbg,2,6,mzs,mzd,luge,wupu,1
rxzy9xwpkp,fmbg,2,6,fbs,fbd,goviku,goviku,0
rxzy9xwpkp,fmbg,2,6,fzs,fzd,goviku,goviku,0
rxzy9xwpkp,fmbg,6,7,mbs,mbd,cöahido,töeqo,1
rxzy9xwpkp,fmbg,6,7,mzs,mzd,tuumïhu,töeqo,1
