random_id,condition,block,system,trial_type,selectee,selection,expected,correct,undo,done,generaliser1,generaliser1_term,generaliser2,generaliser2_term,generaliser3,generaliser3_term,generaliser4,generaliser4_term,catch_failed,button_number,trial_index,time_elapsed,rt
chksbtwpa9,mfbg,1,2,critical,mbd,kvurddåh,rhymsvåd,0,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,,1,32,165572,949
chksbtwpa9,mfbg,1,2,critical,,DONE,,0,0,1,fbs,rhymsvåd,fzd,kvurddåh,,,,,,5,33,167610,2035
chksbtwpa9,mfbg,2,6,critical,fzd,azuf,azuf,1,0,0,mbd,idanuluf,fbd,azuf,,,,,,2,45,195851,3454
chksbtwpa9,mfbg,2,6,critical,mbs,azuf,idanuluf,0,0,0,mbd,idanuluf,fbd,azuf,,,,,,2,46,198370,2517
chksbtwpa9,mfbg,2,6,critical,fbs,azuf,azuf,1,0,0,mbd,idanuluf,fbd,azuf,,,,,,2,47,198627,254
chksbtwpa9,mfbg,2,6,critical,mzs,idanuluf,azuf,0,0,0,mbd,idanuluf,fbd,azuf,,,,,,3,48,202997,4368
chksbtwpa9,mfbg,2,6,critical,fzs,azuf,azuf,1,0,0,mbd,idanuluf,fbd,azuf,,,,,,2,49,205820,2820
chksbtwpa9,mfbg,2,6,critical,mzd,idanuluf,azuf,0,0,0,mbd,idanuluf,fbd,azuf,,,,,,3,50,207756,1933
chksbtwpa9,mfbg,2,6,catch,mbd,idanuluf,idanuluf,1,0,0,mbd,idanuluf,fbd,azuf,,,,,False,3,51,209160,1402
chksbtwpa9,mfbg,2,6,critical,,DONE,,0,0,1,mbd,idanuluf,fbd,azuf,,,,,,5,52,210719,1557
chksbtwpa9,mfbg,3,1,critical,mzs,ngcāžo,ngcāžo,1,0,0,fzd,byure,mbd,ngcāžo,,,,,,0,64,235714,2794
chksbtwpa9,mfbg,3,1,critical,fzs,byure,byure,1,0,0,fzd,byure,mbd,ngcāžo,,,,,,1,65,237792,2075
chksbtwpa9,mfbg,3,1,catch,mbd,ngcāžo,ngcāžo,1,0,0,fzd,byure,mbd,ngcāžo,,,,,False,0,66,239439,1644
chksbtwpa9,mfbg,3,1,critical,mbs,ngcāžo,ngcāžo,1,0,0,fzd,byure,mbd,ngcāžo,,,,,,0,67,241010,1568
chksbtwpa9,mfbg,3,1,critical,fbs,byure,byure,1,0,0,fzd,byure,mbd,ngcāžo,,,,,,1,68,242670,1658
chksbtwpa9,mfbg,3,1,critical,fbd,byure,byure,1,0,0,fzd,byure,mbd,ngcāžo,,,,,,1,69,243557,884
chksbtwpa9,mfbg,3,1,critical,mzd,ngcāžo,ngcāžo,1,0,0,fzd,byure,mbd,ngcāžo,,,,,,0,70,244542,982
chksbtwpa9,mfbg,3,1,critical,,DONE,,0,0,1,fzd,byure,mbd,ngcāžo,,,,,,5,71,245853,1309
chksbtwpa9,mfbg,4,7,critical,mbs,popingi,goviku,0,0,0,mzd,popingi,fbs,goviku,,,,,,3,83,270254,7327
chksbtwpa9,mfbg,4,7,catch,mzd,popingi,popingi,1,0,0,mzd,popingi,fbs,goviku,,,,,False,3,84,271007,750
chksbtwpa9,mfbg,4,7,critical,fbd,goviku,goviku,1,0,0,mzd,popingi,fbs,goviku,,,,,,2,85,272365,1356
chksbtwpa9,mfbg,4,7,critical,mzs,popingi,popingi,1,0,0,mzd,popingi,fbs,goviku,,,,,,3,86,273772,1405
chksbtwpa9,mfbg,4,7,critical,fzs,goviku,goviku,1,0,0,mzd,popingi,fbs,goviku,,,,,,2,87,274709,935
chksbtwpa9,mfbg,4,7,critical,mbd,popingi,goviku,0,0,0,mzd,popingi,fbs,goviku,,,,,,3,88,275576,864
chksbtwpa9,mfbg,4,7,critical,fzd,goviku,goviku,1,0,0,mzd,popingi,fbs,goviku,,,,,,2,89,276255,677
chksbtwpa9,mfbg,4,7,critical,,DONE,,0,0,1,mzd,popingi,fbs,goviku,,,,,,5,90,277181,923
chksbtwpa9,mfbg,5,4,critical,mzd,šïïnö,šïïnö,1,0,0,fbd,canšuehu,mzs,šïïnö,,,,,,3,102,289520,2022
chksbtwpa9,mfbg,5,4,critical,mbd,šïïnö,šïïnö,1,0,0,fbd,canšuehu,mzs,šïïnö,,,,,,3,103,290523,1000
chksbtwpa9,mfbg,5,4,critical,fzs,canšuehu,šïïnö,0,0,0,fbd,canšuehu,mzs,šïïnö,,,,,,2,104,292099,1573
chksbtwpa9,mfbg,5,4,critical,fzd,canšuehu,šïïnö,0,0,0,fbd,canšuehu,mzs,šïïnö,,,,,,2,105,293305,1203
chksbtwpa9,mfbg,5,4,critical,mbs,šïïnö,šïïnö,1,0,0,fbd,canšuehu,mzs,šïïnö,,,,,,3,106,294447,1139
chksbtwpa9,mfbg,5,4,critical,fbs,canšuehu,canšuehu,1,0,0,fbd,canšuehu,mzs,šïïnö,,,,,,2,107,295225,776
chksbtwpa9,mfbg,5,4,catch,mzs,šïïnö,šïïnö,1,0,0,fbd,canšuehu,mzs,šïïnö,,,,,False,3,108,297222,1994
chksbtwpa9,mfbg,5,4,critical,,DONE,,0,0,1,fbd,canšuehu,mzs,šïïnö,,,,,,5,109,298345,1120
chksbtwpa9,mfbg,6,3,critical,fbs,øqoç,øqoç,1,0,0,mbs,ømenad,mzd,øqoç,,,,,,3,121,320508,5565
chksbtwpa9,mfbg,6,3,critical,fzd,ømenad,ømenad,1,0,0,mbs,ømenad,mzd,øqoç,,,,,,2,122,321702,1190
chksbtwpa9,mfbg,6,3,critical,fbd,øqoç,øqoç,1,0,0,mbs,ømenad,mzd,øqoç,,,,,,3,123,323004,1299
chksbtwpa9,mfbg,6,3,catch,mbs,ømenad,ømenad,1,0,0,mbs,ømenad,mzd,øqoç,,,,,False,2,124,324621,1614
chksbtwpa9,mfbg,6,3,critical,mzs,ømenad,øqoç,0,0,0,mbs,ømenad,mzd,øqoç,,,,,,2,125,326575,1952
chksbtwpa9,mfbg,6,3,critical,mbd,øqoç,ømenad,0,0,0,mbs,ømenad,mzd,øqoç,,,,,,3,126,327540,962
chksbtwpa9,mfbg,6,3,critical,fzs,øqoç,ømenad,0,0,0,mbs,ømenad,mzd,øqoç,,,,,,3,127,329029,1486
chksbtwpa9,mfbg,6,3,critical,,DONE,,0,0,1,mbs,ømenad,mzd,øqoç,,,,,,5,128,330170,1139
chksbtwpa9,mfbg,7,0,critical,mbs,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,138,342638,4881
chksbtwpa9,mfbg,7,0,critical,mzs,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,139,343092,452
chksbtwpa9,mfbg,7,0,critical,fzs,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,140,343733,638
chksbtwpa9,mfbg,7,0,critical,mzd,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,141,344321,586
chksbtwpa9,mfbg,7,0,catch,z,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,False,2,142,344991,668
chksbtwpa9,mfbg,7,0,critical,mbd,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,143,345680,685
chksbtwpa9,mfbg,7,0,critical,fbd,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,144,346267,585
chksbtwpa9,mfbg,7,0,critical,b,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,145,346837,567
chksbtwpa9,mfbg,7,0,critical,fbs,nyumuo,nyumuo,1,0,0,fzd,nyumuo,z,nyumuo,,,,,,2,146,347440,601
chksbtwpa9,mfbg,7,0,critical,,DONE,,0,0,1,fzd,nyumuo,z,nyumuo,,,,,,5,147,349248,1806
chksbtwpa9,mfbg,8,5,critical,mzd,zuvewu,zuvewu,1,0,0,fzd,qïru,mzs,zuvewu,,,,,,1,159,393725,27408
chksbtwpa9,mfbg,8,5,critical,mbs,zuvewu,zuvewu,1,0,0,fzd,qïru,mzs,zuvewu,,,,,,1,160,394982,1254
chksbtwpa9,mfbg,8,5,critical,fbs,zuvewu,zuvewu,1,0,0,fzd,qïru,mzs,zuvewu,,,,,,1,161,398801,3817
chksbtwpa9,mfbg,8,5,catch,fzd,qïru,qïru,1,0,0,fzd,qïru,mzs,zuvewu,,,,,False,3,162,400313,1510
chksbtwpa9,mfbg,8,5,critical,fbd,qïru,zuvewu,0,0,0,fzd,qïru,mzs,zuvewu,,,,,,3,163,400918,602
chksbtwpa9,mfbg,8,5,critical,mbd,zuvewu,zuvewu,1,0,0,fzd,qïru,mzs,zuvewu,,,,,,1,164,402764,1844
chksbtwpa9,mfbg,8,5,critical,fzs,zuvewu,qïru,0,0,0,fzd,qïru,mzs,zuvewu,,,,,,1,165,403219,452
chksbtwpa9,mfbg,8,5,critical,,DONE,,0,0,1,fzd,qïru,mzs,zuvewu,,,,,,5,166,405175,1954
abaqz9h6tj,mfgb,1,2,critical,fbd,aqinudød,aqinudød,1,0,0,mbd,aqinudød,mzs,orinoçim,,,,,,2,26,149886,19511
abaqz9h6tj,mfgb,1,2,critical,fzs,orinoçim,orinoçim,1,0,0,mbd,aqinudød,mzs,orinoçim,,,,,,1,27,159086,9197
abaqz9h6tj,mfgb,1,2,critical,mzd,aqinudød,orinoçim,0,0,0,mbd,aqinudød,mzs,orinoçim,,,,,,2,28,164910,5822
abaqz9h6tj,mfgb,1,2,critical,fbs,orinoçim,aqinudød,0,0,0,mbd,aqinudød,mzs,orinoçim,,,,,,1,29,169190,4278
abaqz9h6tj,mfgb,1,2,catch,mbd,øqoç,aqinudød,0,0,0,mbd,aqinudød,mzs,orinoçim,,,,,True,0,30,188430,19238
abaqz9h6tj,mfgb,1,2,critical,fzd,aqinudød,orinoçim,0,0,0,mbd,aqinudød,mzs,orinoçim,,,,,,2,31,195102,6670
abaqz9h6tj,mfgb,1,2,critical,mbs,orinoçim,aqinudød,0,0,0,mbd,aqinudød,mzs,orinoçim,,,,,,1,32,199158,4054
abaqz9h6tj,mfgb,1,2,critical,,DONE,,0,0,1,mbd,aqinudød,mzs,orinoçim,,,,,,5,33,204214,5054
abaqz9h6tj,mfgb,2,4,critical,fzs,azuf,awupav,0,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,2,45,240182,351
abaqz9h6tj,mfgb,2,4,critical,mzd,UNDO,awupav,0,1,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,4,46,242095,1910
abaqz9h6tj,mfgb,2,4,critical,fzs,ulywaf,awupav,0,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,0,47,273318,31222
abaqz9h6tj,mfgb,2,4,critical,mzd,UNDO,awupav,0,1,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,4,48,305615,32294
abaqz9h6tj,mfgb,2,4,critical,fzs,awupav,awupav,1,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,3,49,315567,9950
abaqz9h6tj,mfgb,2,4,critical,mzd,awupav,awupav,1,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,3,50,365463,49895
abaqz9h6tj,mfgb,2,4,catch,fbs,awupav,ulywaf,0,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,True,3,51,374438,8974
abaqz9h6tj,mfgb,2,4,critical,fbd,ulywaf,ulywaf,1,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,0,52,381414,6975
abaqz9h6tj,mfgb,2,4,critical,mbd,awupav,awupav,1,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,3,53,387686,6271
abaqz9h6tj,mfgb,2,4,critical,mzs,awupav,awupav,1,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,3,54,390206,2518
abaqz9h6tj,mfgb,2,4,critical,fzd,awupav,awupav,1,0,0,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,3,55,392022,1814
abaqz9h6tj,mfgb,2,4,critical,,DONE,,0,0,1,fbs,ulywaf,mbs,awupav,fzs,azuf,,,,5,56,394303,2278
abaqz9h6tj,mfgb,3,6,critical,fzd,lepego,lepego,1,0,0,mbs,popingi,fzs,lepego,,,,,,1,68,451175,8967
abaqz9h6tj,mfgb,3,6,catch,fzs,lawolu,lepego,0,0,0,mbs,popingi,fzs,lepego,,,,,True,3,69,455727,4550
abaqz9h6tj,mfgb,3,6,critical,fbd,lepego,lepego,1,0,0,mbs,popingi,fzs,lepego,,,,,,1,70,468063,12334
abaqz9h6tj,mfgb,3,6,critical,mzs,lepego,lepego,1,0,0,mbs,popingi,fzs,lepego,,,,,,1,71,471799,3734
abaqz9h6tj,mfgb,3,6,critical,fbs,lepego,lepego,1,0,0,mbs,popingi,fzs,lepego,,,,,,1,72,473023,1222
abaqz9h6tj,mfgb,3,6,critical,mzd,lepego,lepego,1,0,0,mbs,popingi,fzs,lepego,,,,,,1,73,475647,2622
abaqz9h6tj,mfgb,3,6,critical,mbd,popingi,popingi,1,0,0,mbs,popingi,fzs,lepego,,,,,,0,74,477839,2190
abaqz9h6tj,mfgb,3,6,critical,,DONE,,0,0,1,mbs,popingi,fzs,lepego,,,,,,5,75,481694,3854
abaqz9h6tj,mfgb,4,1,critical,fzd,nyumuo,nyumuo,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,,3,87,512958,9135
abaqz9h6tj,mfgb,4,1,catch,fbd,nyumuo,nyumuo,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,False,3,88,516966,4006
abaqz9h6tj,mfgb,4,1,critical,mzd,niuhiê,niuhiê,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,,0,89,527942,10974
abaqz9h6tj,mfgb,4,1,critical,mbd,niuhiê,niuhiê,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,,0,90,531326,3383
abaqz9h6tj,mfgb,4,1,critical,fzs,nyumuo,nyumuo,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,,3,91,536302,4974
abaqz9h6tj,mfgb,4,1,critical,fbs,nyumuo,nyumuo,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,,3,92,537798,1494
abaqz9h6tj,mfgb,4,1,critical,mbs,niuhiê,niuhiê,1,0,0,fbd,nyumuo,mzs,niuhiê,,,,,,0,93,539334,1534
abaqz9h6tj,mfgb,4,1,critical,,DONE,,0,0,1,fbd,nyumuo,mzs,niuhiê,,,,,,5,94,547422,8086
abaqz9h6tj,mfgb,5,0,critical,mbs,ngcāžo,byure,0,0,0,fbs,byure,b,ngcāžo,,,,,,1,104,586502,20511
abaqz9h6tj,mfgb,5,0,catch,b,vropcāre,ngcāžo,0,0,0,fbs,byure,b,ngcāžo,,,,,True,2,105,590254,3750
abaqz9h6tj,mfgb,5,0,critical,fzs,ngcāžo,byure,0,0,0,fbs,byure,b,ngcāžo,,,,,,1,106,595910,5654
abaqz9h6tj,mfgb,5,0,critical,mzd,ngcāžo,byure,0,0,0,fbs,byure,b,ngcāžo,,,,,,1,107,598246,2334
abaqz9h6tj,mfgb,5,0,critical,mbd,ngcāžo,byure,0,0,0,fbs,byure,b,ngcāžo,,,,,,1,108,599678,1430
abaqz9h6tj,mfgb,5,0,critical,fbd,ngcāžo,byure,0,0,0,fbs,byure,b,ngcāžo,,,,,,1,109,600942,1262
abaqz9h6tj,mfgb,5,0,critical,z,ngcāžo,ngcāžo,1,0,0,fbs,byure,b,ngcāžo,,,,,,1,110,609111,8167
abaqz9h6tj,mfgb,5,0,critical,mzs,ngcāžo,byure,0,0,0,fbs,byure,b,ngcāžo,,,,,,1,111,610975,1862
