random_id,condition,block,system,trial_type,selectee,selection,expected,correct,undo,done,generaliser1,generaliser1_term,generaliser2,generaliser2_term,generaliser3,generaliser3_term,generaliser4,generaliser4_term,catch_failed,button_number,trial_index,time_elapsed,rt
9r62k0regr,mfgb,1,4,critical,fbs,ømenad,ømenad,1,0,0,fbd,ømenad,fzs,içiqusem,,,,,,1,26,81201,5669
9r62k0regr,mfgb,1,4,critical,mbd,içiqusem,içiqusem,1,0,0,fbd,ømenad,fzs,içiqusem,,,,,,0,27,91492,10289
9r62k0regr,mfgb,1,4,catch,fbd,ømenad,ømenad,1,0,0,fbd,ømenad,fzs,içiqusem,,,,,False,1,28,96483,4990
9r62k0regr,mfgb,1,4,critical,mbs,içiqusem,içiqusem,1,0,0,fbd,ømenad,fzs,içiqusem,,,,,,0,29,106017,9533
9r62k0regr,mfgb,1,4,critical,mzs,ømenad,içiqusem,0,0,0,fbd,ømenad,fzs,içiqusem,,,,,,1,30,112457,6439
9r62k0regr,mfgb,1,4,critical,fzd,içiqusem,içiqusem,1,0,0,fbd,ømenad,fzs,içiqusem,,,,,,0,31,117248,4790
9r62k0regr,mfgb,1,4,critical,mzd,ømenad,içiqusem,0,0,0,fbd,ømenad,fzs,içiqusem,,,,,,1,32,118890,1641
9r62k0regr,mfgb,1,4,critical,,DONE,,0,0,1,fbd,ømenad,fzs,içiqusem,,,,,,5,33,119887,996
9r62k0regr,mfgb,2,0,critical,fbd,popingi,ngapapu,0,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,,,,2,43,126883,185
9r62k0regr,mfgb,2,0,critical,fzs,ngapapu,ngapapu,1,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,,,,0,44,139531,12647
9r62k0regr,mfgb,2,0,critical,fbs,lepego,ngapapu,0,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,3,45,145398,5866
9r62k0regr,mfgb,2,0,catch,z,kawuka,kawuka,1,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,False,1,46,147454,2055
9r62k0regr,mfgb,2,0,critical,fzd,popingi,ngapapu,0,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,2,47,153556,6101
9r62k0regr,mfgb,2,0,critical,mbd,popingi,ngapapu,0,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,2,48,157972,4415
9r62k0regr,mfgb,2,0,critical,mbs,lepego,ngapapu,0,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,3,49,159944,1971
9r62k0regr,mfgb,2,0,critical,mzd,popingi,ngapapu,0,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,2,50,163635,3690
9r62k0regr,mfgb,2,0,critical,b,kawuka,kawuka,1,0,0,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,1,51,177553,13916
9r62k0regr,mfgb,2,0,critical,,DONE,,0,0,1,mzs,ngapapu,z,kawuka,fbd,popingi,fbs,lepego,,5,52,179189,1635
9r62k0regr,mfgb,3,1,catch,fzs,sfêvdok,sfêvdok,1,0,0,fzs,sfêvdok,mbs,vrêd,,,,,False,0,64,188765,2232
9r62k0regr,mfgb,3,1,critical,fbs,rhåv,sfêvdok,0,0,0,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,,,,3,65,201327,12561
9r62k0regr,mfgb,3,1,critical,mbd,rhymsvåd,vrêd,0,0,0,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,mbd,rhymsvåd,,2,66,210569,9240
9r62k0regr,mfgb,3,1,critical,fzd,rhymsvåd,sfêvdok,0,0,0,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,mbd,rhymsvåd,,2,67,221205,10635
9r62k0regr,mfgb,3,1,critical,mzs,rhåv,vrêd,0,0,0,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,mbd,rhymsvåd,,3,68,224161,2956
9r62k0regr,mfgb,3,1,critical,mzd,rhymsvåd,vrêd,0,0,0,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,mbd,rhymsvåd,,2,69,226404,2242
9r62k0regr,mfgb,3,1,critical,fbd,rhymsvåd,sfêvdok,0,0,0,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,mbd,rhymsvåd,,2,70,227686,1281
9r62k0regr,mfgb,3,1,critical,,DONE,,0,0,1,fzs,sfêvdok,mbs,vrêd,fbs,rhåv,mbd,rhymsvåd,,5,71,230912,3225
9r62k0regr,mfgb,4,6,critical,mzd,canšuehu,šaaqaude,0,0,0,mbs,canšuehu,fzs,šaaqaude,,,,,,0,83,265938,25827
9r62k0regr,mfgb,4,6,critical,fbd,beiguumu,šaaqaude,0,0,0,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,,3,84,274384,8445
9r62k0regr,mfgb,4,6,critical,fbs,canšuehu,šaaqaude,0,0,0,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,,0,85,283730,9345
9r62k0regr,mfgb,4,6,critical,fzd,canšuehu,šaaqaude,0,0,0,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,,0,86,289132,5401
9r62k0regr,mfgb,4,6,critical,mzs,šaaqaude,šaaqaude,1,0,0,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,,1,87,294092,4959
9r62k0regr,mfgb,4,6,catch,fzs,šaaqaude,šaaqaude,1,0,0,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,False,1,88,296386,2293
9r62k0regr,mfgb,4,6,critical,mbd,canšuehu,canšuehu,1,0,0,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,,0,89,300429,4042
9r62k0regr,mfgb,4,6,critical,,DONE,,0,0,1,mbs,canšuehu,fzs,šaaqaude,fbd,beiguumu,,,,5,90,301368,938
9r62k0regr,mfgb,5,7,critical,mbd,nyumuo,nyumuo,1,0,0,mzd,qăo,fbd,nyumuo,,,,,,2,102,315344,7856
9r62k0regr,mfgb,5,7,critical,fzd,niuhiê,nyumuo,0,0,0,mzd,qăo,fbd,nyumuo,fzd,niuhiê,,,,1,103,318954,3608
9r62k0regr,mfgb,5,7,critical,mbs,qăo,nyumuo,0,0,0,mzd,qăo,fbd,nyumuo,fzd,niuhiê,,,,0,104,326019,7064
9r62k0regr,mfgb,5,7,critical,mzs,hyonăo,qăo,0,0,0,mzd,qăo,fbd,nyumuo,fzd,niuhiê,mzs,hyonăo,,3,105,334756,8736
9r62k0regr,mfgb,5,7,critical,fzs,qăo,nyumuo,0,0,0,mzd,qăo,fbd,nyumuo,fzd,niuhiê,mzs,hyonăo,,0,106,338178,3421
9r62k0regr,mfgb,5,7,catch,fbd,nyumuo,nyumuo,1,0,0,mzd,qăo,fbd,nyumuo,fzd,niuhiê,mzs,hyonăo,False,2,107,339819,1640
9r62k0regr,mfgb,5,7,critical,fbs,hyonăo,nyumuo,0,0,0,mzd,qăo,fbd,nyumuo,fzd,niuhiê,mzs,hyonăo,,3,108,342641,2821
9r62k0regr,mfgb,5,7,critical,,DONE,,0,0,1,mzd,qăo,fbd,nyumuo,fzd,niuhiê,mzs,hyonăo,,5,109,343309,667
9r62k0regr,mfgb,6,3,critical,fzs,azuf,ilug,0,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,,,,2,121,357383,8302
9r62k0regr,mfgb,6,3,critical,fbd,agivud,ulywaf,0,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,,,,0,122,362049,4665
9r62k0regr,mfgb,6,3,catch,mbd,ilug,ilug,1,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,,,False,1,123,363789,1739
9r62k0regr,mfgb,6,3,critical,fbs,ulywaf,ulywaf,1,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,,,,3,124,372305,8515
9r62k0regr,mfgb,6,3,critical,mbs,ulywaf,ilug,0,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,,,,3,125,374687,2381
9r62k0regr,mfgb,6,3,critical,mzs,azuf,ulywaf,0,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,mzs,azuf,,2,126,379808,5120
9r62k0regr,mfgb,6,3,critical,fzd,ulywaf,ilug,0,0,0,mbd,ilug,mzd,ulywaf,fzs,azuf,mzs,azuf,,3,127,386201,6392
9r62k0regr,mfgb,6,3,critical,,DONE,,0,0,1,mbd,ilug,mzd,ulywaf,fzs,azuf,mzs,azuf,,5,128,386904,702
9r62k0regr,mfgb,7,5,critical,fzd,vbāžo,ngcāžo,0,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,1,140,399948,7680
9r62k0regr,mfgb,7,5,critical,mbs,pžicā,pžicā,1,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,3,141,408675,8726
9r62k0regr,mfgb,7,5,critical,mzd,vbāžo,pžicā,0,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,1,142,417231,8555
9r62k0regr,mfgb,7,5,critical,mzs,ngcāžo,pžicā,0,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,0,143,419749,2517
9r62k0regr,mfgb,7,5,critical,fbs,pžicā,pžicā,1,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,3,144,423514,3764
9r62k0regr,mfgb,7,5,catch,mbd,pžicā,pžicā,1,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,False,3,145,425212,1697
9r62k0regr,mfgb,7,5,critical,fbd,pžicā,pžicā,1,0,0,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,3,146,426666,1453
9r62k0regr,mfgb,7,5,critical,,DONE,,0,0,1,fzs,ngcāžo,mbd,pžicā,fzd,vbāžo,,,,5,147,427710,1043
9r62k0regr,mfgb,8,2,critical,fzs,morïky,męwaqïfe,0,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,,,,1,159,439782,6024
9r62k0regr,mfgb,8,2,critical,mzd,męwaqïfe,męwaqïfe,1,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,,,,3,160,445492,5709
9r62k0regr,mfgb,8,2,critical,mzs,morïky,męwaqïfe,0,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,,,,1,161,446660,1167
9r62k0regr,mfgb,8,2,critical,fbd,bokokohï,hïlaki,0,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,fbd,bokokohï,,0,162,456356,9695
9r62k0regr,mfgb,8,2,catch,mbs,hïlaki,hïlaki,1,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,fbd,bokokohï,False,2,163,458266,1909
9r62k0regr,mfgb,8,2,critical,mbd,bokokohï,hïlaki,0,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,fbd,bokokohï,,0,164,460200,1933
9r62k0regr,mfgb,8,2,critical,fbs,hïlaki,hïlaki,1,0,0,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,fbd,bokokohï,,2,165,462435,2234
9r62k0regr,mfgb,8,2,critical,,DONE,,0,0,1,mbs,hïlaki,fzd,męwaqïfe,fzs,morïky,fbd,bokokohï,,5,166,463237,801
chksbtwpa9,mfbg,1,2,critical,fzs,rhymsvåd,kvurddåh,0,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,,0,26,154768,3627
chksbtwpa9,mfbg,1,2,critical,mzd,kvurddåh,kvurddåh,1,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,,1,27,157842,3070
chksbtwpa9,mfbg,1,2,critical,fbd,kvurddåh,rhymsvåd,0,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,,1,28,159115,1271
chksbtwpa9,mfbg,1,2,critical,mzs,rhymsvåd,kvurddåh,0,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,,0,29,160532,1413
chksbtwpa9,mfbg,1,2,critical,mbs,rhymsvåd,rhymsvåd,1,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,,0,30,162786,2252
chksbtwpa9,mfbg,1,2,catch,fbs,rhymsvåd,rhymsvåd,1,0,0,fbs,rhymsvåd,fzd,kvurddåh,,,,,False,0,31,164620,1831
