language,family,code,true_value,simulated_mean,sd,z
Old Russian,Indo-European,oldr1238,0.584577922077922,0.7469463068181819,0.03072569077641797,-5.284450264170395
Wichí Lhamtés Güisnay,,wich1264,0.8819444444444444,0.8819444444444444,0.0,
Paicî,Austronesian,paic1239,0.8884920634920634,0.9351974702380953,0.013440398739205231,-3.4750015719246194
Wolio,Austronesian,woli1241,0.625,0.625,0.0,
Middle High German,Indo-European,midd1343,0.5136283469616805,0.735257635882636,0.02718606183490865,-8.152313132620383
Mono (USA),Uto-Aztecan,mono1275,0.7916666666666669,0.7916666666666666,1.4148266844381744e-16,1.5694120514358612
Turung,Tai-Kadai,turu1249,0.5885416666666666,0.5885416666666666,0.0,
Gothic,Indo-European,goth1244,0.7678571428571428,0.7758452380952382,0.0028742967744465543,-2.7791476889624636
Central Tagbanwa,Austronesian,cent2090,0.8904761904761905,0.8723446428571429,0.0075932991022130076,2.3878352972772237
Tzeltal,,tzel1254,0.8256209150326799,0.8276089869281047,0.017266394771742178,-0.11514111206807703
Digo,Atlantic-Congo,digo1243,0.8758838383838384,0.8702442054473305,0.012181746203845925,0.46295767799918797
Udmurt,Uralic,udmu1245,0.8833333333333333,0.8833333333333331,2.220446049250313e-16,1.0
Old Prussian,Indo-European,prus1238,0.65625,0.65625,0.0,
Frisian,Indo-European,fris1239,0.938095238095238,0.8833680555555555,0.01413473232402882,3.8718230586260987
Wiwirano,Austronesian,wiwi1237,0.8125,0.8125,0.0,
South Efate,Austronesian,sout2856,0.8074156746031746,0.8074156746031744,2.1944815577583228e-16,1.0118317200708276
Huasteca Nahuatl,Uto-Aztecan,huas1257,1.0,1.0,0.0,
Cayuga,,cayu1261,0.7305555555555556,0.7305555555555558,2.2739253977848196e-16,-0.976481485018548
Yindjibarndi,Pama-Nyungan,yind1247,0.8117559523809523,0.8231294642857142,0.01353289091113451,-0.8404347585041161
Kunimaipa,Goilalan,kuni1267,0.8666666666666667,0.8666666666666669,2.220446049250313e-16,-1.0
Hiligaynon,Austronesian,hili1240,0.8333333333333334,0.8583072916666667,0.004966999932016588,-5.02797637913275
North Marquesan,Austronesian,nort2845,0.6318336425479282,0.6294793444650588,0.03302132271001085,0.07129629856273499
Koroni,Austronesian,koro1311,0.825,0.8249999999999997,2.220446049250313e-16,1.0
Tadyawan,Austronesian,tady1237,0.763888888888889,0.7698350694444444,0.008384243900909036,-0.7092089192336957
Klon,Timor-Alor-Pantar,kelo1247,,,,
Pintupi-Luritja,Pama-Nyungan,pint1250,0.7982638888888889,0.8340397569444444,0.01179075389367129,-3.0342307521793255
Mohegan-Montauk-Narragansett,Algic,mohe1244,0.8103219696969697,0.8103219696969699,2.1181705310112557e-16,-1.0482848367219182
Bontok,Austronesian,bont1247,0.8430555555555556,0.8821951388888888,0.00919946727838186,-4.254548893859176
Rakahanga-Manihiki,Austronesian,raka1237,0.5104166666666666,0.5104166666666667,8.649770313687834e-17,-1.2835289081240497
Sibe,South Bougainville,sibe1248,0.790625,0.7906250000000002,2.896171627130424e-16,-0.7666831718292775
Southeast Babar,Austronesian,sout2883,0.7625,0.7624999999999998,1.1102230246251565e-16,1.0
Grass Koiari,Koiarian,gras1249,0.70995670995671,0.6985827922077922,0.008602443433548296,1.3221729194476513
Northern Kurdish,Indo-European,nort2641,0.6121031746031745,0.8169117559523809,0.021239791441083847,-9.642683258793577
Waiwai,Cariban,waiw1244,0.8125,0.810061755952381,0.0019897913163275764,1.2253767656998102
Tomadino,Austronesian,toma1248,0.9375,0.9375,0.0,
Avar,Nakh-Daghestanian,avar1256,0.8085227272727273,0.7756620738636364,0.006301010823969326,5.215139971524498
Dhuwal,Pama-Nyungan,dhuw1249,0.8356481481481483,0.7860155423280424,0.009488450877594009,5.230843944959246
Kilivila,Austronesian,kili1267,0.6458333333333333,0.6458333333333333,7.160723346098896e-17,0.0
Boano (Sulawesi),Austronesian,boan1243,0.7321428571428572,0.7476516955266955,0.0031943790768695014,-4.855040059627806
Budza,Atlantic-Congo,budz1238,0.8,0.8000000000000002,1.1102230246251565e-16,-1.0
Bo-Ung,Nuclear Trans New Guinea,boun1245,0.85,0.8499999999999998,2.2616962511116515e-16,0.981761387347632
Guugu Yimidhirr,Pama-Nyungan,gugu1255,0.8187334656084655,0.8337832589285714,0.017956266264090668,-0.8381360077179756
Nivaclé,,niva1238,0.8550000000000001,0.8492841666666666,0.004925988268019617,1.1603424576630992
Nepali,Indo-European,nepa1254,0.8878787878787876,0.8932287878787878,0.017312349159636337,-0.30902796325721577
Tocantins Asurini,Tupian,toca1235,0.7335416666666668,0.7904472916666666,0.012103175861269615,-4.70171016700657
Tonga (Nyasa),Atlantic-Congo,tong1321,0.8777777777777778,0.8866277777777779,0.003865534037498802,-2.2894637362258328
Warlpiri,Pama-Nyungan,warl1254,0.7333002645502645,0.7568602843915344,0.011125551689307154,-2.117649578125063
Oneida,,onei1249,0.6395833333333334,0.6395833333333336,2.2589696723613666e-16,-0.9829463743659809
Big Nambas,Austronesian,bign1238,0.8657421943136231,0.854549136577708,0.014871741084984756,0.7526393629335116
Nahavaq,Austronesian,sout2857,0.925,0.9250000000000003,2.220446049250313e-16,-1.0
Jaru,Pama-Nyungan,jaru1254,0.6654761904761906,0.6681113095238095,0.023219616840543585,-0.11348675844718367
Tongva,Uto-Aztecan,tong1329,0.9727272727272728,0.9624272727272728,0.017128129200743303,0.6013499711079358
Tabla,Sentanic,tabl1243,0.8611111111111112,0.8632638888888889,0.0157302014008439,-0.13685633914784387
Rotuman,Austronesian,rotu1241,0.8363944215506715,0.837217472718254,0.013667368723553374,-0.06022016265384971
Sogeram,Nuclear Trans New Guinea,soge1235,0.8200000000000001,0.789655,0.012861389893786759,2.3593873018855844
Northeast Maidu,,nort2952,0.744047619047619,0.7396630952380953,0.011430587061836809,0.3835781824506868
Pumé,,pume1238,0.660515873015873,0.6983714533730158,0.00934463339758446,-4.051050345851795
Duala,Atlantic-Congo,dual1243,0.7841666666666667,0.8339972321428571,0.009721582402512278,-5.1257669186976305
Gunya,Pama-Nyungan,guny1241,0.7291666666666666,0.7291666666666665,1.4161328795319812e-16,0.7839822382996113
Ingrian,Uralic,ingr1248,0.8485449735449734,0.850540013227513,0.005665749124701335,-0.35212284176893105
Kuot,,kuot1243,0.8384920634920635,0.8694508928571429,0.016070085792609153,-1.9264881198903
Motu,Austronesian,motu1246,0.47916666666666663,0.47916666666666674,1.1102230246251565e-16,-1.0
Netsilik,Eskimo-Aleut,nets1241,0.7972049689440992,0.8105172360248446,0.01195188214400124,-1.1138218165435096
Nogai,Turkic,noga1249,0.9253472222222222,0.9661008680555556,0.00804995974037829,-5.062590018794091
Cimbala-Cizali,Atlantic-Congo,sans1272,0.8350877192982458,0.8041748313090418,0.00922471597800763,3.3510937423875697
Letemboi-Repanbitip,Austronesian,lete1241,0.4469696969696969,0.446969696969697,9.18873053048877e-17,-1.208244186660354
Naman,Austronesian,litz1237,0.7043650793650793,0.7810996031746031,0.028052053076371646,-2.735433431578583
Slovak,Indo-European,slov1269,0.8006944444444445,0.7856480902777778,0.011452594984357184,1.313794313622206
Warrnambool,Pama-Nyungan,warr1257,0.8204365079365079,0.8204365079365079,0.0,
Kómnjo,,komn1238,0.7808531746031745,0.8106560515873016,0.013378801387862996,-2.227619359919919
Ngulu,Atlantic-Congo,ngul1246,0.7944444444444444,0.8142833333333332,0.013979657840352658,-1.4191254975943233
Meskwaki,Algic,mesk1242,0.6364267676767676,0.6364267676767674,2.220446049250313e-16,1.0
Slovenian,Indo-European,slov1268,0.8009259259259259,0.7849601851851852,0.006214099636596824,2.5692765926560606
Shila,Atlantic-Congo,shil1264,0.8402777777777778,0.8502604166666667,0.009590839869898631,-1.0408513773877095
Nyakyusa-Ngonde,Atlantic-Congo,nyak1260,0.7876093813593813,0.7803253147893772,0.016161778538309073,0.45069709083925047
Riantana,,rian1263,,,,
Shi,Atlantic-Congo,shii1238,0.7560538419913421,0.7542564765963204,0.010067985961511403,0.17852283484429907
Umpila,Pama-Nyungan,umpi1239,0.7728174603174605,0.8608140873015873,0.025434610788864866,-3.459719817008218
Vili,Atlantic-Congo,vili1238,,,,
Southern Kiwai,Kiwaian,sout2949,0.8354166666666667,0.8354166666666669,2.220446049250313e-16,-1.0
Cheyenne,Algic,chey1247,0.5785308441558441,0.5785308441558443,1.8527756293938588e-16,-1.1984430354239595
Miani,Nuclear Trans New Guinea,mian1254,0.5696800595238095,0.5696800595238096,1.1102230246251565e-16,-1.0
Djambarrpuyngu,Pama-Nyungan,djam1256,0.8189709595959596,0.7705138043380231,0.02011022095201291,2.4095784612991142
Avestan,Indo-European,aves1237,0.46875,0.6811734375000001,0.035095771247416016,-6.052678996636672
Yelmek,,yelm1242,0.675,0.6750000000000002,1.1102230246251565e-16,-1.0
Unua,Austronesian,unua1237,0.5423469387755102,0.7274492346938776,0.035728219938327914,-5.180842936980369
Luangiua,Austronesian,onto1237,0.6805555555555557,0.6802680555555555,0.030410598424361498,0.00945394089219586
Madak linkage,Austronesian,mada1284,0.6598290598290598,0.7604735042735044,0.040846398720165634,-2.4639735104665896
Omaha-Ponca,,omah1247,0.682315947940948,0.682315947940948,2.482534153247273e-17,0.0
Eastern Pahari,Indo-European,east1436,0.8645833333333334,0.8645833333333335,1.1102230246251565e-16,-1.0
Laiwui,Austronesian,laiw1239,0.7875000000000001,0.7874999999999998,3.2971941632359275e-16,1.0101525445522108
Sindhi,Indo-European,sind1272,0.7292658730158731,0.8255488591269841,0.017234221151593437,-5.586732656161191
Kickapoo,Algic,kick1244,0.6256578947368421,0.6256578947368421,0.0,
Northern Gondi,Dravidian,nort2702,0.8020833333333334,0.8020833333333335,1.1102230246251565e-16,-1.0
Avá-Canoeiro,Tupian,avac1239,0.8541666666666666,0.8541666666666665,1.9386032745973262e-16,0.57269222598201
Martu Wangka,Pama-Nyungan,mart1256,0.7874007936507935,0.7713916418650795,0.011537171177097924,1.3876150002431544
Port Sandwich,Austronesian,port1285,0.7004329004329004,0.7394818736818736,0.02159531392722223,-1.8082151239185975
Tokharian A,Indo-European,tokh1242,0.5416666666666666,0.5416666666666667,1.1102230246251565e-16,-1.0
Mairasi,Mairasic,nucl1594,0.8333333333333334,0.8340833333333334,0.00972677472777788,-0.07710675131173403
Trinitario,Arawakan,trin1274,0.75,0.75,0.0,
Ute-Southern Paiute,Uto-Aztecan,utes1238,0.7604008838383838,0.760400883838384,1.9481171708117845e-16,-1.1397908105933117
Andi,Nakh-Daghestanian,andi1255,0.9405303030303033,0.8524414772727275,0.013796715217604439,6.384767995006199
Mohawk,,moha1258,0.5513392857142858,0.5513392857142857,4.198346204284728e-17,2.6444294267397255
Kagulu,Atlantic-Congo,kagu1239,0.9347222222222222,0.9100774305555555,0.01078745444011916,2.28457898046933
Warumungu,Pama-Nyungan,waru1265,0.8080357142857143,0.8047516741071429,0.0148746801036756,0.22078055835028831
Lardil,,lard1243,0.8400793650793651,0.9102483630952382,0.018502720749451324,-3.7923610784621413
Northern Haida,,nort2938,0.78125,0.78125,0.0,
Hid,Nakh-Daghestanian,hidd1238,0.8438568376068375,0.8138559294871796,0.005468027130438456,5.48660557162457
Tajik,Indo-European,taji1245,0.7250000000000001,0.7249999999999998,2.6633785257013446e-16,1.250542888190633
Moni,Nuclear Trans New Guinea,moni1261,0.6687500000000001,0.6687499999999998,1.2029408643049722e-16,1.84584805050515
Sangtam Naga,Sino-Tibetan,sang1321,0.85,0.8499999999999998,2.220446049250313e-16,1.0
North Tanna,Austronesian,nort2847,0.9339285714285713,0.9320505952380953,0.012300121160390236,0.15267948713575485
Niuean,Austronesian,niue1239,0.638888888888889,0.6263390467171717,0.003229528549727221,3.8859672483085173
Lamaholot,Austronesian,lama1277,,,,
Dharumbal,Pama-Nyungan,dhar1248,0.85,0.8499999999999998,3.159750121719031e-16,0.7027283689263065
Lahnda,Indo-European,lahn1241,0.7116666666666667,0.8850807440476189,0.02266493173896237,-7.651206691385844
Tonga (Tonga Islands),Austronesian,tong1325,0.7956228956228957,0.8033273200757576,0.011097020364045057,-0.694278662209601
Tswana,Atlantic-Congo,tswa1253,0.7336525974025975,0.8421950716991341,0.014500890948011111,-7.485227955005338
Au,Nuclear Torricelli,auuu1241,0.7648809523809523,0.7648809523809524,1.1102230246251565e-16,-1.0
Wipi,,wipi1242,0.9404761904761905,0.9404761904761902,2.220446049250313e-16,1.0
Awetí,Tupian,awet1244,0.7148809523809524,0.7785204695767195,0.028022067581726623,-2.2710500219215395
Bindal-Mount Elliot,Pama-Nyungan,bind1236,0.775,0.7750000000000002,2.220446049250313e-16,-1.0
Woods Cree,Algic,wood1236,0.7998737373737373,0.7998737373737372,2.0811870189219222e-16,0.5334566353389347
Pilagá,,pila1245,0.6705840455840454,0.6801235754985755,0.003345782553689559,-2.851210370503726
Akkadian,Afro-Asiatic,akka1240,0.79375,0.7937499999999998,1.1102230246251565e-16,1.0
Chokwe,Atlantic-Congo,chok1245,0.8905067155067155,0.8689682329822955,0.009210363225350404,2.3385052247600693
Gane,Austronesian,gane1237,0.6824765376235963,0.7126030976359561,0.00782377245993827,-3.850643684568187
Rennell-Bellona,Austronesian,renn1242,0.586951447245565,0.552280929038282,0.017395492891979572,1.993074782219501
Kei,Austronesian,keii1239,0.6,0.6007999999999999,0.0651103678380026,-0.012286829679573404
Isirawa,Greater Kwerba,isir1237,0.75760582010582,0.7739923611111111,0.015475829149906573,-1.0588473707329638
Bininj Kun-Wok,,gunw1252,0.6989583333333333,0.6989583333333335,1.1102230246251565e-16,-1.0
Paama,Austronesian,paam1238,0.7470914502164503,0.7470914502164502,1.0022799304547519e-16,1.1076975512434226
Tomini,Austronesian,tomi1243,0.7127450980392155,0.758434860333022,0.011947845217865039,-3.824100619037883
Sunwadia,Austronesian,mari1426,0.6944444444444445,0.7375381944444444,0.01545454048695103,-2.7884200139360873
Assamese,Indo-European,assa1263,0.7916666666666666,0.7879322916666668,0.01001229577186291,0.3729788936613705
Nhanda,Pama-Nyungan,nhan1238,0.7823611111111111,0.7930570138888889,0.014288307860188452,-0.7485772900778473
Langi,Atlantic-Congo,lang1320,0.7582777071413435,0.7487753430281839,0.007243651618508284,1.3118195923282663
Ga'dang,Austronesian,gada1258,0.85,0.8367895833333335,0.002203531532626128,5.99511124350579
Cahuilla,Uto-Aztecan,cahu1264,0.9047619047619047,0.9101182072829134,0.01994061973274979,-0.2686126405696262
Tetun Dili,Austronesian,tetu1246,0.8562500000000001,0.8562499999999997,2.7149436611389985e-16,1.226791230164296
Dondo,Austronesian,dond1249,0.7968409586056645,0.8033769063180826,0.0016623580872715316,-3.9317327370456407
Chibcha,,chib1270,0.7857142857142857,0.7857142857142859,2.220446049250313e-16,-1.0
Tukang Besi South,Austronesian,tuka1249,0.7166666666666667,0.7166666666666668,1.7310224853176913e-16,-0.641368343878791
Bamun,Atlantic-Congo,bamu1253,0.8737373737373738,0.8737373737373737,8.585405688235606e-17,1.2931515002796792
Fe'fe',Atlantic-Congo,fefe1239,0.8393473779498623,0.8526357933258941,0.009878066434778529,-1.3452445844306373
Kosraean,Austronesian,kosr1238,0.8365384615384616,0.8365384615384616,6.070798581388955e-17,0.0
Kom (Cameroon),Atlantic-Congo,komc1235,0.8106661414565828,0.8162062915791316,0.004474098926748169,-1.238271708617645
Äiwoo,Austronesian,ayiw1239,0.7621527777777778,0.7412256944444444,0.018387956230019962,1.1380864230668584
Hehe,Atlantic-Congo,hehe1240,0.7816761363636364,0.8066744554924242,0.014575828645973078,-1.7150530330702118
Bahonsuai,Austronesian,baho1237,0.625,0.625,0.0,
Yugambal,Pama-Nyungan,yuga1244,0.7978052954797141,0.7914992927615021,0.006801720740046966,0.9271187335116142
Yugumbir,Pama-Nyungan,yugu1249,0.7579365079365079,0.8135506365740741,0.014673096699520171,-3.790210735773646
El Nayar Cora,Uto-Aztecan,elna1235,0.9134199134199134,0.9134199134199132,1.3197185182107075e-16,0.8412574418751145
Anambé,Tupian,anam1249,0.8958333333333333,0.8958333333333335,2.220446049250313e-16,-1.0
Berik,Tor-Orya,beri1254,0.8125,0.8125,0.0,
Tsaangi,Atlantic-Congo,tsaa1242,,,,
Old-Middle Welsh,Indo-European,oldw1239,0.7883333333333333,0.8502166666666667,0.020243455732655912,-3.0569550056369943
Gilbertese,Austronesian,gilb1244,0.8666666666666667,0.8666666666666669,2.220446049250313e-16,-1.0
Menominee,Algic,meno1252,0.6625000000000001,0.6624999999999998,2.7577367830154344e-16,1.2077545233427118
Meadow Mari,Uralic,gras1239,0.7,0.6999999999999998,1.1102230246251565e-16,1.0
Eastern Yiddish,Indo-European,east2295,0.7689827533577533,0.7610466260302199,0.010784311285763818,0.7358956095796125
Savosavo,Savosavo,savo1255,0.8946428571428572,0.8946311011904762,0.005137452980647703,0.002288284179980455
Dadibi,Teberan,dadi1250,0.6527777777777777,0.6586319444444444,0.015518892806853762,-0.37722837186434344
Gogo,Atlantic-Congo,gogo1263,0.765432098765432,0.8589120370370371,0.023924820998372093,-3.907236684360806
Eipomek,Nuclear Trans New Guinea,eipo1242,0.7935515873015873,0.8306521031746031,0.024806289296700135,-1.4956092557523786
German,Indo-European,stan1295,0.865079365079365,0.9267928240740739,0.010662887895787898,-5.787687125463192
Erave,Nuclear Trans New Guinea,erav1244,0.7833333333333333,0.7799057291666667,0.006031588194857445,0.5682755612508562
Awiakay,Arafundi,awia1234,0.8461354617604618,0.8235339811808562,0.014664625678813445,1.5412245136443465
Gigatl,Nakh-Daghestanian,giga1238,0.8722222222222222,0.8211437500000001,0.01275547553615895,4.004434964217995
Eastern Mari,Uralic,east2328,0.7276785714285714,0.7276785714285712,2.220446049250313e-16,1.0
Tübatulabal,Uto-Aztecan,tuba1278,0.8333333333333333,0.8333333333333335,2.220446049250313e-16,-1.0
Umbu-Ungu,Nuclear Trans New Guinea,umbu1258,0.8333333333333334,0.8497847222222221,0.010067861465611306,-1.634049986194347
Suundi,Atlantic-Congo,suun1239,0.85,0.8558166666666667,0.03869355306446842,-0.15032650676910905
Ignaciano,Arawakan,igna1246,0.7852678571428572,0.8905526041666666,0.020229814683641746,-5.204434576899257
Zinza,Atlantic-Congo,zinz1238,0.7395833333333334,0.7395833333333335,2.1970076613023145e-16,-0.5053341616328514
Taumako,Austronesian,taum1237,0.7426316738816738,0.7486729662698413,0.014494824082838394,-0.4167896315016474
Mongolian,,mong1331,0.8354166666666667,0.8354166666666669,2.220446049250313e-16,-1.0
Yerukula,Dravidian,yeru1240,0.6625,0.6624999999999998,2.220446049250313e-16,1.0
Chavacano,Indo-European,chav1241,0.7196428571428571,0.7862074404761904,0.018074273547840615,-3.6828358914201518
Belarusian,Indo-European,bela1254,0.876984126984127,0.8930023809523809,0.00565514240883863,-2.8325111571405244
Teko,Tupian,emer1243,0.9087301587301587,0.9116869047619047,0.020542197040554367,-0.14393523856814353
West Kewa,Nuclear Trans New Guinea,west2599,0.7208333333333334,0.6953625000000001,0.008523621436680158,2.9882642633239582
Chemehuevi,Uto-Aztecan,chem1251,0.8833333333333334,0.8923,0.01569063768975345,-0.571466045164125
Dzongkha,Sino-Tibetan,dzon1239,0.74375,0.7437500000000002,2.220446049250313e-16,-1.0
Romanian,Indo-European,roma1327,0.8361111111111112,0.8535319444444445,0.027325225021099162,-0.6375366834081596
Buin,,buin1247,0.7691964285714286,0.8249912946428571,0.015037286378024341,-3.710434493883672
Thao,Austronesian,thao1240,0.8148148148148149,0.8148148148148148,1.1102230246251565e-16,1.0
Kaonde,Atlantic-Congo,kaon1241,0.7166666666666667,0.7166666666666668,1.1102230246251565e-16,-1.0
Arikara,,arik1262,0.5808531746031746,0.5808531746031746,6.492669298735907e-17,0.0
Nyangumarta,Pama-Nyungan,nyan1301,0.7582792207792208,0.7521916294642857,0.018935286731234756,0.32149454092465773
Old English (ca. 450-1100),Indo-European,olde1238,0.7583333333333333,0.8352125,0.016840550742346746,-4.565121880090813
Takuu,Austronesian,taku1257,0.8683333333333334,0.8817083333333332,0.004481559438409769,-2.9844522166475542
Waia (Bungku),Austronesian,waia1242,0.7083333333333334,0.7083333333333334,0.0,
Kayabí,Tupian,kaya1329,0.816810966810967,0.8156569715007216,0.009240419986868954,0.12488559090228389
Tsonga,Atlantic-Congo,tson1249,0.8341853408029879,0.8056837243230625,0.015188891536593063,1.8764777147337826
Batak Toba,Austronesian,bata1289,0.71875,0.7354097718253968,0.010282619372237652,-1.620187543883712
Mafea,Austronesian,mafe1237,0.6653061224489796,0.67728537414966,0.014985550906339594,-0.7993868077023837
Bali (Democratic Republic of Congo),Atlantic-Congo,bali1274,0.625,0.625,0.0,
Kui (India),Dravidian,kuii1252,0.8183333333333334,0.8332213095238095,0.01991295694146137,-0.747652708447202
Forest Enets,Uralic,fore1265,0.9791666666666667,0.9791666666666665,2.220446049250313e-16,1.0
Bwaidoga,Austronesian,bwai1243,0.7625,0.7624999999999998,1.1102230246251565e-16,1.0
Yombe,Atlantic-Congo,yomb1244,0.4979166666666667,0.6726862499999999,0.030868498221735343,-5.661745578872162
Ulawa,Austronesian,ulaw1237,0.8354166666666667,0.8571192708333334,0.017207701503924838,-1.261214588230545
Maquiritari,Cariban,maqu1238,0.8093055555555555,0.8230606944444445,0.00956697540212723,-1.4377729962418995
Torres Strait Creole,Indo-European,torr1261,0.7916666666666666,0.7967375,0.011861769676617026,-0.4274938286257096
Yalic,Nuclear Trans New Guinea,yali1257,0.9583333333333334,0.9583333333333336,2.220446049250313e-16,-1.0
Portuguese,Indo-European,port1283,0.7,0.70005,0.018430545298498364,-0.002712887719283502
Monumbo,Bogia,nucl1458,0.8235119047619048,0.8235119047619045,2.7119910298563906e-16,1.2281268769726867
Judeo-Tat,Indo-European,jude1256,0.7673611111111112,0.780845486111111,0.008100403288988249,-1.6646547732173589
Urdu,Indo-European,urdu1245,0.7700422262922263,0.8670387731481481,0.01277300512555081,-7.593870502869549
Shina (Nakh-Daghestan),Nakh-Daghestanian,shin1265,0.734006734006734,0.7234220880681818,0.008907671905400216,1.1882617647979794
Eyak,,eyak1241,0.9115646258503404,0.9115646258503404,2.0189581988482816e-16,0.0
Tasiko,Austronesian,tasi1237,0.78125,0.8054066220238094,0.017812111930961612,-1.3561907828470112
Gumatj,Pama-Nyungan,guma1253,0.7351190476190477,0.7440104166666668,0.013618970285498763,-0.6528664694339251
Tenharim-Parintintin-Diahoi,Tupian,tenh1241,0.7635101010101012,0.7761591382575757,0.009808643430457639,-1.2895806986108678
Central Aymara,,cent2142,0.8155906593406594,0.6298841575091575,0.03179633150643597,5.840500870168393
Iowa-Oto,,iowa1245,0.47537185037185037,0.4753718503718503,5.976156364145512e-17,0.9288771552950318
Bende,Atlantic-Congo,bend1258,0.8892994042994042,0.8363787075887076,0.01319706143864586,4.010036397627531
Takia,Austronesian,taki1248,0.74375,0.7802572916666666,0.015907064859885287,-2.2950363243146934
Ibanag,Austronesian,iban1267,0.8154761904761906,0.820375744047619,0.0034555204801997867,-1.4178916315220869
Northern Kankanay,Austronesian,nort2877,0.7976190476190477,0.7976190476190476,1.1102230246251565e-16,1.0
Hindi,Indo-European,hind1269,0.8895733895733896,0.9268954178922929,0.006392434235981146,-5.838468874474844
Peoria,Algic,peor1238,0.6176136363636364,0.6176136363636363,1.0956950716934101e-16,1.013259120449719
Burmese,Sino-Tibetan,nucl1310,0.815625,0.8156250000000003,2.220446049250313e-16,-1.0
Aklanon,Austronesian,akla1241,0.8299603174603174,0.8760917658730158,0.014505971950178964,-3.180169420645358
Flinders Island,Pama-Nyungan,flin1247,,,,
Midob,,mido1240,0.5,0.7449817708333333,0.022932442733071077,-10.682759516065113
Lunda,Atlantic-Congo,lund1266,0.740203373015873,0.7976909598214286,0.017326460520804367,-3.3179071245698792
Tlingit,,tlin1245,0.6458333333333333,0.6458333333333333,0.0,
Chipewyan,,chip1261,0.7265211640211641,0.765874007936508,0.007665151969911443,-5.133993959913431
Keyagana,Nuclear Trans New Guinea,keya1238,0.865625,0.7964739583333333,0.023299612328938433,2.967905246250819
Western Shoshoni,Uto-Aztecan,west2622,,,,
Tirax,Austronesian,maee1241,0.9375,0.9375,0.0,
Biri,Pama-Nyungan,biri1256,0.8397222222222223,0.773026388888889,0.019047282126443157,3.5015931874469435
Highland Puebla Nahuatl,Uto-Aztecan,high1278,0.8187500000000001,0.7954223684210525,0.004610977352479953,5.059151194139159
Luba-Katanga,Atlantic-Congo,luba1250,0.8562500000000001,0.8562499999999997,2.8887141192996264e-16,1.1529936630361317
Oto,,otoo1241,0.6677686896436896,0.6677686896436897,1.1102230246251565e-16,-1.0
Budukh,Nakh-Daghestanian,budu1248,0.8639009139009138,0.8385404040404042,0.007847417891462056,3.2317012055776617
Ifugaw,Austronesian,ifug1247,0.8333333333333334,0.8333333333333335,1.1102230246251565e-16,-1.0
Atampaya,Pama-Nyungan,atam1239,0.7767857142857143,0.7767857142857141,2.0162090298917486e-16,1.1012975422342643
Crow,,crow1244,0.8088068181818182,0.8088068181818181,1.0968194384045366e-16,1.012220412723645
Wathawurrung,Pama-Nyungan,wath1238,0.7633928571428572,0.7633928571428572,8.720729421554322e-17,0.0
Zigula,Atlantic-Congo,zigu1242,0.7833333333333333,0.7754729166666666,0.0058420585787460205,1.3454874785514248
Malecite,Algic,male1293,0.6558129370629371,0.655812937062937,1.1102230246251565e-16,1.0
Cinta Larga,Tupian,cint1239,0.78,0.8367716666666668,0.021767539607304164,-2.6080883595873585
Niuafo'ou,Austronesian,niua1240,0.7777777777777777,0.7777777777777778,9.374648538600172e-17,-1.1842822907480814
Waurá,Arawakan,waur1244,0.7531866281866281,0.7588771607443482,0.011445647143210811,-0.49717875158291586
Aneityum,Austronesian,anei1239,0.7773809523809523,0.7806220238095238,0.014037715624814165,-0.23088310913225651
Puluwatese,Austronesian,pulu1242,0.8166666666666668,0.7852802083333333,0.038084932255252245,0.8241174783501146
Tahitian,Austronesian,tahi1242,0.5052083333333334,0.4880302083333333,0.008657022064947395,1.9842995514075115
Kumbainggar,Pama-Nyungan,kumb1268,0.8925925925925926,0.8391171296296295,0.017353565959201105,3.081525900134069
Kaurna,Pama-Nyungan,kaur1267,0.7841269841269842,0.7604375,0.01791257020110982,1.3225061429496308
East Futuna,Austronesian,east2447,0.5738455988455988,0.6155373015873016,0.010699735613097968,-3.8965170962417326
Common Delaware,Algic,comm1246,0.7263888888888889,0.7263888888888892,3.299062791418367e-16,-1.009580382204097
Lower Grand Valley Dani,Nuclear Trans New Guinea,lowe1415,0.7416666666666667,0.7416666666666669,2.220446049250313e-16,-1.0
Winnebago-Chiwere,,winn1245,0.6519097222222222,0.6519097222222222,0.0,
Pampanga,Austronesian,pamp1243,0.8039215686274509,0.8520256684491978,0.007723942593227294,-6.2279204229102865
South Saami,Uralic,sout2674,0.8605769230769231,0.8605769230769232,1.1102230246251565e-16,-1.0
Whitesands,Austronesian,whit1269,0.9452020202020203,0.9298869318181818,0.01072531981815022,1.4279376879672208
Kombai,Nuclear Trans New Guinea,komb1274,0.825,0.8249999999999997,2.220446049250313e-16,1.0
Ngalkbun,,ngal1292,0.8472222222222222,0.8472222222222222,7.643625500567854e-17,0.0
Riuk Bekati',Austronesian,beka1241,0.5833333333333333,0.5833333333333333,0.0,
North Slavey,,nort2942,0.8772727272727271,0.850821185064935,0.0048192457956854244,5.488730670569585
Birhor,Austroasiatic,birh1242,0.8600000000000001,0.8765125,0.01004644682213567,-1.6436159263409815
Asu (Tanzania),Atlantic-Congo,asut1235,0.9434434778184778,0.8979467001170126,0.011777278053753228,3.863097864702797
Bushoong,Atlantic-Congo,bush1247,0.7244949494949494,0.7665695707070707,0.02091598733054159,-2.0116010087022644
Venda,Atlantic-Congo,vend1245,0.8139880952380952,0.8354322916666667,0.005767063082273282,-3.718391167678796
