language,family,code,true_value,simulated_mean,sd,z
Northwest Sahaptin,,yaki1237,0.765625,0.765625,0.0,
Mashco Piro,Arawakan,mash1270,0.5714285714285714,0.5827261904761903,0.001859545149563538,-6.075474451518781
Korafe,Nuclear Trans New Guinea,kora1295,0.8116605616605616,0.8219533157814408,0.011348414331888285,-0.9069772939076886
Tiale,Austronesian,tial1239,,,,
Neme,,neme1244,0.8125,0.8125,0.0,
North Efate,Austronesian,nort2836,0.8392857142857143,0.839285714285714,3.3306690738754696e-16,1.0
Nen,,nenn1238,0.8541666666666666,0.8541666666666665,1.1102230246251565e-16,1.0
Cha'palaa,,chac1249,0.7827380952380953,0.7827380952380952,6.897693335176788e-17,1.609556949949126
Haya,Atlantic-Congo,haya1250,0.8078703703703703,0.8365719163359788,0.020441867408041946,-1.404056948061268
Mocoví,,moco1246,0.7370129870129869,0.7251483360389611,0.0065271161517905995,1.817747792150278
Toba,,toba1269,0.808531746031746,0.7694499007936507,0.009399959871138744,4.157660859605437
Yaka (Central African Republic),Atlantic-Congo,yaka1272,0.8724094087730453,0.8597485378258106,0.01017784326987848,1.243964031623945
Kariyarra,Pama-Nyungan,kari1304,0.7150297619047619,0.7712092013888889,0.021605865830527062,-2.6001938512804608
Kazakh,Turkic,kaza1248,0.9201388888888888,0.9201388888888892,3.3306690738754696e-16,-1.0
Piegan,Algic,pieg1239,0.7137626262626262,0.7137626262626263,1.0968194384045366e-16,-1.012220412723645
Kosarek Yale,Nuclear Trans New Guinea,kosa1249,0.8065476190476191,0.8065476190476188,2.1459206728645999e-16,1.0347288589592778
Onobasulu,Bosavi,onob1238,0.6513888888888889,0.6784027777777778,0.009810044809615637,-2.7536967886640378
Siwai,South Bougainville,siwa1245,0.9027777777777778,0.902777777777778,2.163938314644239e-16,-1.0261133758867633
Wangganguru,Pama-Nyungan,wang1290,0.8886363636363637,0.8576932359307359,0.015412022217136013,2.0077266480464426
Irish,Indo-European,iris1253,0.7659046606415028,0.7495032617845118,0.007290611769788555,2.24966016225915
Yakan,Austronesian,yaka1277,0.8666666666666667,0.8738916666666666,0.007072594801218452,-1.0215486964918756
Kuman,Nuclear Trans New Guinea,kuma1280,0.8244172494172495,0.8244172494172497,2.2941624510965736e-16,-0.9678678369916546
Kodi-Gaura,Austronesian,kodi1247,0.826388888888889,0.8263888888888892,2.7822109252321575e-16,-0.7980868844676222
Ahin-Kayapa Kalanguya,Austronesian,ahin1234,0.725,0.7517546875,0.005707602385340904,-4.687552792520248
Nambo,,namb1293,0.8229166666666666,0.8229166666666665,1.1102230246251565e-16,1.0
Lenakel,Austronesian,lena1238,0.7023809523809523,0.7023809523809524,1.0145033081663849e-16,-1.0943513103291655
Modern Greek,Indo-European,mode1248,0.8732804232804233,0.8577787698412699,0.005988311154655701,2.588651965270951
Yaka-Pelende-Lonzo,Atlantic-Congo,yaka1269,0.8512175324675324,0.8672842532467533,0.020574611816901418,-0.7809003116171828
Larevat,Austronesian,lare1249,0.7043650793650793,0.7812953373015873,0.026980744574388735,-2.851302258334762
Batanga,Atlantic-Congo,bata1285,0.6844179069604767,0.779105087230779,0.012933835926832069,-7.3208892401261805
Mbyá Guaraní,Tupian,mbya1239,0.75,0.75,0.0,
Tehuelche,,tehu1242,0.8386904761904761,0.8844106398809523,0.00896066267788853,-5.102319475020073
Yadhaykenu,Pama-Nyungan,yadh1237,0.8363095238095238,0.8363095238095238,0.0,
Bannoni,Austronesian,bann1247,0.5238095238095237,0.5238095238095236,1.1102230246251565e-16,1.0
Iwam,Sepik,iwam1256,0.9177083333333333,0.9177083333333335,1.1102230246251565e-16,-1.0
Algonquin,Algic,algo1255,0.4847222222222222,0.4847222222222223,7.330835502736468e-17,-0.7572281660192283
Ganggalida,,gang1267,0.680787037037037,0.6810825176366844,0.025796061551586782,-0.01145448498238564
Sirionó,Tupian,siri1273,0.8454545454545453,0.8975416666666665,0.014442887654945823,-3.606420160326069
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,0.39107142857142857,0.46290714285714285,0.03703431195702658,-1.9397070038474082
Polci,Afro-Asiatic,polc1243,0.74375,0.7526489583333333,0.004565976961869095,-1.9489713609265573
Paraguayan Guaraní,Tupian,para1311,0.6926379176379178,0.7030596157314908,0.011042089825166418,-0.9438157322195027
Central Tarahumara,Uto-Aztecan,cent2131,0.8526785714285714,0.8582283163265306,0.024128526817229056,-0.2300076146379735
Southern Cook Island Maori,Austronesian,raro1241,0.7929315476190476,0.8118914806547618,0.01064236798890376,-1.7815520996344725
Yao,Atlantic-Congo,yaoo1241,,,,
Kulisusu,Austronesian,kuli1254,0.9416666666666668,0.8554937499999999,0.0189552688686271,4.546119459655451
Kuuku-Ya'u,Pama-Nyungan,kuuk1238,0.8061224489795917,0.805579081632653,0.01386122966357382,0.03920051540352454
Teiwa,,teiw1235,0.7186688311688312,0.7237539953102454,0.010708391162610166,-0.47487657708749015
Albanian,Indo-European,alba1267,0.8754960317460317,0.8911828042328042,0.008516406307524196,-1.8419474036734536
Cheke Holo,Austronesian,chek1238,0.5277777777777778,0.5277777777777778,0.0,
Dampelas,Austronesian,damp1237,0.8386243386243386,0.8253310185185184,0.006567295296165207,2.0241696933564803
Yir-Yoront,Pama-Nyungan,yiry1245,0.7357142857142858,0.7555049603174603,0.017236232677574,-1.1482018706398698
Herero,Atlantic-Congo,here1253,0.8530844155844157,0.8460716089466088,0.009604873320158167,0.7301300500329159
Koya,Dravidian,koya1251,0.9003246753246752,0.9088279220779221,0.015230309419465191,-0.5583108339466332
Suzhou,Sino-Tibetan,suzh1234,0.8377976190476191,0.8377976190476188,2.1067926302872334e-16,1.0539461821392382
English,Indo-European,stan1293,0.7817460317460316,0.8800853174603175,0.018518868737240138,-5.310221002675638
Yuracaré,,yura1255,0.8187500000000001,0.8187499999999998,3.3306690738754696e-16,1.0
Gupapuyngu,Pama-Nyungan,gupa1247,0.8761093073593074,0.8340008658008657,0.02008789437979363,2.0962098247986813
Shoshoni,Uto-Aztecan,shos1248,0.7625,0.7624999999999998,1.1102230246251565e-16,1.0
Makonde,Atlantic-Congo,mako1251,0.7977272727272728,0.7977272727272726,2.220446049250313e-16,1.0
Walloon,Indo-European,wall1255,0.9404761904761906,0.9737946428571429,0.00876951441025229,-3.799349749856194
Agob-Ende-Kawam,Pahoturi,agob1244,0.8125,0.8125,0.0,
Car Nicobarese,Austroasiatic,carn1240,,,,
Ura (Vanuatu),Austronesian,urav1235,0.9,0.9000000000000002,2.220446049250313e-16,-1.0
Mekongga,Austronesian,meko1237,0.8125,0.8125,0.0,
Maranao,Austronesian,mara1404,0.8541666666666666,0.8736267361111111,0.00890192034542137,-2.1860529738904684
Mahasu Pahari,Indo-European,maha1287,0.8833333333333333,0.8833333333333331,2.4158514241300273e-16,0.9191153177186459
Nalik,Austronesian,nali1244,0.7157142857142856,0.7761225892857143,0.01450819863972802,-4.163735627799561
Sougb,,mani1235,0.5604437229437229,0.5604437229437228,1.159106867033638e-16,0.9578262852211513
Sanapaná,,sana1298,0.586111111111111,0.5816319444444443,0.008581251433060754,0.5219712651012576
Mapudungun,,mapu1245,0.7536976911976913,0.7264951524170273,0.020651181743249772,1.3172388446755878
Paakantyi,Pama-Nyungan,darl1243,0.7790178571428572,0.7683108258928572,0.01206464994716863,0.8874713561426466
Sinitic,Sino-Tibetan,sini1245,0.7169642857142857,0.7169642857142855,2.220446049250313e-16,1.0
Varisi,Austronesian,vari1239,0.53125,0.53125,0.0,
Kumaoni,Indo-European,kuma1273,0.91875,0.9187499999999997,2.220446049250313e-16,1.0
Ute,Uto-Aztecan,utee1244,0.9040178571428572,0.9040178571428575,3.3306690738754696e-16,-1.0
Lozi,Atlantic-Congo,lozi1239,0.8574656337814233,0.8501069672286777,0.005608108204071241,1.312147748398196
French,Indo-European,stan1290,0.8924603174603174,0.8778394841269842,0.008730595630752366,1.674666191368805
Murriny Patha,,murr1258,0.888888888888889,0.9015472222222222,0.010584983102676667,-1.1958765744399018
Nese,Austronesian,nese1235,0.8634615384615385,0.8899124999999999,0.012035447483033757,-2.197754722103106
Seneca,,sene1264,0.7678571428571428,0.7678571428571427,1.36155173506899e-16,0.8154100913168029
Muna,Austronesian,muna1247,0.7869769119769119,0.7514187071608946,0.009608369602108792,3.7007532275000243
Casiguran-Nagtipunan Agta,Austronesian,casi1235,0.7029761904761905,0.7045986607142857,0.0096055084767641,-0.1689103957401034
Mota,Austronesian,mota1237,0.6789835164835165,0.7226573946886446,0.03052358270220953,-1.4308241149544574
Maklew,,makl1246,0.65,0.6500000000000002,2.220446049250313e-16,-1.0
Marwari (India),Indo-European,marw1260,0.6771265771265773,0.8322090303215304,0.02476937065754032,-6.261057470499061
Southwestern Tepehuan,Uto-Aztecan,sout2977,,,,
Chuukese,Austronesian,chuu1238,0.8368055555555556,0.8368055555555556,0.0,
Lamogai,Austronesian,lamo1244,0.9041666666666667,0.9041666666666668,9.979663786127904e-17,-1.1124853987249619
Chickasaw,,chic1270,0.7321338383838384,0.7321338383838383,1.1381816716994832e-16,0.9754356903036577
Mi'kmaq,Algic,mikm1235,0.7409455128205128,0.740945512820513,2.220446049250313e-16,-1.0
Sanskrit,Indo-European,sans1269,0.7292929292929292,0.7901859638047137,0.01866518560932279,-3.26238569421833
Saaroa,Austronesian,saar1237,0.7909303324599378,0.7883833408094099,0.0031181274494613462,0.8168337221007287
Acehnese,Austronesian,achi1257,0.8625,0.8625000000000003,2.220446049250313e-16,-1.0
Daakie,Austronesian,port1286,0.9307760141093474,0.90607848324515,0.008773251163928223,2.8150944732715417
Fijian,Austronesian,fiji1243,0.6019345238095238,0.613571552579365,0.009412530546142198,-1.2363337056696952
Bats,Nakh-Daghestanian,bats1242,0.9189743589743589,0.9276205769230769,0.012493952159397309,-0.6920322599614538
Guajá,Tupian,guaj1256,0.8444444444444444,0.8348632936507936,0.024859355397028507,0.38541428933415167
Macedonian,Indo-European,mace1250,0.8388888888888889,0.8300180555555555,0.007339674470341977,1.2086140017760303
Mbere,Atlantic-Congo,mber1257,0.8507936507936509,0.8341732804232805,0.015157756820279754,1.0964927441066832
Cherokee,,cher1273,0.6778934607059607,0.6778934607059608,7.229248575812843e-17,-1.535737792084878
Nunamiut,Eskimo-Aleut,nort2944,0.6218915343915343,0.6006768435846561,0.007193247664701611,2.9492507134130816
Tombulu,Austronesian,tomb1243,0.8270202020202021,0.8316495422979798,0.004371473370472163,-1.0589885572785067
Pashto,Indo-European,pash1269,0.8053668689698101,0.8215935739573607,0.009880641134266272,-1.6422724767602344
Wulguru,Pama-Nyungan,wulg1239,0.8107142857142856,0.8493251984126985,0.013772139976408642,-2.8035521541715727
Binja,Atlantic-Congo,binj1250,,,,
Serbian-Croatian-Bosnian,Indo-European,sout1528,0.7678075396825396,0.7914906994047619,0.015108037254094205,-1.5675867966108121
Yanyuwa,Pama-Nyungan,yany1243,0.7375,0.7886587053571429,0.016090195631370475,-3.1794955468037043
Bera,Atlantic-Congo,bera1259,0.7311507936507936,0.7035820932539683,0.010369722352965445,2.6585765229231515
Akhvakh,Nakh-Daghestanian,akhv1239,0.8958874458874458,0.8143487283549784,0.01371182781705094,5.94659724585167
Yalarnnga,Pama-Nyungan,yala1262,0.9027777777777778,0.8224238591269841,0.01619855982236142,4.960559428244264
Tok Pisin,Indo-European,tokp1240,0.7009523809523809,0.7650061904761905,0.014603162076426654,-4.386297240870131
Yavitero,Arawakan,yavi1244,0.7847222222222223,0.8396631944444444,0.009186256555857307,-5.9807792094801435
Angaité,,anga1316,0.42857142857142855,0.42857142857142855,0.0,
Muruwari,Pama-Nyungan,muru1266,0.7875850340136054,0.8028249433106576,0.024697828100606743,-0.6170546347222255
Yele,Yele,yele1255,0.8799603174603173,0.906406994047619,0.013575691470185669,-1.9480905739043
Lewo,Austronesian,lewo1242,0.5791666666666666,0.5791666666666666,7.065416064076987e-17,0.0
Wangkumara,Pama-Nyungan,wong1246,0.5711805555555555,0.5711805555555556,2.1065000811460205e-17,-5.2704627669473
Adang,,adan1251,0.5923611111111111,0.7487875,0.031926885789476146,-4.8995191676493155
Southwest Tanna,Austronesian,sout2869,0.925,0.9078148437499999,0.016301282343124838,1.0542211274101456
Bali,Atlantic-Congo,bali1275,0.625,0.625,0.0,
Hewa,Sepik,hewa1241,0.7125,0.768413888888889,0.012600622091124445,-4.4373911450192
Old Norse,Indo-European,oldn1244,0.6968864468864469,0.7714388354700854,0.02092689337056786,-3.562515814625931
Marind,,nucl1622,0.828174603174603,0.8173655753968253,0.008058261879603216,1.3413597050174215
Lake Miwok,,lake1258,,,,
Siona-Tetete,,sion1247,0.7999999999999999,0.791500462962963,0.004131801636706349,2.05710190961935
Wappo,,wapp1239,0.875,0.8448229166666666,0.05404070992310386,0.5584138953073197
Cusco Quechua,,cusc1236,0.7094017094017093,0.7824551709401709,0.02131509164206824,-3.4273116327719944
Ayoreo,,ayor1240,0.7815145502645503,0.787749751984127,0.010260390654376148,-0.6076963275191993
Songoora,Atlantic-Congo,song1300,0.9104308390022677,0.910430839002268,3.0546268830361724e-16,-0.7269123641848139
Gros Ventre,Algic,gros1243,0.6229166666666667,0.6229166666666668,1.3964116692770757e-16,-0.795054244426302
Sawi,Nuclear Trans New Guinea,sawi1257,0.8,0.8000000000000002,1.1102230246251565e-16,-1.0
Solu-Khumbu Sherpa,Sino-Tibetan,sher1255,1.0,1.0,0.0,
Manange,Sino-Tibetan,mana1288,0.7356902356902357,0.763239668510502,0.013482603622719585,-2.043331806761906
To'abaita,Austronesian,toab1237,0.8042328042328042,0.7745522486772488,0.004730564073558969,6.274210663682155
Roviana,Austronesian,rovi1238,0.46891534391534395,0.5723389744786802,0.026897780255768798,-3.8450619188605675
Pirriya,Pama-Nyungan,pirr1240,0.7430555555555556,0.7430555555555556,0.0,
Aché,Tupian,ache1246,0.9708333333333333,0.9627,0.007366073929773498,1.1041612412357937
Serbian Standard,Indo-European,serb1264,0.8152777777777778,0.784609375,0.013915518633168297,2.2038993720778848
Bezhta,Nakh-Daghestanian,bezh1248,0.9339285714285714,0.9079451388888888,0.006854975826799982,3.790448456156279
Maragus,Austronesian,mara1399,0.8428571428571429,0.842857142857143,1.1102230246251565e-16,-1.0
Hittite,Indo-European,hitt1242,0.8333333333333334,0.6849217171717172,0.031550229462474315,4.703978978604138
Cebuano,Austronesian,cebu1242,0.951388888888889,0.929142361111111,0.008076818053706863,2.754367825280879
Veps,Uralic,veps1250,1.0,1.0,0.0,
Japanesic,,japa1256,0.84375,0.84375,0.0,
Atta,Austronesian,atta1244,0.875,0.875,0.0,
Hanunoo,Austronesian,hanu1241,0.9027777777777777,0.8213868055555557,0.013068658300095702,6.22795166521616
Lithuanian,Indo-European,lith1251,0.9490740740740741,0.9334107060185186,0.0102680442717208,1.5254480445408585
Ibaloi,Austronesian,ibal1244,0.8232323232323232,0.8216676136363638,0.0022547627328557344,0.6939575384846314
Laurentian,,laur1250,0.6194852941176471,0.6194852941176471,0.0,
Bungku,Austronesian,bung1269,0.8333333333333334,0.8430390624999999,0.0034482941802323006,-2.8146465061785193
Serrano,Uto-Aztecan,serr1255,0.9416666666666667,0.8977283333333332,0.020456592322389486,2.1478813597533275
Lamba,Atlantic-Congo,lamb1271,0.8593253968253969,0.7997667658730159,0.014451050376202586,4.1214049776243105
Archi,Nakh-Daghestanian,arch1244,0.9211940836940838,0.8994727678571428,0.008601614939892907,2.525260196919658
Seki,Atlantic-Congo,seki1238,1.0,1.0,0.0,
Mwotlap,Austronesian,motl1237,0.8166666666666665,0.8169805555555556,0.010571755113170168,-0.029691275055928865
Yagwoia,Angan,yagw1240,0.5053571428571428,0.505357142857143,1.1102230246251565e-16,-1.0
Alyawarr,Pama-Nyungan,alya1239,0.4791666666666667,0.48705295138888893,0.020075558426571924,-0.3928301546911888
Cayubaba,,cayu1262,0.9156565656565656,0.9241961399711399,0.0033583359029516055,-2.542799339121785
Eastern Bolivian Guaraní,Tupian,east2555,0.760185185185185,0.8074731481481481,0.015848686655321312,-2.983714928018079
Bayungu,Pama-Nyungan,bayu1240,0.83125,0.8761302083333332,0.017090882954514983,-2.6259736523136707
Emau,Austronesian,emau1237,0.9099999999999999,0.9251433333333333,0.011175522483435747,-1.3550447735914541
Tikopia,Austronesian,tiko1237,0.636904761904762,0.6368461309523811,0.016375216405867327,0.003580468857797357
Atchin,Austronesian,atch1238,0.761111111111111,0.8135999999999999,0.014534756131510073,-3.611267255808828
Dogrib,,dogr1252,0.75,0.75,0.0,
Indonesian Bajau,Austronesian,indo1317,0.8083333333333335,0.8443059027777778,0.009043907859020978,-3.9775470963653192
Catalan,Indo-European,stan1289,0.8476190476190476,0.9143577380952381,0.013148660318230521,-5.075702684604135
Wiradhuri,Pama-Nyungan,wira1262,0.7570165945165946,0.7550293109668109,0.008057333875811827,0.2466428201206312
Pipil,Uto-Aztecan,pipi1250,,,,
Xibe,,xibe1242,0.8292297979797979,0.8431986922799423,0.012287211566935692,-1.1368644727933228
Amanab,Border,aman1265,0.7869227994227995,0.7965958927068302,0.01658549746773382,-0.5832259962566169
Tagalog,Austronesian,taga1270,0.8755952380952381,0.8593232142857143,0.009069296380309786,1.7941881185900703
Karitiâna,Tupian,kari1311,0.9032738095238095,0.9260359375,0.01723234703066369,-1.3208954030282094
Pukapuka,Austronesian,puka1242,0.635309829059829,0.6484632478632478,0.007030671257462018,-1.8708624428227096
Mbala,Atlantic-Congo,mbal1257,0.8800595238095239,0.9303724950396824,0.013084934709230002,-3.8451067848789644
Lisu,Sino-Tibetan,lisu1250,0.8291666666666666,0.8291666666666664,2.220446049250313e-16,1.0
Balangao,Austronesian,bala1310,0.775,0.7750000000000002,2.220446049250313e-16,-1.0
Kiowa Apache,,kiow1264,0.6898989898989899,0.6898989898989902,3.3306690738754696e-16,-1.0
Sonsorol,Austronesian,sons1242,0.6826636904761905,0.7412463541666666,0.010971608074677635,-5.339478341892687
Ukrainian,Indo-European,ukra1253,0.742062165775401,0.7889768549465241,0.011464890068443447,-4.092031313955079
Kodeoha,Austronesian,kode1237,0.8125,0.8125,0.0,
Kaure-Narau,Kaure-Narau,kaur1271,0.9583333333333333,0.9583333333333335,2.220446049250313e-16,-1.0
Nama (Papua New Guinea),,nama1266,0.803298611111111,0.8187149305555557,0.014333578939641801,-1.0755387408380168
Jingulu,,djin1251,0.7326388888888888,0.7326388888888892,3.3306690738754696e-16,-1.0
Trumai,,trum1247,0.728125,0.7281250000000002,2.508465330496313e-16,-0.8851810795451521
Brunei-Sabah Malay,Austronesian,saba1263,0.7319444444444444,0.775840625,0.01226240120408439,-3.5797377548643987
Western Armenian,Indo-European,homs1234,0.768452380952381,0.790431746031746,0.013107279102223812,-1.6768823573487477
Dandami Maria,Dravidian,dand1238,0.861904761904762,0.8654962053571428,0.009981508111267703,-0.3598097013342701
Qawasqar,,qawa1238,0.6901041666666667,0.6963157986111111,0.01776144859521793,-0.34972552554732605
Sosva Mansi,Uralic,nort2677,0.9375,0.9375,0.0,
Dutch,Indo-European,dutc1256,0.9055555555555556,0.9182416666666666,0.015291663134523755,-0.8296096375854517
Ngarinman,Pama-Nyungan,ngar1235,0.7802579365079365,0.8067163938492062,0.009883155329822908,-2.677126530778083
Loniu,Austronesian,loni1238,0.9583333333333334,0.98578125,0.009174801078300756,-2.991663408548826
Mussau-Emira,Austronesian,muss1246,0.6416666666666666,0.6416666666666664,2.220446049250313e-16,1.0
Marquesan,Austronesian,marq1246,0.861904761904762,0.8619047619047622,2.3616716789057353e-16,-0.9402009894445369
Selk'nam,,onaa1245,0.7951388888888888,0.8069493055555557,0.009227359863061491,-1.2799345470361134
Turkish,Turkic,nucl1301,0.8659722222222221,0.9014361111111111,0.010775439053957647,-3.2911780866937055
Shawnee,Algic,shaw1249,0.5243506493506493,0.5243506493506496,2.220446049250313e-16,-1.0
Tooro,Atlantic-Congo,toor1238,0.5818783068783069,0.6830468832671956,0.025653041293954123,-3.9437264077040273
Central Sama,Austronesian,cent2092,0.7833333333333332,0.8656125,0.013624810212179147,-6.0389220389373115
Mayo,Uto-Aztecan,mayo1264,0.8,0.8000000000000002,1.2803716525534355e-16,-0.8671099695241199
Southern Paiute,Uto-Aztecan,sout2969,0.7037698412698413,0.7385801587301587,0.02699936826220804,-1.289301183725939
Elamite,,elam1244,0.675,0.7347937499999999,0.014146983722246239,-4.226607676516497
Icari,Nakh-Daghestanian,icar1234,0.8674242424242425,0.8612019886363637,0.009499997312838848,0.6549742682000309
Xârâcùù,Austronesian,xara1244,0.892857142857143,0.8928571428571429,9.842864416543363e-17,1.1279470869873538
Lengua,,leng1262,0.5940476190476189,0.594047619047619,1.1102230246251565e-16,-1.0
Nehan,Austronesian,neha1247,0.7446709744503862,0.7392623718805704,0.01506992106034215,0.35890052430659464
Seke (Vanuatu),Austronesian,seke1241,0.7604166666666666,0.7699312500000001,0.01728394795094088,-0.5504866920647893
Tidore,,tido1248,0.875,0.875,0.0,
Marra,Other,mara1385,0.6990740740740741,0.6990740740740744,3.3306690738754696e-16,-1.0
Kiai,Austronesian,fort1240,0.6392857142857143,0.6250740079365079,0.01388558048889814,1.0234866565765137
Zabana,Austronesian,zaba1237,0.75,0.75,0.0,
North Northern Paiute,Uto-Aztecan,nort1551,0.8041666666666667,0.8041666666666669,2.2494006201417627e-16,-0.987127872806568
Skolt Saami,Uralic,skol1241,,,,
Wapishana,Arawakan,wapi1253,0.8393429487179488,0.8405841823107448,0.0039064062135537704,-0.31774309299668474
Northern Emberá,,nort2972,0.8748572505925448,0.8712990892991812,0.0025393153268845237,1.4012286129620262
Zulu,Atlantic-Congo,zulu1248,0.7678571428571428,0.744775892857143,0.010381869953622907,2.223226654071629
Yansi,Atlantic-Congo,yans1239,0.8718181818181818,0.8621536363636363,0.023975035897386948,0.40310869589141596
Miami,Algic,miam1252,0.6176136363636364,0.6176136363636363,1.0945695500078611e-16,1.0143010324169743
Andalal-Gxdatl,Nakh-Daghestanian,anda1281,0.9405303030303033,0.8531823863636364,0.014732724712218696,5.928836544011727
Olal,Austronesian,olal1237,0.6671626984126984,0.6942080853174603,0.012211342505402978,-2.2147758850261954
Tulambatu,Austronesian,tula1253,0.7428571428571429,0.7428571428571431,2.220446049250313e-16,-1.0
Luvale,Atlantic-Congo,luva1239,0.732390873015873,0.8155418154761905,0.01640744809382873,-5.06787783114138
Māori,Austronesian,maor1246,0.8077628968253968,0.8091399305555556,0.006300471537255752,-0.21856042393273356
Norwegian Bokmål,Indo-European,norw1259,0.7986111111111112,0.8425850694444446,0.013597059848756695,-3.2340784568477385
Nuclear Woleaian,Austronesian,nucl1479,0.7928571428571428,0.7931178571428572,0.004798950246604742,-0.05432735750883169
Nuu-chah-nulth,,nuuc1236,0.8064102564102563,0.8064102564102563,9.678699938266252e-17,0.0
Western Low Navarrese,,west1508,0.8227772227772228,0.8666567786380287,0.00974189334397851,-4.5042123036512205
Moselle Franconian,Indo-European,luxe1241,0.8571428571428571,0.8820320767195766,0.006386187144064296,-3.8973520529934755
Owa,Austronesian,owaa1237,0.7336538461538462,0.7336538461538461,1.1102230246251565e-16,1.0
Movono,Austronesian,tang1347,0.6495535714285714,0.6495535714285712,2.220446049250313e-16,1.0
Punu,Atlantic-Congo,punu1239,0.5,0.6509000000000001,0.057012630179636516,-2.64678194155473
Southern Tepehuan,Uto-Aztecan,sout2975,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-1.0
Spokane,Salishan,spok1245,0.7327641108891109,0.723912627997003,0.014626435545910008,0.6051701977781627
Rotokas,,roto1249,0.7082341269841269,0.7377457589285714,0.01406184496736565,-2.098702696049793
Odia,Indo-European,oriy1255,0.7765093673022061,0.8352461395914399,0.0068808030831496265,-8.53632513231981
Mangole,Austronesian,mang1408,0.7004349816849818,0.7338617996586747,0.014035378736527413,-2.381611397966686
Kimaama,Kolopom,kima1246,0.65625,0.6564487847222221,0.011537779576700309,-0.01722902755254173
Achuar,Chicham,achu1249,,,,
Umiray Dumaget Agta,Austronesian,umir1236,0.8125,0.8125,0.0,
Northern Tepehuan,Uto-Aztecan,nort2959,1.0,1.0,0.0,
Assiniboine,,assi1247,0.6793154761904762,0.6793154761904762,3.9565083834082107e-17,0.0
Nengone,Austronesian,neng1238,0.7545634920634922,0.7394088624338626,0.016194114287513186,0.9358109594987138
Meriam,,meri1244,0.9047619047619047,0.9138809523809523,0.008410518398285037,-1.0842432282066143
Estonian,Uralic,esto1258,,,,
Dobu,Austronesian,dobu1241,0.4835164835164836,0.5324926739926741,0.015478497996471004,-3.164143606657232
Kwaio,Austronesian,kwai1243,0.80625,0.8062500000000002,2.9321240205258407e-16,-0.757282445662753
Nimboran,Nimboranic,nucl1633,0.8316643323996266,0.8271888849984439,0.010056592897858242,0.4450262078457807
Yulparija,Pama-Nyungan,yulp1239,0.8366567460317461,0.7767441964285715,0.023585422618594108,2.540236423660315
Wangkajunga,Pama-Nyungan,wang1288,0.6666666666666666,0.667218253968254,0.007104162718360928,-0.07764283047201836
Bukusu,Atlantic-Congo,buku1249,0.8909722222222222,0.7568417162698413,0.032909398429526,4.075750768875807
Hidatsa,,hida1246,0.7410714285714286,0.7410714285714288,2.268498360458454e-16,-0.9788175684647927
Slaveyic,,hare1243,0.7583145698470776,0.7583145698470778,2.2901293466866275e-16,-0.9695723311274393
Mortlockese,Austronesian,mort1237,0.5641534391534392,0.6257752324353887,0.01102472860041546,-5.589415895428693
Latin,Indo-European,lati1261,0.8447288822288822,0.8944786750286751,0.013198798473114556,-3.7692667935745265
Nyawaygi,Pama-Nyungan,nyaw1247,0.8020833333333333,0.8020833333333335,2.220446049250313e-16,-1.0
Giryama,Atlantic-Congo,giry1241,0.8448593073593077,0.8782988095238095,0.017028048152145415,-1.9637894998722218
Icelandic,Indo-European,icel1247,0.829861111111111,0.8369742739898991,0.009447054737332462,-0.7529503190744263
Japanese,,nucl1643,0.8041666666666666,0.8461888888888889,0.008517010937449932,-4.933916667577289
I'saka,Sko,kris1246,0.75,0.75,0.0,
Northern Mansi,Uralic,mans1258,0.8347222222222221,0.8926680555555555,0.01931635184728916,-2.999833187521143
Cogui,,cogu1240,0.5044642857142857,0.5046071428571429,0.004994945007062912,-0.02860034347830068
Merlav,Austronesian,merl1237,0.8839285714285714,0.8969821428571426,0.00951031596183205,-1.3725696896884805
Bafia,Atlantic-Congo,bafi1243,0.9166666666666666,0.9166666666666664,2.220446049250313e-16,1.0
Fordata,Austronesian,ford1242,0.7,0.6333999999999999,0.09425730740902796,0.7065765173090565
Matukar,Austronesian,matu1261,0.9812500000000001,0.9703958333333335,0.00623466869608963,1.74093720063655
Modole,North Halmahera,modo1249,0.7961038961038961,0.7797508658008657,0.004437250680975434,3.6853969898846253
Oceanic,Austronesian,ocea1241,0.6464285714285714,0.6464285714285716,2.1919525430222537e-16,-1.0129991437628356
Erzya,Uralic,erzy1239,0.5681547619047619,0.6185021081349206,0.020387659099013477,-2.4695010832604565
Kadai,Austronesian,kada1286,0.75,0.75,0.0,
Tonsea,Austronesian,tons1240,0.9223484848484849,0.9158440656565657,0.0037574835838795236,1.731057247947695
Mungaka,Atlantic-Congo,mung1266,0.859375,0.859375,0.0,
Huron-Wyandot,,wyan1247,0.6077651515151515,0.6077651515151514,6.240994087105631e-17,1.7789201674120503
Satawalese,Austronesian,sata1237,0.8541666666666667,0.8541666666666665,2.220446049250313e-16,1.0
Sie,Austronesian,siee1239,0.8081632653061226,0.8615714285714287,0.021613208434708372,-2.4710890762307454
Cocama-Cocamilla,Tupian,coca1259,0.8020833333333334,0.7883444444444444,0.012644851195920633,1.0865204086641433
Ngiyambaa,Pama-Nyungan,wang1291,0.6451884920634919,0.6677523809523809,0.008762744759713791,-2.5749795877457373
