language,language_family,code,true_value,simulated_mean,simulated_sd,z
Modern Ossetic,Indo-European,osse1243,1.0,3.9855436099999997,0.21184028905538224,-14.093370167274825
Puelche,,puel1244,2.16667,3.11145503,0.1299125165532525,-7.2724711603344465
Kumyk,Turkic,kumy1244,1.6666699999999999,2.6480813000000003,0.10743105439913549,-9.135266385395338
Bandjalangic,Pama-Nyungan,band1339,2.5507999999999997,3.73691751,0.18544511753103637,-6.396056826901845
Kaiwá,Tupian,kaiw1246,4.0,4.0,0.0,
Gimi (Eastern Highlands),Nuclear Trans New Guinea,gimi1243,2.62329,2.51998821,0.36094263109183417,0.28620002488350227
Koroni,Austronesian,koro1311,2.0,2.0,0.0,
Suki,,suki1245,3.0,3.0,0.0,
Tamil,Dravidian,tami1289,2.25,3.79910917,0.19572439848677806,-7.914747379359801
Bemba (Zambia),Atlantic-Congo,bemb1257,1.82213,2.6911543300000003,0.15957603362081382,-5.445832373957762
Lonwolwol,Austronesian,lonw1238,2.5,2.5,0.0,
Mudburra,Pama-Nyungan,mudb1240,1.75,2.9506031399999997,0.21275261152836736,-5.643188731621832
Nengone,Austronesian,neng1238,2.7893100000000004,2.89639005,0.2158281439055099,-0.4961357127126083
Ponca,,ponc1241,3.75,3.75,0.0,
Waffa,Nuclear Trans New Guinea,waff1241,3.0,3.0,0.0,
Casiguran-Nagtipunan Agta,Austronesian,casi1235,1.3333300000000001,2.6312708899999997,0.12723901173267538,-10.200809266948152
Warrongo,Pama-Nyungan,waru1264,3.75,3.75,0.0,
Lo-Toga,Austronesian,loto1240,3.09328,3.14070401,0.10716267183595181,-0.4425422508371022
Araki,Austronesian,arak1252,3.18048,3.6456799299999996,0.20146267880105015,-2.3091122026596147
Ottawa,Algic,otta1242,2.5,2.5,0.0,
Komi-Zyrian,Uralic,komi1268,2.33334,3.0829003200000002,0.11394055412054829,-6.578520929492502
Bungku,Austronesian,bung1269,1.3333300000000001,2.63542863,0.1271657049523302,-10.239385143094273
Nepali,Indo-European,nepa1254,2.18182,3.34787725,0.3153628438946756,-3.697509939977069
Duungidjawu,Pama-Nyungan,duun1241,2.4000000000000004,3.2592581,0.3121532305208292,-2.752680465828667
Luguru,Atlantic-Congo,lugu1238,1.6,3.8138634099999997,0.2229462331466309,-9.930032809946379
Malapandaram,Dravidian,mala1468,2.0,3.4163419999999998,0.31224412008234836,-4.536008555185817
Akkadian,Afro-Asiatic,akka1240,3.25,3.25,0.0,
Soga,Atlantic-Congo,soga1242,2.20752,2.98960766,0.12724081177407034,-6.146515800203161
Chamorro,Austronesian,cham1312,2.0,3.34275516,0.14250899659100263,-9.422248364106265
Nage,Austronesian,nage1237,3.0,3.0,0.0,
Gwich'in,,gwic1235,3.25,3.25,0.0,
Sa'a,Austronesian,saaa1240,1.0,2.78954574,0.1406072720767044,-12.727263060930182
Yidiñ,Pama-Nyungan,yidi1250,1.75,2.96256894,0.2080000054170105,-5.829658213560964
Southern Kiwai,Kiwaian,sout2949,3.0,3.0,0.0,
South Marquesan,Austronesian,sout2866,2.5,2.5,0.0,
Yaqui,Uto-Aztecan,yaqu1251,3.15564,3.1606258799999996,0.22294196572342678,-0.02236402636812149
Jamaican Creole English,Indo-European,jama1262,2.33334,3.0807555499999997,0.1156850723408059,-6.460777824455417
Ngaanyatjarra,Pama-Nyungan,ngaa1240,3.98013,3.76641838,0.17333886864052042,1.2329122814526183
Shoshoni,Uto-Aztecan,shos1248,3.0,3.0,0.0,
Iowa-Oto,,iowa1245,3.75,3.75,0.0,
Moni,Nuclear Trans New Guinea,moni1261,3.0,3.0,0.0,
Onobasulu,Bosavi,onob1238,3.1693800000000003,3.4599463100000003,0.14697144187863131,-1.9770256471998757
Huli,Nuclear Trans New Guinea,huli1244,2.66667,3.9299831400000005,0.20210460440855968,-6.250788514675205
Luiseno-Juaneño,Uto-Aztecan,luis1253,1.6,3.5666068999999996,0.22120072414390962,-8.890598833304708
Gilbertese,Austronesian,gilb1244,3.5,3.5,0.0,
Pendau,Austronesian,pend1242,1.3333300000000001,2.6409190399999996,0.12840633127801138,-10.183213140549514
Baure,Arawakan,baur1253,2.0,1.71143528,0.41141291340564606,0.7013992769728165
Teko,Tupian,emer1243,1.18872,1.9834286,0.36821089616854086,-2.1582973460846167
Kriol (Roper River),Indo-European,krio1252,2.3414800000000002,2.20542223,0.14600952436100562,0.9318417452247855
Malgana,Pama-Nyungan,malg1242,3.0,3.0,0.0,
Southeast Ambrym,Austronesian,sout2859,2.33333,3.81963299,0.16713028152061465,-8.89308015565493
Tehuelche,,tehu1242,1.33333,2.8378606200000003,0.11392482574582068,-13.206345589299213
Tabasco Chontal,,taba1266,3.0,3.0,0.0,
Pirriya,Pama-Nyungan,pirr1240,3.0,3.0,0.0,
Tlingit,,tlin1245,2.5,2.5,0.0,
Zuni,,zuni1245,2.0,2.0,0.0,
Kabaena,Austronesian,kaba1285,2.0,2.0,0.0,
Odia,Indo-European,oriy1255,1.65218,4.01853464,0.22356267075759848,-10.584748482298101
Nambo,,namb1293,2.5,2.5,0.0,
Duna,,duna1248,2.0,3.4900982299999996,0.1354827632718166,-10.998434000127697
Ifugaw,Austronesian,ifug1247,1.0,1.0,0.0,
Tungag,Austronesian,tung1290,2.0,2.0,0.0,
Badimaya,Pama-Nyungan,badi1246,3.0,3.0,0.0,
Upper Michigan-Wisconsin Chippewa,Algic,uppe1274,2.75,2.75,0.0,
Nanggu,Austronesian,nang1262,2.5,3.064,0.2662780501656116,-2.118086712927409
Kankanaey,Austronesian,kank1243,1.3333300000000001,2.63792898,0.1306796927083914,-9.983180653104084
Atampaya,Pama-Nyungan,atam1239,2.5,2.5,0.0,
Guarayu,Tupian,guar1292,3.31433,3.195713599999999,0.14083114680723155,0.8422597038307303
Haya,Atlantic-Congo,haya1250,1.1666699999999999,4.0137892,0.2152646764668091,-13.226132808830746
Xârâcùù,Austronesian,xara1244,2.37878,2.37878,0.0,
Komo (Democratic Republic of Congo),Atlantic-Congo,komo1260,1.83333,3.87458222,0.19349074400929778,-10.5496117163202
Icari,Nakh-Daghestanian,icar1234,1.6666699999999999,2.64612014,0.11174039783614702,-8.765407667835927
Aché,Tupian,ache1246,2.6678699999999997,2.41540663,0.12307887834613662,2.05123229422024
Meadow Mari,Uralic,gras1239,3.0,3.0,0.0,
Prai,Austroasiatic,phai1238,1.2000000000000002,2.28311554,0.09868730359630057,-10.975226807601233
Hungarian,Uralic,hung1274,2.0,2.87084156,0.11074242046553977,-7.863667385444081
Yavitero,Arawakan,yavi1244,2.0,1.7608271599999998,0.41170509684473716,0.5809324242837766
Western Tawbuid,Austronesian,west2559,1.3333300000000001,2.6303341000000002,0.12822793697626894,-10.114832466188984
Karok,,karo1304,3.0,3.0,0.0,
Indonesian Bajau,Austronesian,indo1317,2.27042,3.32367747,0.14177389766420015,-7.429135315830155
Laurentian,,laur1250,3.0,3.0,0.0,
Bats,Nakh-Daghestanian,bats1242,2.0,2.81492304,0.08330458854924135,-9.782450813238205
Pitjantjatjara,Pama-Nyungan,pitj1243,2.8008100000000002,2.9812452000000005,0.2977892739793695,-0.6059157121035211
Lingua Geral Paulista,Tupian,tupi1274,4.2689900000000005,3.9337504,0.1888589336389465,1.7750793861883125
Buhid,Austronesian,buhi1245,1.3333300000000001,2.6415417800000003,0.1296180553319313,-10.092820607822553
North Saami,Uralic,nort2671,1.0,4.0723753700000005,0.23068608205755087,-13.318425379618322
Balinese,Austronesian,bali1278,2.83334,2.6419843999999997,0.13164394860091366,1.4535844756533869
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,1.8857599999999999,3.2889052700000003,0.22330694937221973,-6.283482327552486
Kodava,Dravidian,koda1255,2.5,3.4810755900000006,0.24622192994014946,-3.984517505156734
Lahnda,Indo-European,lahn1241,0.8,3.9623816799999996,0.25330926067670245,-12.484271879961522
Sanga (Democratic Republic of Congo),Atlantic-Congo,sang1331,2.37878,2.46309741,0.29441907608507967,-0.2863856891380046
Serrano,Uto-Aztecan,serr1255,3.03179,3.64919938,0.23949108410129927,-2.5780057003660737
Araweté,Tupian,araw1273,2.6927399999999997,3.82653207,0.23440712279240813,-4.8368499066647
Guugu Yimidhirr,Pama-Nyungan,gugu1255,2.8955200000000003,4.123945979999999,0.20865270008662626,-5.887419522920115
'Are'are,Austronesian,area1240,2.0,3.0892939499999996,0.11072703974593334,-9.837650789720549
North Slavey,,nort2942,2.8872,3.59975956,0.1668683158110203,-4.270190877979372
Usarufa,Nuclear Trans New Guinea,usar1243,1.75,2.53116483,0.2344465034014607,-3.3319534250521596
Cayuga,,cayu1261,3.0,3.0,0.0,
Balangao,Austronesian,bala1310,2.0,2.0,0.0,
Nen,,nenn1238,2.0,2.0,0.0,
Cofán,,cofa1242,2.0,1.17501088,0.33819157087075014,2.439413607724995
Waorani,,waor1240,2.15993,2.94574381,0.09064897989157912,-8.66875513590858
Rapanui,Austronesian,rapa1244,2.75,2.75,0.0,
Chickasaw,,chic1270,3.25,3.25,0.0,
Omaha-Ponca,,omah1247,4.0,4.0,0.0,
Gigatl,Nakh-Daghestanian,giga1238,2.33334,3.0845178100000004,0.11746701681026847,-6.394797709158605
Turung,Tai-Kadai,turu1249,3.0,3.0,0.0,
Okanagan,Salishan,okan1243,3.5,3.5,0.0,
Trumai,,trum1247,3.0,3.0,0.0,
Keyagana,Nuclear Trans New Guinea,keya1238,1.75,2.5436753600000004,0.2370545809582055,-3.348070122888413
Jurúna,Tupian,juru1256,2.4828,3.41321377,0.25115502289997527,-3.704539766941255
Ganggalida,,gang1267,3.0258000000000003,3.54906009,0.25651789273555925,-2.0398580559813855
Lunda,Atlantic-Congo,lund1266,1.5,3.3352239399999997,0.22563503451874758,-8.133594784667691
Tenetehara,Tupian,temb1276,3.5,3.5,0.0,
Parakanã,Tupian,para1312,1.5,1.9214484399999996,0.40994039539836324,-1.0280724825628693
Kuman,Nuclear Trans New Guinea,kuma1280,3.0,3.0,0.0,
Eastern Panjabi,Indo-European,panj1256,2.0,4.12010496,0.23311160168597017,-9.094806713464397
Hehe,Atlantic-Congo,hehe1240,2.0,3.5765397,0.23283350903061614,-6.771103122414803
Tokharian A,Indo-European,tokh1242,2.0,2.0,0.0,
Iloko,Austronesian,ilok1237,1.3333300000000001,2.63505141,0.1292884766338899,-10.068348269630587
Chirag,Nakh-Daghestanian,chir1284,1.6666699999999999,2.64655576,0.10612218398912836,-9.233561948747532
Tukang Besi South,Austronesian,tuka1249,2.0,2.0,0.0,
Karenic,Sino-Tibetan,kare1337,3.25,3.25,0.0,
